"app_id","positive","negative","estimated_owners","owners_min","owners_max","average_playtime_forever","average_playtime_2weeks","median_playtime_forever","median_playtime_2weeks","peak_ccu"
"578080","1520457","1037487","100000000 - 200000000","100000000","200000000","23787","730","6082","302","314682"
"252490","1071135","156649","20000000 - 50000000","20000000","50000000","24264","1246","3044","373","143870"
"2358720","1111720","38378","50000000 - 100000000","50000000","100000000","3272","399","2812","135","15004"
"1245620","981540","75137","20000000 - 50000000","20000000","50000000","8155","500","5832","224","29529"
"553850","775883","241752","20000000 - 50000000","20000000","50000000","5020","399","2264","172","53399"
"1172470","668053","326926","100000000 - 200000000","100000000","200000000","10073","615","916","269","124262"
"431960","876898","17560","20000000 - 50000000","20000000","50000000","4378","135","1045","9","91184"
"413150","872384","13811","20000000 - 50000000","20000000","50000000","4830","504","1728","127","50662"
"1091500","713071","131850","20000000 - 50000000","20000000","50000000","4961","444","3213","111","22265"
"739630","736611","32168","10000000 - 20000000","10000000","20000000","2252","222","946","105","9978"
"1086940","736688","23974","20000000 - 50000000","20000000","50000000","7562","593","4698","210","54771"
"1174180","676667","56875","10000000 - 20000000","10000000","20000000","4354","390","1828","143","29885"
"346110","612177","117993","20000000 - 50000000","20000000","50000000","11685","940","921","627","22170"
"1938090","419594","294520","50000000 - 100000000","50000000","100000000","5485","841","717","269","67419"
"945360","643681","57104","20000000 - 50000000","20000000","50000000","1464","113","645","67","3832"
"242760","599805","27986","20000000 - 50000000","20000000","50000000","1684","153","809","122","2892"
"1085660","497891","127725","20000000 - 50000000","20000000","50000000","12236","1469","531","654","24619"
"304930","506516","48852","50000000 - 100000000","50000000","100000000","8683","2155","320","855","10408"
"892970","471451","28377","10000000 - 20000000","10000000","20000000","4294","708","1693","320","14439"
"322330","475393","23668","10000000 - 20000000","10000000","20000000","2850","428","511","55","30542"
"582010","434239","59151","10000000 - 20000000","10000000","20000000","9638","770","3104","103","11923"
"1966720","473422","13738","10000000 - 20000000","10000000","20000000","1500","184","730","124","6199"
"1097150","385154","88589","20000000 - 50000000","20000000","50000000","1512","81","553","55","664"
"221100","330349","99903","10000000 - 20000000","10000000","20000000","15771","1788","2018","1379","37066"
"367520","403641","12305","5000000 - 10000000","5000000","10000000","2087","244","860","162","4912"
"374320","390326","23449","5000000 - 10000000","5000000","10000000","5102","328","2365","155","4381"
"291550","314809","71647","20000000 - 50000000","20000000","50000000","2657","185","212","65","14169"
"1623730","358266","22443","50000000 - 100000000","50000000","100000000","3793","563","2206","156","18028"
"251570","327889","42157","10000000 - 20000000","10000000","20000000","7004","765","1482","287","17045"
"1172620","317074","38164","5000000 - 10000000","5000000","10000000","3532","376","1215","265","5437"
"960090","344269","9691","2000000 - 5000000","2000000","5000000","3722","244","1355","43","7489"
"275850","293332","59526","5000000 - 10000000","5000000","10000000","3401","810","1239","144","12291"
"289070","304053","45867","10000000 - 20000000","10000000","20000000","6205","489","1507","242","25420"
"444090","294373","52031","10000000 - 20000000","10000000","20000000","4639","3871","584","5761","1028"
"648800","323198","23161","10000000 - 20000000","10000000","20000000","1807","464","963","257","4701"
"548430","333587","9413","5000000 - 10000000","5000000","10000000","3427","367","874","153","5216"
"394360","305168","36982","5000000 - 10000000","5000000","10000000","18878","717","2675","400","32112"
"489830","310162","26896","5000000 - 10000000","5000000","10000000","5243","812","1290","318","25085"
"1203220","225960","98967","10000000 - 20000000","10000000","20000000","10111","750","496","290","66954"
"814380","307041","15193","10000000 - 20000000","10000000","20000000","2702","187","1544","102","6767"
"990080","289966","31429","20000000 - 50000000","20000000","50000000","2262","379","1612","223","5716"
"264710","304449","9258","5000000 - 10000000","5000000","10000000","1936","357","909","405","2719"
"632360","293127","20450","5000000 - 10000000","5000000","10000000","4073","545","1176","167","7902"
"2767030","228817","58752","0 - 20000","0","20000","2853","554","498","233","106611"
"1063730","196798","90080","50000000 - 100000000","50000000","100000000","10500","10","3781","11","5583"
"1118200","277746","4017","5000000 - 10000000","5000000","10000000","2785","133","563","64","4505"
"1145360","274829","4912","5000000 - 10000000","5000000","10000000","2048","318","1077","116","2253"
"261550","232360","32031","10000000 - 20000000","10000000","20000000","9806","843","4647","481","14477"
"1237970","244524","11664","5000000 - 10000000","5000000","10000000","1662","1470","333","212","1173"
"1326470","222495","31051","10000000 - 20000000","10000000","20000000","1387","372","901","281","4450"
"1794680","246479","3855","5000000 - 10000000","5000000","10000000","2133","236","1238","95","2966"
"1238810","177352","72936","10000000 - 20000000","10000000","20000000","2217","294","570","222","6327"
"594650","181110","67110","10000000 - 20000000","10000000","20000000","8786","857","962","458","6300"
"438100","181623","58732","20000000 - 50000000","20000000","50000000","5002","1388","124","466","34699"
"1144200","210654","25542","5000000 - 10000000","5000000","10000000","1466","173","731","91","4296"
"526870","225479","6585","10000000 - 20000000","10000000","20000000","6562","682","2141","400","12596"
"1468810","121020","106084","2000000 - 5000000","2000000","5000000","4519","435","2513","445","4116"
"1551360","199950","25679","5000000 - 10000000","5000000","10000000","3485","221","1303","74","10009"
"2246340","127273","91142","20000000 - 50000000","20000000","50000000","4590","515","3250","281","12494"
"1426210","208042","10341","5000000 - 10000000","5000000","10000000","1042","220","833","166","5018"
"427520","208770","6439","5000000 - 10000000","5000000","10000000","10965","1213","3392","574","16426"
"700330","195923","18386","5000000 - 10000000","5000000","10000000","1771","448","86","187","4696"
"477160","202253","11387","10000000 - 20000000","10000000","20000000","789","89","360","85","950"
"698780","203247","7470","5000000 - 10000000","5000000","10000000","390","2","176","2","427"
"393380","175088","35463","2000000 - 5000000","2000000","5000000","6235","616","902","332","9116"
"294100","206216","4301","5000000 - 10000000","5000000","10000000","15020","995","4445","300","19211"
"379720","198001","9278","5000000 - 10000000","5000000","10000000","860","166","490","235","1590"
"782330","187807","18219","5000000 - 10000000","5000000","10000000","1311","197","705","131","2262"
"3164500","200803","3238","10000000 - 20000000","10000000","20000000","1600","280","1124","122","22757"
"433850","113729","90284","10000000 - 20000000","10000000","20000000","3451","32","220","32","1010"
"1599340","143481","58540","50000000 - 100000000","50000000","100000000","5246","1846","746","335","17355"
"534380","154122","40708","5000000 - 10000000","5000000","10000000","2743","687","1774","700","4223"
"1238840","166775","26046","5000000 - 10000000","5000000","10000000","2028","192","491","50","6308"
"435150","182166","7958","5000000 - 10000000","5000000","10000000","4583","333","2424","210","3510"
"268910","179894","6941","5000000 - 10000000","5000000","10000000","2927","157","396","45","2080"
"3241660","179154","6488","10000000 - 20000000","10000000","20000000","1090","227","615","108","32349"
"646570","178250","4027","5000000 - 10000000","5000000","10000000","4531","286","1743","127","15038"
"2050650","177539","4169","5000000 - 10000000","5000000","10000000","2387","359","1429","263","3748"
"518790","157641","19969","5000000 - 10000000","5000000","10000000","2001","462","411","192","2207"
"1240440","123333","53708","10000000 - 20000000","10000000","20000000","1636","704","204","62","2275"
"270880","169735","5552","2000000 - 5000000","2000000","5000000","4161","374","816","211","6742"
"12210","144493","30691","5000000 - 10000000","5000000","10000000","1703","317","695","111","2122"
"552520","140377","33100","2000000 - 5000000","2000000","5000000","2103","276","1371","197","1297"
"883710","167647","5210","5000000 - 10000000","5000000","10000000","1254","168","792","135","1123"
"812140","153091","19102","5000000 - 10000000","5000000","10000000","4299","564","2712","158","2629"
"1222670","149064","21663","10000000 - 20000000","10000000","20000000","1868","512","339","150","25276"
"1229490","165867","3884","5000000 - 10000000","5000000","10000000","1610","245","370","62","3122"
"1222140","162047","7152","2000000 - 5000000","2000000","5000000","798","252","696","78","2344"
"2694490","118511","50510","20000000 - 50000000","20000000","50000000","8384","1161","3028","679","16727"
"588650","163549","4915","5000000 - 10000000","5000000","10000000","2025","265","888","112","2559"
"1716740","93942","71585","2000000 - 5000000","2000000","5000000","4589","110","2863","189","3725"
"211820","152150","12756","2000000 - 5000000","2000000","5000000","3537","487","1129","304","894"
"2183900","134739","27846","5000000 - 10000000","5000000","10000000","2327","424","907","227","6851"
"813780","154061","8401","2000000 - 5000000","2000000","5000000","4125","671","826","283","13465"
"379430","136446","25760","2000000 - 5000000","2000000","5000000","2857","400","1289","197","2520"
"1172380","140485","18094","2000000 - 5000000","2000000","5000000","942","292","643","520","1354"
"1593500","151706","6311","5000000 - 10000000","5000000","10000000","1591","332","1313","266","1380"
"1332010","152312","4295","5000000 - 10000000","5000000","10000000","391","67","318","130","498"
"306130","125497","28616","5000000 - 10000000","5000000","10000000","7568","1178","980","910","15987"
"2379780","150524","3042","2000000 - 5000000","2000000","5000000","2623","274","1226","44","17123"
"1782210","139538","12895","5000000 - 10000000","5000000","10000000","1732","6387","87","6399","2921"
"1811260","86192","65227","5000000 - 10000000","5000000","10000000","10388","362","5643","541","1280"
"304390","104468","45788","5000000 - 10000000","5000000","10000000","3484","1005","700","204","2146"
"262060","137026","12430","2000000 - 5000000","2000000","5000000","2272","295","715","164","3848"
"397540","125248","23817","2000000 - 5000000","2000000","5000000","2480","163","1239","124","3164"
"444200","116407","31754","10000000 - 20000000","10000000","20000000","8170","1499","260","396","5707"
"552990","112887","33665","20000000 - 50000000","20000000","50000000","4516","1238","297","728","8518"
"601150","140260","5873","5000000 - 10000000","5000000","10000000","1192","56","459","57","2248"
"2881650","137483","7608","5000000 - 10000000","5000000","10000000","309","79","209","68","722"
"671860","120458","22666","5000000 - 10000000","5000000","10000000","1466","300","628","404","568"
"524220","122027","18142","2000000 - 5000000","2000000","5000000","1487","390","765","147","690"
"433340","135271","2826","2000000 - 5000000","2000000","5000000","1373","427","590","701","858"
"686810","113447","24230","2000000 - 5000000","2000000","5000000","3858","254","787","90","3380"
"1057090","131989","4701","2000000 - 5000000","2000000","5000000","915","69","666","76","697"
"391220","128080","8100","2000000 - 5000000","2000000","5000000","2331","339","764","281","777"
"508440","132974","2969","2000000 - 5000000","2000000","5000000","1473","134","327","211","1299"
"552500","113489","20234","2000000 - 5000000","2000000","5000000","2637","747","454","139","2124"
"1222680","111482","21373","2000000 - 5000000","2000000","5000000","1234","269","461","212","1385"
"244850","117204","15143","2000000 - 5000000","2000000","5000000","5954","819","939","359","4201"
"1092790","127792","4098","2000000 - 5000000","2000000","5000000","1207","288","642","191","1301"
"1868140","125422","3909","5000000 - 10000000","5000000","10000000","1602","301","993","182","3367"
"570940","119152","10147","2000000 - 5000000","2000000","5000000","2473","338","1615","297","2879"
"361420","118817","10139","2000000 - 5000000","2000000","5000000","2144","389","831","191","988"
"457140","124220","4170","2000000 - 5000000","2000000","5000000","4880","997","859","281","7545"
"1677740","108841","19170","5000000 - 10000000","5000000","10000000","824","109","98","137","2928"
"362890","121562","6131","2000000 - 5000000","2000000","5000000","963","193","465","126","907"
"581320","107857","19061","2000000 - 5000000","2000000","5000000","2221","125","766","54","1826"
"1158310","114259","12650","2000000 - 5000000","2000000","5000000","8284","792","2037","323","14302"
"232090","111325","15541","2000000 - 5000000","2000000","5000000","8669","1451","586","572","4508"
"1151640","110049","15148","1000000 - 2000000","1000000","2000000","1607","264","836","419","700"
"1289310","122115","2803","2000000 - 5000000","2000000","5000000","281","89","75","89","75"
"594570","114776","9476","5000000 - 10000000","5000000","10000000","9646","562","2651","643","1464"
"323190","114315","9231","2000000 - 5000000","2000000","5000000","1336","456","528","316","1699"
"674940","114720","7938","2000000 - 5000000","2000000","5000000","445","42","200","41","265"
"1151340","89334","33215","2000000 - 5000000","2000000","5000000","5486","438","575","182","8796"
"412020","108945","12370","2000000 - 5000000","2000000","5000000","1007","260","551","371","702"
"1506830","97293","23578","2000000 - 5000000","2000000","5000000","11530","231","5993","435","1319"
"504230","117545","3057","2000000 - 5000000","2000000","5000000","1383","155","306","140","1174"
"1142710","87141","32717","2000000 - 5000000","2000000","5000000","11500","735","3402","294","16842"
"1604030","106197","13243","5000000 - 10000000","5000000","10000000","2821","601","1499","342","10961"
"774171","107491","11938","2000000 - 5000000","2000000","5000000","1320","432","196","161","672"
"1196590","114131","5219","2000000 - 5000000","2000000","5000000","1215","296","897","479","1284"
"1832640","28726","87986","2000000 - 5000000","2000000","5000000","1294","25","157","25","11"
"582160","97301","16195","1000000 - 2000000","1000000","2000000","2192","477","1326","409","1604"
"1643320","91274","22072","2000000 - 5000000","2000000","5000000","2685","370","1416","261","2403"
"387990","104512","8771","2000000 - 5000000","2000000","5000000","2921","158","735","149","909"
"1361210","80268","32692","2000000 - 5000000","2000000","5000000","5205","805","1611","385","7267"
"1446780","92564","20108","5000000 - 10000000","5000000","10000000","6053","487","2667","265","3658"
"1817070","107786","4606","2000000 - 5000000","2000000","5000000","1613","617","1346","441","1190"
"629760","90102","22098","2000000 - 5000000","2000000","5000000","3171","214","819","304","764"
"513710","83704","28411","5000000 - 10000000","5000000","10000000","5771","1375","888","1534","8535"
"677620","102336","9404","5000000 - 10000000","5000000","10000000","552","0","234","0","185"
"632470","104010","7702","2000000 - 5000000","2000000","5000000","1026","194","369","72","918"
"2527500","108883","2204","1000000 - 2000000","1000000","2000000","368","4","325","5","631"
"1903340","106216","4816","2000000 - 5000000","2000000","5000000","2168","581","1763","232","27880"
"424840","104472","5724","5000000 - 10000000","5000000","10000000","222","126","107","127","222"
"2195250","63281","46293","5000000 - 10000000","5000000","10000000","9308","171","4601","139","5110"
"1167630","104653","4809","2000000 - 5000000","2000000","5000000","1315","98","403","88","1984"
"440900","84575","22890","5000000 - 10000000","5000000","10000000","8052","350","1374","447","5677"
"356190","95053","12165","2000000 - 5000000","2000000","5000000","1944","350","1079","367","1405"
"2054970","65154","41785","2000000 - 5000000","2000000","5000000","2407","230","1756","297","768"
"976310","93635","12646","2000000 - 5000000","2000000","5000000","1806","155","417","198","1026"
"779340","74951","28794","5000000 - 10000000","5000000","10000000","6957","488","2092","306","4507"
"1313140","98711","4517","2000000 - 5000000","2000000","5000000","1054","324","696","331","1535"
"1687950","99657","3487","2000000 - 5000000","2000000","5000000","3663","369","2147","262","4994"
"1259420","95697","7446","2000000 - 5000000","2000000","5000000","1664","246","996","263","1600"
"1943950","93330","9199","2000000 - 5000000","2000000","5000000","573","272","386","215","1756"
"1771300","96279","6058","2000000 - 5000000","2000000","5000000","4377","803","3514","479","7073"
"268500","86187","15514","5000000 - 10000000","5000000","10000000","3861","822","1267","339","3123"
"219990","93489","6241","10000000 - 20000000","10000000","20000000","3979","484","1181","711","2376"
"1217060","92655","6517","2000000 - 5000000","2000000","5000000","3106","373","1492","315","1428"
"1721470","84113","14801","5000000 - 10000000","5000000","10000000","1572","239","64","438","588"
"233860","93712","4423","2000000 - 5000000","2000000","5000000","4449","894","771","688","5412"
"418370","93214","4632","2000000 - 5000000","2000000","5000000","826","161","578","208","792"
"1942280","94525","3276","2000000 - 5000000","2000000","5000000","2495","269","962","122","6389"
"546560","95555","1674","2000000 - 5000000","2000000","5000000","668","49","384","52","202"
"848450","87607","9053","2000000 - 5000000","2000000","5000000","1522","210","1151","383","698"
"460930","77138","19439","2000000 - 5000000","2000000","5000000","3079","348","1428","528","1441"
"2835570","91745","3796","2000000 - 5000000","2000000","5000000","222","63","129","51","793"
"613100","89596","5548","2000000 - 5000000","2000000","5000000","1372","258","534","172","1311"
"646910","72724","21141","2000000 - 5000000","2000000","5000000","1843","277","253","320","873"
"365590","65652","27546","5000000 - 10000000","5000000","10000000","6382","366","1465","465","774"
"466240","73606","19421","5000000 - 10000000","5000000","10000000","775","14","123","14","155"
"389730","77227","15580","2000000 - 5000000","2000000","5000000","3473","81","551","41","599"
"1665460","44067","48266","10000000 - 20000000","10000000","20000000","3449","838","137","644","13404"
"1030840","79686","12107","1000000 - 2000000","1000000","2000000","693","297","587","334","686"
"516750","86445","4949","1000000 - 2000000","1000000","2000000","2606","488","872","527","1044"
"952060","74536","16699","2000000 - 5000000","2000000","5000000","679","498","464","571","362"
"1046930","74753","16141","5000000 - 10000000","5000000","10000000","2689","260","394","218","1008"
"383870","81777","8661","2000000 - 5000000","2000000","5000000","253","301","242","301","81"
"349040","80515","7987","2000000 - 5000000","2000000","5000000","932","135","490","139","384"
"1407200","72570","15266","1000000 - 2000000","1000000","2000000","1834","953","143","430","3869"
"582660","64416","22503","5000000 - 10000000","5000000","10000000","11108","1755","243","433","14345"
"311690","81669","3893","2000000 - 5000000","2000000","5000000","2066","225","383","255","1165"
"1366540","83095","1993","2000000 - 5000000","2000000","5000000","4975","820","1037","818","2703"
"962130","75482","9035","2000000 - 5000000","2000000","5000000","2278","382","878","434","2394"
"1248130","78110","6402","2000000 - 5000000","2000000","5000000","12975","748","3148","612","5419"
"753640","80833","3655","1000000 - 2000000","1000000","2000000","880","118","390","155","928"
"714010","79517","4815","2000000 - 5000000","2000000","5000000","592","105","73","37","5223"
"683320","80404","3044","2000000 - 5000000","2000000","5000000","380","442","177","442","67"
"635260","79504","3912","2000000 - 5000000","2000000","5000000","4346","76","916","52","1658"
"1274570","75057","7457","2000000 - 5000000","2000000","5000000","430","531","236","79","447"
"550650","62042","19672","10000000 - 20000000","10000000","20000000","4769","13171","86","13171","212"
"2001120","79546","2012","2000000 - 5000000","2000000","5000000","988","286","918","159","5476"
"1466860","69559","11311","2000000 - 5000000","2000000","5000000","4418","607","1004","216","7084"
"815370","69304","11300","2000000 - 5000000","2000000","5000000","1147","274","520","240","1656"
"1150690","78023","2214","1000000 - 2000000","1000000","2000000","1400","143","708","143","506"
"1454400","77218","2674","2000000 - 5000000","2000000","5000000","15227","2598","5029","672","9583"
"1888930","63713","16142","1000000 - 2000000","1000000","2000000","1085","135","977","135","4144"
"750920","66684","12759","2000000 - 5000000","2000000","5000000","1270","304","790","265","582"
"881100","74759","3718","2000000 - 5000000","2000000","5000000","2075","186","350","146","2019"
"1113000","76008","2338","1000000 - 2000000","1000000","2000000","2738","1374","1387","2552","962"
"1203620","67486","10594","2000000 - 5000000","2000000","5000000","2351","751","1260","553","10654"
"1888160","70425","6617","2000000 - 5000000","2000000","5000000","1572","225","1073","202","1011"
"240720","63479","13524","2000000 - 5000000","2000000","5000000","299","98","115","180","192"
"397900","46567","30205","5000000 - 10000000","5000000","10000000","601","29","260","35","809"
"2399830","44880","31115","2000000 - 5000000","2000000","5000000","10636","920","2512","579","12007"
"602960","70694","4640","2000000 - 5000000","2000000","5000000","2660","1261","526","1295","2371"
"2669320","37253","37543","5000000 - 10000000","5000000","10000000","7534","251","3239","185","42032"
"787860","70448","4172","2000000 - 5000000","2000000","5000000","10164","159","2021","159","983"
"620980","71341","3271","2000000 - 5000000","2000000","5000000","2021","111","651","35","423"
"588430","65847","8601","2000000 - 5000000","2000000","5000000","966","292","237","109","1001"
"636480","71341","2264","1000000 - 2000000","1000000","2000000","2174","145","665","196","617"
"949230","38697","34827","2000000 - 5000000","2000000","5000000","3597","651","1225","262","5392"
"766570","39598","33887","5000000 - 10000000","5000000","10000000","5391","1846","84","965","14950"
"638970","70292","3189","1000000 - 2000000","1000000","2000000","1832","597","695","672","550"
"414340","66212","7260","2000000 - 5000000","2000000","5000000","347","244","199","308","73"
"977950","69052","4419","2000000 - 5000000","2000000","5000000","1108","65","282","55","1870"
"678950","65978","6998","2000000 - 5000000","2000000","5000000","2403","19","512","28","511"
"728880","65992","6809","2000000 - 5000000","2000000","5000000","790","127","348","85","2107"
"1363080","62224","9896","2000000 - 5000000","2000000","5000000","1004","242","526","149","1977"
"471710","63756","7467","2000000 - 5000000","2000000","5000000","405","2088","132","2173","1510"
"1237950","62342","8866","2000000 - 5000000","2000000","5000000","1213","283","507","402","9213"
"1533390","64966","6197","1000000 - 2000000","1000000","2000000","1198","468","78","468","852"
"1238860","60650","10498","1000000 - 2000000","1000000","2000000","1937","161","470","166","1153"
"460950","69672","1397","2000000 - 5000000","2000000","5000000","391","38","292","38","82"
"493340","64131","6147","2000000 - 5000000","2000000","5000000","1140","206","229","253","687"
"924970","46833","21608","1000000 - 2000000","1000000","2000000","1816","333","543","617","1288"
"2670630","64104","4237","2000000 - 5000000","2000000","5000000","1934","497","751","455","2464"
"304430","65954","2092","2000000 - 5000000","2000000","5000000","295","71","237","71","129"
"1286830","60864","7088","5000000 - 10000000","5000000","10000000","2226","420","396","400","6625"
"424370","37846","29831","1000000 - 2000000","1000000","2000000","2186","731","1483","731","30"
"2709570","63994","3441","2000000 - 5000000","2000000","5000000","446","184","176","147","4704"
"431240","59105","7975","2000000 - 5000000","2000000","5000000","722","146","352","100","979"
"1774580","46131","20923","1000000 - 2000000","1000000","2000000","1748","143","1519","132","2353"
"387290","63788","3191","2000000 - 5000000","2000000","5000000","533","0","350","0","196"
"1304930","62533","4423","2000000 - 5000000","2000000","5000000","1818","475","580","216","3743"
"1404210","55526","11255","2000000 - 5000000","2000000","5000000","2718","843","715","1220","2207"
"2231450","65599","1094","1000000 - 2000000","1000000","2000000","1298","24","275","24","367"
"3146520","64473","1337","1000000 - 2000000","1000000","2000000","1215","298","531","111","686"
"380600","57004","8695","5000000 - 10000000","5000000","10000000","1178","128","84","128","2781"
"2622380","48901","16771","2000000 - 5000000","2000000","5000000","4138","857","2242","432","163599"
"1250410","51794","13872","2000000 - 5000000","2000000","5000000","11149","409","3041","665","3245"
"1790600","58221","6959","2000000 - 5000000","2000000","5000000","1540","166","939","142","949"
"2215430","61086","4029","2000000 - 5000000","2000000","5000000","2035","582","1486","320","2025"
"1049590","51694","13352","5000000 - 10000000","5000000","10000000","6463","991","310","443","12341"
"489520","58108","6797","500000 - 1000000","500000","1000000","1901","85","163","130","310"
"1260320","50198","13834","2000000 - 5000000","2000000","5000000","1084","112","326","91","3070"
"1139900","57713","5436","2000000 - 5000000","2000000","5000000","458","157","230","157","174"
"403640","56155","6627","2000000 - 5000000","2000000","5000000","1120","296","563","382","308"
"495420","52001","10715","2000000 - 5000000","2000000","5000000","1828","174","563","156","1281"
"493520","52357","9740","2000000 - 5000000","2000000","5000000","1424","97","423","118","307"
"1778820","33020","28048","1000000 - 2000000","1000000","2000000","6907","593","1889","353","4409"
"838350","42350","18287","2000000 - 5000000","2000000","5000000","4671","353","1411","597","989"
"680420","40267","20201","2000000 - 5000000","2000000","5000000","3261","0","1975","0","178"
"1282100","50249","10114","1000000 - 2000000","1000000","2000000","2510","274","1518","220","1573"
"285900","51267","9003","2000000 - 5000000","2000000","5000000","485","71","165","87","376"
"1384160","52377","7005","1000000 - 2000000","1000000","2000000","3351","216","828","175","2463"
"504370","50196","9152","2000000 - 5000000","2000000","5000000","1226","0","190","0","103"
"2479810","40235","19083","2000000 - 5000000","2000000","5000000","2571","732","805","944","7543"
"312660","53923","5232","2000000 - 5000000","2000000","5000000","1176","277","395","357","541"
"1272080","25497","33195","2000000 - 5000000","2000000","5000000","1421","172","721","194","644"
"871720","55394","2879","2000000 - 5000000","2000000","5000000","313","83","80","98","200"
"409710","47962","10301","2000000 - 5000000","2000000","5000000","466","198","231","210","364"
"418460","49952","7611","2000000 - 5000000","2000000","5000000","2699","95","500","155","449"
"760160","43433","13651","2000000 - 5000000","2000000","5000000","468","44","107","44","362"
"1364780","48252","8414","2000000 - 5000000","2000000","5000000","4701","498","1081","324","14920"
"1328670","51295","5033","1000000 - 2000000","1000000","2000000","3157","3395","719","3605","2420"
"3240220","38595","17286","5000000 - 10000000","5000000","10000000","1499","558","291","202","39502"
"246620","52571","3093","1000000 - 2000000","1000000","2000000","600","255","299","336","1494"
"414700","50676","4824","1000000 - 2000000","1000000","2000000","368","1031","180","180","119"
"1621690","51042","3937","1000000 - 2000000","1000000","2000000","2144","504","950","429","3688"
"1147560","51218","3683","1000000 - 2000000","1000000","2000000","2148","229","715","326","1205"
"851850","50976","3704","1000000 - 2000000","1000000","2000000","1755","203","1081","342","264"
"674020","29495","25034","2000000 - 5000000","2000000","5000000","635","0","206","0","59"
"1284190","52168","2148","1000000 - 2000000","1000000","2000000","2119","979","1373","825","7330"
"648350","47081","6875","2000000 - 5000000","2000000","5000000","1369","0","645","0","260"
"880940","47800","6014","2000000 - 5000000","2000000","5000000","872","408","429","128","1096"
"420530","52785","919","1000000 - 2000000","1000000","2000000","331","137","267","137","76"
"637650","44632","9056","2000000 - 5000000","2000000","5000000","1660","11","704","11","339"
"2567870","48180","4958","2000000 - 5000000","2000000","5000000","311","118","241","116","1154"
"573090","47662","5280","1000000 - 2000000","1000000","2000000","10642","670","1235","227","1488"
"454650","47781","5102","1000000 - 2000000","1000000","2000000","2844","146","1125","201","652"
"617290","44761","8081","2000000 - 5000000","2000000","5000000","1636","62","893","62","429"
"2593370","50859","1921","1000000 - 2000000","1000000","2000000","403","68","364","95","181"
"529340","35043","17575","1000000 - 2000000","1000000","2000000","8015","623","2097","502","4609"
"2623190","42316","10242","2000000 - 5000000","2000000","5000000","1695","387","1024","216","14420"
"1627720","48336","4149","1000000 - 2000000","1000000","2000000","1888","189","1384","108","1363"
"364360","40889","11533","1000000 - 2000000","1000000","2000000","3163","550","978","550","297"
"1290000","50767","1643","1000000 - 2000000","1000000","2000000","2332","314","1013","343","2547"
"253230","50577","1110","500000 - 1000000","500000","1000000","1244","13","520","13","131"
"621060","48356","3299","1000000 - 2000000","1000000","2000000","850","11","353","11","132"
"645630","47065","4456","2000000 - 5000000","2000000","5000000","1653","64","548","64","202"
"470220","37173","14345","2000000 - 5000000","2000000","5000000","1640","40","246","42","291"
"774361","46393","5091","1000000 - 2000000","1000000","2000000","629","163","192","197","479"
"1693980","46485","4774","500000 - 1000000","500000","1000000","852","103","686","129","313"
"480490","46381","4652","1000000 - 2000000","1000000","2000000","1117","126","481","141","263"
"1089980","50017","681","1000000 - 2000000","1000000","2000000","300","0","259","0","185"
"1371980","39563","10970","2000000 - 5000000","2000000","5000000","1100","493","440","795","947"
"870780","44045","6403","1000000 - 2000000","1000000","2000000","910","217","478","263","648"
"2344520","32969","17333","1000000 - 2000000","1000000","2000000","7325","1137","3350","859","8835"
"552100","47391","2731","1000000 - 2000000","1000000","2000000","3066","83","436","104","983"
"346010","47491","2263","1000000 - 2000000","1000000","2000000","535","33","179","49","243"
"1846380","29906","19702","1000000 - 2000000","1000000","2000000","1438","223","612","259","618"
"644930","41508","7257","2000000 - 5000000","2000000","5000000","4477","2238","1538","3835","2751"
"3097560","44341","4209","2000000 - 5000000","2000000","5000000","242","74","164","77","605"
"933110","40941","7401","1000000 - 2000000","1000000","2000000","1799","846","291","471","3016"
"386940","46319","1981","1000000 - 2000000","1000000","2000000","587","48","281","39","350"
"502500","42202","5990","2000000 - 5000000","2000000","5000000","1336","200","429","156","340"
"881020","43116","4883","2000000 - 5000000","2000000","5000000","3506","682","1788","925","996"
"994280","41193","6652","1000000 - 2000000","1000000","2000000","1514","0","570","0","103"
"1017180","42761","4666","1000000 - 2000000","1000000","2000000","822","229","326","251","377"
"1451940","44718","2487","1000000 - 2000000","1000000","2000000","273","195","155","195","170"
"1149460","34070","13002","500000 - 1000000","500000","1000000","3455","274","1335","231","1492"
"1824220","37673","9288","2000000 - 5000000","2000000","5000000","1632","264","485","183","1565"
"367500","41310","5376","2000000 - 5000000","2000000","5000000","1640","20","389","20","329"
"972660","44192","2225","1000000 - 2000000","1000000","2000000","1044","179","399","245","702"
"603850","41684","4711","1000000 - 2000000","1000000","2000000","2337","0","1150","0","513"
"313120","34118","11710","1000000 - 2000000","1000000","2000000","810","990","308","1875","256"
"1659040","39449","6333","2000000 - 5000000","2000000","5000000","2161","181","413","110","2637"
"1325200","39965","5531","1000000 - 2000000","1000000","2000000","3814","380","1397","502","1441"
"2322560","42490","2924","1000000 - 2000000","1000000","2000000","376","20","307","20","71"
"1129580","40992","4174","1000000 - 2000000","1000000","2000000","2531","475","933","532","1366"
"501300","43128","1925","500000 - 1000000","500000","1000000","180","81","144","81","70"
"920210","40865","4173","1000000 - 2000000","1000000","2000000","1391","110","604","167","719"
"1987080","36836","8196","1000000 - 2000000","1000000","2000000","452","37","277","37","237"
"690790","39383","5212","1000000 - 2000000","1000000","2000000","1191","115","342","72","631"
