"app_id","positive","negative","estimated_owners","owners_min","owners_max","average_playtime_forever","average_playtime_2weeks","median_playtime_forever","median_playtime_2weeks","peak_ccu"
"526490","663","21","20000 - 50000","20000","50000","391","0","612","0","2"
"384500","582","102","100000 - 200000","100000","200000","123","0","188","0","2"
"2473710","617","66","20000 - 50000","20000","50000","301","0","305","0","5"
"740290","601","82","20000 - 50000","20000","50000","64","0","106","0","0"
"2014380","588","95","20000 - 50000","20000","50000","125","0","144","0","8"
"345460","589","93","100000 - 200000","100000","200000","0","0","0","0","16"
"2969160","546","136","0 - 20000","0","20000","89","0","122","0","7"
"2137760","583","99","20000 - 50000","20000","50000","737","0","1027","0","36"
"926580","537","145","50000 - 100000","50000","100000","598","0","633","0","1"
"1962430","551","131","20000 - 50000","20000","50000","1489","0","2208","0","4"
"847360","574","108","20000 - 50000","20000","50000","153","0","73","0","2"
"502740","613","69","100000 - 200000","100000","200000","279","0","389","0","1"
"2147950","669","12","20000 - 50000","20000","50000","565","0","565","0","1"
"1035560","591","90","0 - 20000","0","20000","124","0","132","0","1"
"780670","547","134","50000 - 100000","50000","100000","1080","0","1404","0","0"
"959890","610","71","20000 - 50000","20000","50000","152","0","203","0","5"
"2947250","520","161","0 - 20000","0","20000","577","1257","816","1257","9"
"1956740","510","170","50000 - 100000","50000","100000","0","0","0","0","54"
"512490","658","22","50000 - 100000","50000","100000","214","0","217","0","2"
"1967320","544","136","20000 - 50000","20000","50000","78","0","47","0","1"
"383790","394","286","100000 - 200000","100000","200000","146","0","158","0","0"
"411330","468","212","100000 - 200000","100000","200000","111","0","155","0","0"
"1357610","500","180","50000 - 100000","50000","100000","231","0","363","0","1"
"1325890","522","157","100000 - 200000","100000","200000","113","0","149","0","2"
"814200","424","255","100000 - 200000","100000","200000","17","0","10","0","0"
"676430","592","87","50000 - 100000","50000","100000","42","0","66","0","0"
"2600600","516","163","20000 - 50000","20000","50000","1452","0","1796","0","7"
"1194740","657","22","20000 - 50000","20000","50000","0","0","0","0","0"
"1075200","573","106","0 - 20000","0","20000","193","0","179","0","1"
"724300","600","78","50000 - 100000","50000","100000","111","0","89","0","0"
"1184820","590","88","0 - 20000","0","20000","529","0","696","0","24"
"680380","508","170","50000 - 100000","50000","100000","271","0","306","0","2"
"802730","561","117","20000 - 50000","20000","50000","212","0","82","0","1"
"1170640","640","38","50000 - 100000","50000","100000","12","0","12","0","0"
"427700","631","47","20000 - 50000","20000","50000","192","124","227","124","3"
"2620240","541","137","100000 - 200000","100000","200000","354","0","541","0","10"
"2175540","529","148","0 - 20000","0","20000","3080","0","3134","0","267"
"1490130","444","233","100000 - 200000","100000","200000","190","0","165","0","0"
"1231590","588","89","100000 - 200000","100000","200000","0","0","0","0","0"
"1111450","616","61","20000 - 50000","20000","50000","133","0","138","0","0"
"1140610","587","90","20000 - 50000","20000","50000","61","0","80","0","0"
"2004640","604","73","50000 - 100000","50000","100000","530","199","530","199","7"
"423810","433","243","100000 - 200000","100000","200000","135","0","69","0","0"
"737520","576","100","20000 - 50000","20000","50000","207","0","404","0","3"
"1188540","523","153","50000 - 100000","50000","100000","432","0","153","0","2"
"691320","539","137","50000 - 100000","50000","100000","181","0","297","0","1"
"498330","627","49","20000 - 50000","20000","50000","111","0","124","0","1"
"350110","371","304","100000 - 200000","100000","200000","890","0","1108","0","11"
"328590","488","187","50000 - 100000","50000","100000","145","0","123","0","0"
"671720","597","78","100000 - 200000","100000","200000","18","0","21","0","0"
"458750","621","54","100000 - 200000","100000","200000","150","0","150","0","433"
"2750000","589","86","100000 - 200000","100000","200000","687","0","840","0","40"
"1506620","367","307","50000 - 100000","50000","100000","136","0","149","0","0"
"3319980","536","138","0 - 20000","0","20000","2500","0","4301","0","117"
"1644500","511","162","0 - 20000","0","20000","515","0","748","0","3"
"319540","296","377","50000 - 100000","50000","100000","282","0","549","0","0"
"1211360","513","160","50000 - 100000","50000","100000","91","0","75","0","0"
"1397010","601","71","50000 - 100000","50000","100000","0","0","0","0","1"
"1114130","629","43","50000 - 100000","50000","100000","49","0","85","0","2"
"983350","532","140","100000 - 200000","100000","200000","198","0","141","0","1"
"1950570","646","25","0 - 20000","0","20000","34","0","45","0","2"
"1504150","595","76","0 - 20000","0","20000","397","0","398","0","6"
"1175880","371","300","20000 - 50000","20000","50000","167","0","167","0","0"
"1524630","434","237","20000 - 50000","20000","50000","52","0","44","0","3"
"642560","613","58","20000 - 50000","20000","50000","200","0","143","0","0"
"2950340","548","123","20000 - 50000","20000","50000","353","91","247","91","92"
"1031920","580","91","20000 - 50000","20000","50000","268","0","522","0","1"
"657630","549","122","20000 - 50000","20000","50000","23","0","20","0","1"
"1325310","496","175","50000 - 100000","50000","100000","583","0","595","0","1"
"899390","444","227","20000 - 50000","20000","50000","142","0","125","0","0"
"450220","631","39","50000 - 100000","50000","100000","35","0","32","0","0"
"521570","611","59","100000 - 200000","100000","200000","531","0","69","0","0"
"965310","510","160","50000 - 100000","50000","100000","281","0","456","0","32"
"1494190","628","42","20000 - 50000","20000","50000","189436","0","189451","0","0"
"610810","443","227","50000 - 100000","50000","100000","185","0","201","0","1"
"600140","577","93","100000 - 200000","100000","200000","42","0","46","0","1"
"265000","556","113","50000 - 100000","50000","100000","340","0","235","0","0"
"880580","603","66","20000 - 50000","20000","50000","331","0","269","0","5"
"790540","251","418","20000 - 50000","20000","50000","167","0","176","0","0"
"1318940","568","101","100000 - 200000","100000","200000","0","0","0","0","0"
"1798780","634","35","50000 - 100000","50000","100000","186","0","253","0","0"
"871200","561","108","20000 - 50000","20000","50000","127","0","106","0","0"
"2398170","544","124","50000 - 100000","50000","100000","246","0","442","0","8"
"466660","441","227","200000 - 500000","200000","500000","587","0","755","0","1"
"1755100","644","24","0 - 20000","0","20000","119","0","148","0","4"
"3009850","584","84","0 - 20000","0","20000","252","0","307","0","10"
"2285630","514","153","50000 - 100000","50000","100000","227","0","370","0","11"
"589760","543","124","100000 - 200000","100000","200000","1","0","1","0","2"
"516480","652","15","20000 - 50000","20000","50000","313","0","313","0","0"
"1328990","621","45","50000 - 100000","50000","100000","558","0","808","0","2"
"458730","533","133","100000 - 200000","100000","200000","291","0","205","0","2"
"2243710","636","30","0 - 20000","0","20000","186","0","273","0","24"
"1086850","625","41","0 - 20000","0","20000","61","0","88","0","1"
"3054610","555","111","20000 - 50000","20000","50000","577","0","732","0","20"
"629090","535","130","50000 - 100000","50000","100000","309","0","228","0","1"
"510490","540","125","100000 - 200000","100000","200000","307","0","413","0","1"
"2477010","401","264","20000 - 50000","20000","50000","272","0","328","0","53"
"2882440","659","6","20000 - 50000","20000","50000","357","0","357","0","1"
"3580580","651","14","20000 - 50000","20000","50000","238","0","266","0","74"
"1895890","607","58","0 - 20000","0","20000","75","0","90","0","1"
"630720","523","141","50000 - 100000","50000","100000","272","0","311","0","0"
"525780","570","94","100000 - 200000","100000","200000","20","0","21","0","0"
"2450450","535","129","20000 - 50000","20000","50000","1258","0","1258","0","5"
"1921560","556","108","50000 - 100000","50000","100000","3436","0","3436","0","0"
"400800","499","165","50000 - 100000","50000","100000","976","0","1749","0","3"
"987900","592","72","50000 - 100000","50000","100000","0","0","0","0","1"
"2051120","495","169","0 - 20000","0","20000","322","145","345","145","14"
"840210","415","249","50000 - 100000","50000","100000","442","0","496","0","2"
"1363900","260","404","50000 - 100000","50000","100000","796","24","1331","24","1"
"1959390","647","16","20000 - 50000","20000","50000","0","0","0","0","3"
"2439710","520","143","50000 - 100000","50000","100000","385","0","280","0","0"
"1607200","589","74","0 - 20000","0","20000","1072","0","1520","0","3"
"3126150","501","162","20000 - 50000","20000","50000","274","0","320","0","50"
"2788040","327","336","20000 - 50000","20000","50000","82","0","109","0","12"
"2536530","608","55","20000 - 50000","20000","50000","43","0","43","0","0"
"836450","617","46","50000 - 100000","50000","100000","129","0","216","0","3"
"640120","576","86","100000 - 200000","100000","200000","74","0","53","0","1"
"694130","415","247","200000 - 500000","200000","500000","83","0","90","0","56"
"598780","423","239","0 - 20000","0","20000","66","0","95","0","5"
"2116060","468","194","0 - 20000","0","20000","783","179","640","179","33"
"569800","528","134","100000 - 200000","100000","200000","378","0","367","0","3"
"628060","546","116","20000 - 50000","20000","50000","317","0","346","0","82"
"466810","630","32","20000 - 50000","20000","50000","1260","0","1260","0","0"
"1834920","642","20","20000 - 50000","20000","50000","0","0","0","0","5"
"654260","561","100","20000 - 50000","20000","50000","868","0","909","0","1"
"673450","472","189","50000 - 100000","50000","100000","13","0","14","0","1"
"1206480","463","197","50000 - 100000","50000","100000","201","0","273","0","3"
"490450","458","202","100000 - 200000","100000","200000","233","0","65","0","0"
"1061010","288","372","20000 - 50000","20000","50000","3","0","3","0","0"
"1714590","616","44","50000 - 100000","50000","100000","125","0","122","0","1"
"739540","483","177","200000 - 500000","200000","500000","138","0","165","0","0"
"569530","567","93","20000 - 50000","20000","50000","399","0","375","0","0"
"1783280","536","124","50000 - 100000","50000","100000","271","6","451","6","8"
"3087650","647","13","0 - 20000","0","20000","191","0","229","0","9"
"527280","457","202","100000 - 200000","100000","200000","1276","218","1220","218","2"
"2739830","487","172","50000 - 100000","50000","100000","391","0","419","0","20"
"337360","398","261","100000 - 200000","100000","200000","171","0","10","0","3"
"531930","509","150","50000 - 100000","50000","100000","24","0","33","0","9"
"717560","497","162","100000 - 200000","100000","200000","152","0","213","0","0"
"1304340","429","230","0 - 20000","0","20000","271","0","277","0","2"
"1183260","597","62","0 - 20000","0","20000","458","0","712","0","3"
"471810","587","71","100000 - 200000","100000","200000","146","0","144","0","4"
"303290","546","112","20000 - 50000","20000","50000","1","0","1","0","2"
"3147430","588","70","20000 - 50000","20000","50000","761","0","1214","0","72"
"426690","643","15","20000 - 50000","20000","50000","483","0","634","0","2"
"3173890","494","164","20000 - 50000","20000","50000","232","0","255","0","1"
"773580","562","96","50000 - 100000","50000","100000","316","0","258","0","0"
"2405060","572","86","100000 - 200000","100000","200000","571","28","678","28","58"
"1345860","589","68","50000 - 100000","50000","100000","383","27","695","27","2"
"623840","497","160","50000 - 100000","50000","100000","64","0","65","0","0"
"1494460","574","83","100000 - 200000","100000","200000","0","0","0","0","76"
"2790330","628","29","20000 - 50000","20000","50000","198","110","203","110","12"
"896590","516","141","200000 - 500000","200000","500000","2559","0","3059","0","1"
"1094530","633","24","0 - 20000","0","20000","1691","982","2722","982","2"
"543140","542","114","20000 - 50000","20000","50000","183","0","137","0","2"
"861050","285","371","100000 - 200000","100000","200000","0","0","0","0","1"
"661290","502","154","20000 - 50000","20000","50000","0","0","0","0","0"
"1449750","442","214","100000 - 200000","100000","200000","348","0","641","0","7"
"2727650","570","85","20000 - 50000","20000","50000","226","0","360","0","7"
"730830","372","283","20000 - 50000","20000","50000","554","0","594","0","8"
"2331130","603","52","20000 - 50000","20000","50000","398","0","577","0","17"
"2517200","586","68","20000 - 50000","20000","50000","399","0","435","0","6"
"2020860","616","38","20000 - 50000","20000","50000","58","0","79","0","8"
"2700780","538","116","20000 - 50000","20000","50000","0","0","0","0","2"
"489220","422","232","20000 - 50000","20000","50000","266","0","272","0","1"
"1736400","436","217","20000 - 50000","20000","50000","1176","0","1145","0","2"
"1918450","548","105","20000 - 50000","20000","50000","166","0","274","0","2"
"912570","505","148","0 - 20000","0","20000","335","0","377","0","1"
"2530980","577","75","50000 - 100000","50000","100000","1078","0","1022","0","59"
"1421490","609","43","20000 - 50000","20000","50000","44","6","62","6","5"
"2521600","591","61","0 - 20000","0","20000","1263","0","1394","0","20"
"1264520","636","16","20000 - 50000","20000","50000","59","0","59","0","0"
"3171460","629","23","0 - 20000","0","20000","0","0","0","0","5"
"1070020","605","47","0 - 20000","0","20000","230","0","290","0","1"
"1931010","562","90","20000 - 50000","20000","50000","123","0","159","0","18"
"254370","317","334","50000 - 100000","50000","100000","140","0","191","0","2"
"760640","618","33","20000 - 50000","20000","50000","3580","52","3580","52","85"
"1768470","627","24","20000 - 50000","20000","50000","153","0","289","0","1"
"1230800","598","53","20000 - 50000","20000","50000","183","0","342","0","12"
"892860","492","159","20000 - 50000","20000","50000","285","0","164","0","1"
"2268470","626","24","20000 - 50000","20000","50000","47","0","47","0","1"
"933860","512","138","0 - 20000","0","20000","85","0","91","0","2"
"1632490","610","40","20000 - 50000","20000","50000","56","25","66","25","3"
"557810","358","292","200000 - 500000","200000","500000","348","0","163","0","2"
"405500","309","341","100000 - 200000","100000","200000","27","0","17","0","0"
"1373090","466","184","50000 - 100000","50000","100000","418","0","418","0","48"
"1259430","613","36","0 - 20000","0","20000","0","0","0","0","0"
"1921900","631","18","20000 - 50000","20000","50000","0","0","0","0","0"
"854570","546","103","20000 - 50000","20000","50000","251","0","455","0","1"
"1082450","270","379","50000 - 100000","50000","100000","129","0","179","0","4"
"1056490","630","19","50000 - 100000","50000","100000","154","0","173","0","2"
"2144640","456","193","20000 - 50000","20000","50000","1269","45","1896","45","30"
"1726120","481","168","100000 - 200000","100000","200000","174","0","128","0","4"
"1734680","588","60","50000 - 100000","50000","100000","432","0","432","0","2"
"1363740","555","93","0 - 20000","0","20000","76","0","76","0","16"
"819020","502","146","20000 - 50000","20000","50000","237","0","253","0","2"
"754050","544","103","100000 - 200000","100000","200000","0","0","0","0","0"
"2216360","534","113","50000 - 100000","50000","100000","68","0","65","0","0"
"2331070","580","67","0 - 20000","0","20000","73","0","73","0","4"
"1721170","596","51","50000 - 100000","50000","100000","167","0","192","0","3"
"2845630","537","110","50000 - 100000","50000","100000","524","0","529","0","10"
"369530","524","123","50000 - 100000","50000","100000","267","0","247","0","4"
"1588870","279","367","100000 - 200000","100000","200000","40","0","73","0","0"
"909820","581","65","20000 - 50000","20000","50000","204","0","232","0","0"
"493720","508","138","200000 - 500000","200000","500000","52","0","85","0","2"
"1787480","411","235","20000 - 50000","20000","50000","95","0","114","0","2"
"409870","551","95","100000 - 200000","100000","200000","1352","0","1506","0","4"
"1724770","556","90","20000 - 50000","20000","50000","218","0","237","0","7"
"1743830","503","143","50000 - 100000","50000","100000","267","0","230","0","4"
"1100150","629","17","50000 - 100000","50000","100000","65","0","65","0","11"
"1450120","557","88","50000 - 100000","50000","100000","1465","0","1461","0","5"
"1960590","587","58","50000 - 100000","50000","100000","65","0","65","0","2"
"1490060","614","31","20000 - 50000","20000","50000","65","0","94","0","2"
"1243960","584","61","50000 - 100000","50000","100000","142","58","134","58","8"
"656970","584","61","0 - 20000","0","20000","209","0","221","0","0"
"1611300","503","142","50000 - 100000","50000","100000","135","0","100","0","1"
"1109130","624","20","0 - 20000","0","20000","36","0","36","0","0"
"2296550","572","72","20000 - 50000","20000","50000","91","0","118","0","21"
"889480","591","53","50000 - 100000","50000","100000","80","0","88","0","0"
"2928650","518","126","20000 - 50000","20000","50000","185","0","195","0","10"
"1012570","550","94","20000 - 50000","20000","50000","78","0","149","0","2"
"1200720","627","17","20000 - 50000","20000","50000","1846","0","2086","0","4"
"715310","426","217","200000 - 500000","200000","500000","97","19","63","19","16"
"758090","611","32","0 - 20000","0","20000","359","0","517","0","0"
"503770","541","102","200000 - 500000","200000","500000","152","0","118","0","19"
"1766390","552","91","20000 - 50000","20000","50000","283","0","242","0","1"
"363860","460","183","20000 - 50000","20000","50000","117","0","126","0","4"
"749250","476","167","100000 - 200000","100000","200000","181","0","244","0","0"
"707300","460","183","50000 - 100000","50000","100000","146","0","190","0","0"
"851110","331","312","50000 - 100000","50000","100000","7799","0","1378","0","13"
"438180","470","173","500000 - 1000000","500000","1000000","204","0","215","0","0"
"2865580","507","135","50000 - 100000","50000","100000","471","19","304","19","48"
"1168880","570","72","200000 - 500000","200000","500000","387","0","120","0","5"
"2264140","472","170","100000 - 200000","100000","200000","125","163","130","163","5"
"417750","481","161","100000 - 200000","100000","200000","259","0","371","0","0"
"2891310","605","37","20000 - 50000","20000","50000","575","0","584","0","17"
"457710","275","366","100000 - 200000","100000","200000","300","0","268","0","0"
"738550","349","292","20000 - 50000","20000","50000","636","30","744","30","4"
"1248060","296","345","20000 - 50000","20000","50000","941","0","1473","0","1"
"3430470","599","41","0 - 20000","0","20000","523","9","523","9","11"
"1290270","580","60","50000 - 100000","50000","100000","331","0","420","0","4"
"1038300","611","29","0 - 20000","0","20000","339","123","287","123","8"
"2862610","491","149","20000 - 50000","20000","50000","231","0","461","0","2"
"451880","463","177","500000 - 1000000","500000","1000000","234","0","217","0","0"
"980850","391","249","100000 - 200000","100000","200000","0","0","0","0","1"
"590590","563","77","50000 - 100000","50000","100000","158","0","153","0","1"
"585830","441","198","200000 - 500000","200000","500000","256","0","269","0","3"
"2095450","539","100","100000 - 200000","100000","200000","208","0","219","0","2"
"1389360","516","123","50000 - 100000","50000","100000","503","0","710","0","2"
"814740","225","414","50000 - 100000","50000","100000","0","0","0","0","0"
"382260","590","49","0 - 20000","0","20000","115","0","142","0","5"
"395850","556","83","20000 - 50000","20000","50000","2826","0","2826","0","0"
"1843310","432","207","20000 - 50000","20000","50000","278","0","278","0","5"
"851670","602","36","50000 - 100000","50000","100000","154","0","46","0","32"
"614630","486","152","100000 - 200000","100000","200000","667","0","735","0","7"
"733300","591","47","50000 - 100000","50000","100000","240","0","269","0","0"
"1618380","591","47","50000 - 100000","50000","100000","551","0","741","0","23"
"2214880","566","72","50000 - 100000","50000","100000","95","0","165","0","3"
"1412170","598","40","0 - 20000","0","20000","21","0","25","0","2"
"522040","582","56","50000 - 100000","50000","100000","56","0","34","0","0"
"862440","565","73","50000 - 100000","50000","100000","0","0","0","0","2"
"1460830","569","68","20000 - 50000","20000","50000","0","0","0","0","0"
"864680","489","148","50000 - 100000","50000","100000","195","0","184","0","1"
"1431230","560","77","50000 - 100000","50000","100000","66","0","73","0","3"
"3395140","604","33","20000 - 50000","20000","50000","130","0","135","0","258"
"1384700","557","80","20000 - 50000","20000","50000","14","0","16","0","3"
"1069360","510","127","50000 - 100000","50000","100000","0","0","0","0","0"
"218760","567","69","20000 - 50000","20000","50000","1724","0","1724","0","14"
"1420740","473","163","50000 - 100000","50000","100000","149","0","149","0","0"
"2304680","389","247","20000 - 50000","20000","50000","0","0","0","0","0"
"628200","519","116","100000 - 200000","100000","200000","184","0","95","0","2"
"1164000","560","75","20000 - 50000","20000","50000","670","0","810","0","0"
"883100","567","68","20000 - 50000","20000","50000","47","0","47","0","0"
"1573100","487","148","20000 - 50000","20000","50000","784","0","794","0","11"
"547340","514","121","20000 - 50000","20000","50000","227","0","189","0","0"
"581300","309","326","100000 - 200000","100000","200000","311","0","403","0","0"
"516510","448","186","200000 - 500000","200000","500000","89","0","51","0","1"
"1976950","490","144","100000 - 200000","100000","200000","610","0","347","0","2"
"606730","415","219","50000 - 100000","50000","100000","294","0","173","0","1"
"1608400","610","23","20000 - 50000","20000","50000","262","0","390","0","3"
"987400","559","74","20000 - 50000","20000","50000","93","0","89","0","4"
"689900","590","43","50000 - 100000","50000","100000","175","0","248","0","4"
"1814170","596","37","20000 - 50000","20000","50000","1179","0","1748","0","32"
"1422380","573","60","0 - 20000","0","20000","11","0","11","0","0"
"1155590","529","104","100000 - 200000","100000","200000","0","0","0","0","4"
"948630","545","87","20000 - 50000","20000","50000","72","0","57","0","1"
"643870","590","42","20000 - 50000","20000","50000","0","0","0","0","0"
"377140","341","291","20000 - 50000","20000","50000","0","0","0","0","0"
"1189290","568","64","50000 - 100000","50000","100000","419","0","595","0","9"
"871990","420","212","50000 - 100000","50000","100000","207","0","259","0","0"
"977230","593","39","20000 - 50000","20000","50000","129","0","179","0","0"
"534290","539","92","20000 - 50000","20000","50000","258","0","206","0","0"
"1591450","480","151","20000 - 50000","20000","50000","15","0","24","0","2"
"1397790","594","37","100000 - 200000","100000","200000","227","31","323","31","0"
"1232570","596","35","20000 - 50000","20000","50000","62","0","71","0","0"
"656600","452","179","100000 - 200000","100000","200000","208","0","271","0","0"
"753220","618","13","0 - 20000","0","20000","368","0","373","0","1"
"806950","388","243","50000 - 100000","50000","100000","1008","0","1199","0","5"
"1947070","546","84","100000 - 200000","100000","200000","143","0","218","0","0"
"1032590","575","55","20000 - 50000","20000","50000","213","0","264","0","0"
"1409530","590","40","100000 - 200000","100000","200000","286","0","312","0","0"
"888530","512","118","20000 - 50000","20000","50000","145","0","162","0","2"
"462990","574","56","20000 - 50000","20000","50000","499","0","669","0","2"
"1396890","594","35","100000 - 200000","100000","200000","0","0","0","0","0"
"702700","353","276","20000 - 50000","20000","50000","259","31","319","31","0"
"2407830","562","67","0 - 20000","0","20000","295","8","359","8","129"
"1147030","556","73","200000 - 500000","200000","500000","0","0","0","0","0"
"2078040","285","344","20000 - 50000","20000","50000","1879","0","1879","0","1"
"488280","560","69","20000 - 50000","20000","50000","205","0","242","0","0"
"616220","238","391","200000 - 500000","200000","500000","92","0","130","0","0"
"1044980","403","225","200000 - 500000","200000","500000","352","0","332","0","5"
"606710","590","38","100000 - 200000","100000","200000","569","0","761","0","3"
"1189100","549","79","20000 - 50000","20000","50000","493","0","519","0","24"
"1568970","588","40","0 - 20000","0","20000","523","0","523","0","1"
"1472250","439","189","50000 - 100000","50000","100000","0","0","0","0","0"
"2403290","533","95","0 - 20000","0","20000","0","0","0","0","2"
"1800940","575","53","50000 - 100000","50000","100000","188","0","212","0","25"
"2852980","525","103","50000 - 100000","50000","100000","209","0","239","0","89"
"716340","596","31","0 - 20000","0","20000","33888","0","33888","0","2"
"1026110","465","162","200000 - 500000","200000","500000","0","0","0","0","1"
"465780","492","135","0 - 20000","0","20000","143","0","80","0","1"
"1071140","450","177","50000 - 100000","50000","100000","591","0","817","0","5"
"1269300","447","180","50000 - 100000","50000","100000","360","0","293","0","8"
"1687550","595","31","0 - 20000","0","20000","24","0","24","0","1"
"720030","532","94","20000 - 50000","20000","50000","23","0","28","0","0"
"936160","579","46","50000 - 100000","50000","100000","995","383","1445","383","5"
"1173380","515","110","20000 - 50000","20000","50000","17","0","17","0","0"
"1192900","533","92","50000 - 100000","50000","100000","56","0","73","0","5"
"920190","530","95","50000 - 100000","50000","100000","0","0","0","0","0"
"1148490","492","133","20000 - 50000","20000","50000","691","0","1378","0","6"
"840390","349","275","20000 - 50000","20000","50000","194","0","270","0","2"
"1916310","485","139","0 - 20000","0","20000","177","0","225","0","0"
"748040","557","67","50000 - 100000","50000","100000","1357","0","1563","0","6"
"745850","583","41","50000 - 100000","50000","100000","266","0","336","0","0"
"1018130","534","90","50000 - 100000","50000","100000","0","0","0","0","1"
"1328530","566","58","50000 - 100000","50000","100000","197","0","337","0","2"
"1215180","354","269","20000 - 50000","20000","50000","439","0","729","0","0"
"1141100","549","74","20000 - 50000","20000","50000","231","0","333","0","2"
"474020","369","254","50000 - 100000","50000","100000","1668","0","3274","0","0"
"1638300","484","139","20000 - 50000","20000","50000","2222","181","4189","181","10"
"949060","570","52","100000 - 200000","100000","200000","102","0","124","0","0"
"1453850","493","129","20000 - 50000","20000","50000","8529","0","12197","0","39"
"1065260","551","71","20000 - 50000","20000","50000","269","64","390","64","2"
"434520","468","154","100000 - 200000","100000","200000","86","0","28","0","31"
"2510130","451","171","0 - 20000","0","20000","550","0","554","0","4"
"409850","483","138","20000 - 50000","20000","50000","177","0","236","0","7"
"2063610","475","146","50000 - 100000","50000","100000","2845","0","2845","0","81"
"453690","518","103","100000 - 200000","100000","200000","160","0","231","0","3"
"2766860","533","87","20000 - 50000","20000","50000","438","0","438","0","6"
"1555150","564","56","50000 - 100000","50000","100000","44","0","44","0","7"
"517160","499","121","50000 - 100000","50000","100000","56","0","51","0","15"
"1057430","497","123","200000 - 500000","200000","500000","0","0","0","0","0"
"409890","415","205","20000 - 50000","20000","50000","218","0","218","0","2"
"1093330","541","79","20000 - 50000","20000","50000","6","0","7","0","0"
"397150","422","198","20000 - 50000","20000","50000","23","0","23","0","0"
"1547670","482","138","50000 - 100000","50000","100000","137","0","162","0","5"
"975510","470","150","20000 - 50000","20000","50000","294","0","156","0","0"
"762840","431","188","100000 - 200000","100000","200000","97","0","111","0","4"
"452490","541","78","200000 - 500000","200000","500000","23","0","30","0","2"
"864160","457","162","50000 - 100000","50000","100000","168","0","285","0","0"
"552970","493","126","0 - 20000","0","20000","260","0","361","0","0"
"2381740","496","123","100000 - 200000","100000","200000","329","47","460","47","5"
"557040","489","130","50000 - 100000","50000","100000","484","0","515","0","0"
"1146510","608","11","20000 - 50000","20000","50000","79","0","84","0","0"
"1815440","390","229","50000 - 100000","50000","100000","45","0","62","0","2"
"2414270","579","40","20000 - 50000","20000","50000","726","233","585","233","137"
"1174390","569","49","20000 - 50000","20000","50000","119","0","144","0","0"
"2115390","532","86","20000 - 50000","20000","50000","189","0","235","0","42"
"1585020","435","183","20000 - 50000","20000","50000","1217","0","2056","0","1"
"326840","500","118","50000 - 100000","50000","100000","181","0","151","0","1"
"1944250","593","24","20000 - 50000","20000","50000","444","0","444","0","8"
"2008980","597","20","20000 - 50000","20000","50000","210","0","210","0","4"
"2248180","536","81","20000 - 50000","20000","50000","365","0","539","0","20"
"865830","534","83","0 - 20000","0","20000","6","0","6","0","3"
"1480120","575","42","0 - 20000","0","20000","242","0","346","0","0"
"948900","568","48","20000 - 50000","20000","50000","150","0","122","0","2"
"586110","323","293","100000 - 200000","100000","200000","0","0","0","0","2"
"2481020","594","22","20000 - 50000","20000","50000","469","0","469","0","25"
"643810","521","94","50000 - 100000","50000","100000","113","0","171","0","1"
"1732750","571","44","100000 - 200000","100000","200000","251","0","314","0","1"
"512300","509","106","50000 - 100000","50000","100000","200","0","173","0","0"
"470740","488","127","100000 - 200000","100000","200000","238","0","119","0","0"
"1732920","423","192","0 - 20000","0","20000","73","0","107","0","2"
"527290","510","105","20000 - 50000","20000","50000","626","0","633","0","0"
"1037190","595","20","20000 - 50000","20000","50000","30","0","35","0","0"
"438420","426","188","200000 - 500000","200000","500000","85","0","85","0","0"
"2717260","522","92","0 - 20000","0","20000","75","0","88","0","0"
"510630","402","212","200000 - 500000","200000","500000","130","0","87","0","0"
"1945760","496","118","50000 - 100000","50000","100000","0","0","0","0","1"
"2229560","546","68","50000 - 100000","50000","100000","127","0","159","0","23"
"442810","360","254","200000 - 500000","200000","500000","851","0","272","0","0"
"2294450","559","55","500000 - 1000000","500000","1000000","576","0","679","0","19"
"1348700","594","20","0 - 20000","0","20000","263","1","263","1","0"
"1334000","521","93","100000 - 200000","100000","200000","258","0","334","0","13"
"1766010","585","29","50000 - 100000","50000","100000","151","0","274","0","1"
"575490","322","292","200000 - 500000","200000","500000","233","0","238","0","1"
"2389040","544","70","20000 - 50000","20000","50000","844","0","869","0","52"
"1485690","447","166","50000 - 100000","50000","100000","569","0","774","0","10"
"943140","480","133","0 - 20000","0","20000","164","0","193","0","0"
"1406780","528","85","0 - 20000","0","20000","73","0","103","0","1"
"1369470","464","149","100000 - 200000","100000","200000","0","0","0","0","100"
"650670","424","188","20000 - 50000","20000","50000","1897","0","1897","0","1"
"2608040","601","11","20000 - 50000","20000","50000","75","0","118","0","0"
"427760","509","103","50000 - 100000","50000","100000","165","0","170","0","0"
"1863430","375","237","20000 - 50000","20000","50000","170","0","170","0","16"
"2113540","586","26","50000 - 100000","50000","100000","1826","0","2200","0","6"
"2059670","608","4","50000 - 100000","50000","100000","258","0","325","0","2"
"368640","424","188","50000 - 100000","50000","100000","259","0","315","0","0"
"1545990","606","5","20000 - 50000","20000","50000","90","0","110","0","1"
"1629200","422","189","100000 - 200000","100000","200000","223","0","223","0","2"
"486650","492","119","20000 - 50000","20000","50000","6","0","10","0","0"
"2431100","566","45","20000 - 50000","20000","50000","88","62","103","62","0"
"1305720","536","75","100000 - 200000","100000","200000","99","0","109","0","0"
"1781260","593","18","0 - 20000","0","20000","402","0","798","0","4"
"644540","534","77","100000 - 200000","100000","200000","375","0","486","0","10"
