"app_id","supported_languages"
"1601580","German"
"1601580","English"
"1601580","French"
"1601580","Portuguese - Brazil"
"1601580","Traditional Chinese"
"1601580","Ukrainian"
"1601580","Korean"
"1601580","Spanish - Spain"
"1601580","Polish"
"1601580","Simplified Chinese"
"1601580","Japanese"
"1601580","Turkish"
"1601580","Russian"
"1601580","Italian"
"274520","German"
"274520","English"
"274520","French"
"274520","Portuguese - Brazil"
"274520","Hungarian"
"274520","Spanish - Spain"
"274520","Polish"
"274520","Simplified Chinese"
"274520","Turkish"
"274520","Russian"
"274520","Italian"
"1284210","German"
"1284210","English"
"1284210","Spanish - Spain"
"1284210","French"
"1433140","German"
"1433140","English"
"1433140","French"
"1433140","Portuguese - Brazil"
"1433140","Spanish - Spain"
"1433140","Simplified Chinese"
"1433140","Japanese"
"1433140","Russian"
"1433140","Italian"
"1940340","Czech"
"1940340","German"
"1940340","English"
"1940340","French"
"1940340","Portuguese - Brazil"
"1940340","Ukrainian"
"1940340","Traditional Chinese"
"1940340","Korean"
"1940340","Spanish - Spain"
"1940340","Polish"
"1940340","Simplified Chinese"
"1940340","Japanese"
"1940340","Spanish - Latin America"
"1940340","Russian"
"1940340","Italian"
"1569040","German"
"1569040","English"
"1569040","French"
"1569040","Traditional Chinese"
"1569040","Korean"
"1569040","Danish"
"1569040","Spanish - Spain"
"1569040","Dutch"
"1569040","Norwegian"
"1569040","Swedish"
"1569040","Polish"
"1569040","Greek"
"1569040","Simplified Chinese"
"1569040","Turkish"
"1569040","Russian"
"1569040","Italian"
"1569040","Portuguese - Portugal"
"1127500","German"
"1127500","English"
"1127500","French"
"1127500","Portuguese - Brazil"
"1127500","Traditional Chinese"
"1127500","Korean"
"1127500","Dutch"
"1127500","Spanish - Spain"
"1127500","Turkish"
"1127500","Simplified Chinese"
"1127500","Japanese"
"1127500","Arabic"
"1127500","Russian"
"1127500","Italian"
"2080690","German"
"2080690","English"
"2080690","French"
"2080690","Korean"
"2080690","Spanish - Spain"
"2080690","Japanese"
"2080690","Simplified Chinese"
"2080690","Russian"
"2080690","Turkish"
"1466640","German"
"1466640","English"
"1466640","French"
"1466640","Portuguese - Brazil"
"1466640","Traditional Chinese"
"1466640","Spanish - Spain"
"1466640","Polish"
"1466640","Simplified Chinese"
"1466640","Japanese"
"1466640","Russian"
"1466640","Italian"
"332950","German"
"332950","English"
"332950","French"
"332950","Traditional Chinese"
"332950","Korean"
"332950","Spanish - Spain"
"332950","Polish"
"332950","Japanese"
"332950","Simplified Chinese"
"332950","Russian"
"332950","Italian"
"332950","Portuguese - Portugal"
"774181","English"
"774181","German"
"774181","French"
"774181","Portuguese - Brazil"
"774181","Traditional Chinese"
"774181","Korean"
"774181","Polish"
"774181","Japanese"
"774181","Simplified Chinese"
"774181","Spanish - Latin America"
"527430","German"
"527430","English"
"527430","French"
"527430","Portuguese - Brazil"
"527430","Korean"
"527430","Hungarian"
"527430","Spanish - Spain"
"527430","Polish"
"527430","Japanese"
"527430","Simplified Chinese"
"527430","Russian"
"2138710","Czech"
"2138710","German"
"2138710","English"
"2138710","French"
"2138710","Portuguese - Brazil"
"2138710","Traditional Chinese"
"2138710","Korean"
"2138710","Spanish - Spain"
"2138710","Polish"
"2138710","Simplified Chinese"
"2138710","Japanese"
"2138710","Turkish"
"2138710","Russian"
"2138710","Italian"
"412830","Traditional Chinese"
"412830","Japanese"
"412830","English"
"412830","Simplified Chinese"
"1291340","German"
"1291340","Portuguese - Brazil"
"1291340","Spanish - Spain"
"1291340","Norwegian"
"1291340","Russian"
"1291340","Dutch"
"1291340","Italian"
"1291340","Turkish"
"1291340","English"
"1291340","Traditional Chinese"
"1291340","Ukrainian"
"1291340","Spanish - Latin America"
"1291340","Danish"
"1291340","Hungarian"
"1291340","Japanese"
"1291340","Romanian"
"1291340","Czech"
"1291340","Finnish"
"1291340","French"
"1291340","Korean"
"1291340","Swedish"
"1291340","Polish"
"1291340","Greek"
"1291340","Simplified Chinese"
"1291340","Portuguese - Portugal"
"2000950","German"
"2000950","English"
"2000950","French"
"2000950","Portuguese - Brazil"
"2000950","Traditional Chinese"
"2000950","Korean"
"2000950","Spanish - Spain"
"2000950","Polish"
"2000950","Japanese"
"2000950","Arabic"
"2000950","Spanish - Latin America"
"2000950","Russian"
"2000950","Italian"
"330020","German"
"330020","English"
"330020","French"
"330020","Portuguese - Brazil"
"330020","Traditional Chinese"
"330020","Korean"
"330020","Spanish - Spain"
"330020","Persian"
"330020","Polish"
"330020","Japanese"
"330020","Simplified Chinese"
"330020","Russian"
"330020","Turkish"
"719040","German"
"719040","English"
"719040","French"
"719040","Portuguese - Brazil"
"719040","Spanish - Spain"
"719040","Polish"
"719040","Russian"
"719040","Italian"
"1230140","Traditional Chinese"
"1230140","Simplified Chinese"
"1230140","Japanese"
"1230140","English"
"509980","German"
"509980","English"
"509980","French"
"509980","Ukrainian"
"509980","Korean"
"509980","Spanish - Spain"
"509980","Turkish"
"509980","Polish"
"509980","Japanese"
"509980","Simplified Chinese"
"509980","Arabic"
"509980","Russian"
"509980","Italian"
"509980","Portuguese - Portugal"
"2456740","German"
"2456740","English"
"2456740","French"
"2456740","Portuguese - Brazil"
"2456740","Traditional Chinese"
"2456740","Korean"
"2456740","Spanish - Spain"
"2456740","Polish"
"2456740","Simplified Chinese"
"2456740","Japanese"
"2456740","Russian"
"2456740","Italian"
"2456740","Portuguese - Portugal"
"1401590","German"
"1401590","English"
"1401590","French"
"1401590","Spanish - Spain"
"1401590","Simplified Chinese"
"1401590","Japanese"
"1401590","Italian"
"1388770","English"
"813230","German"
"813230","English"
"813230","French"
"813230","Portuguese - Brazil"
"813230","Ukrainian"
"813230","Korean"
"813230","Spanish - Spain"
"813230","Japanese"
"813230","Simplified Chinese"
"813230","Russian"
"813230","Italian"
"991780","Traditional Chinese"
"991780","Simplified Chinese"
"2384580","German"
"2384580","English"
"2384580","French"
"2384580","Traditional Chinese"
"2384580","Korean"
"2384580","Spanish - Spain"
"2384580","Japanese"
"2384580","Simplified Chinese"
"2384580","Arabic"
"2384580","Italian"
"1789480","German"
"1789480","English"
"1789480","French"
"1789480","Portuguese - Brazil"
"1789480","Traditional Chinese"
"1789480","Korean"
"1789480","Spanish - Spain"
"1789480","Polish"
"1789480","Japanese"
"1789480","Simplified Chinese"
"1789480","Turkish"
"1789480","Russian"
"1789480","Italian"
"283640","German"
"283640","English"
"283640","French"
"283640","Portuguese - Brazil"
"283640","Traditional Chinese"
"283640","Korean"
"283640","Spanish - Spain"
"283640","Polish"
"283640","Simplified Chinese"
"283640","Japanese"
"283640","Turkish"
"283640","Russian"
"283640","Italian"
"394690","English"
"1182900","Czech"
"1182900","German"
"1182900","English"
"1182900","French"
"1182900","Portuguese - Brazil"
"1182900","Traditional Chinese"
"1182900","Ukrainian"
"1182900","Korean"
"1182900","Spanish - Spain"
"1182900","Polish"
"1182900","Japanese"
"1182900","Simplified Chinese"
"1182900","Arabic"
"1182900","Spanish - Latin America"
"1182900","Russian"
"1182900","Italian"
"2239150","Czech"
"2239150","Italian"
"2239150","German"
"2239150","English"
"2239150","French"
"2239150","Portuguese - Brazil"
"2239150","Ukrainian"
"2239150","Korean"
"2239150","Spanish - Spain"
"2239150","Polish"
"2239150","Simplified Chinese"
"2239150","Japanese"
"2239150","Russian"
"2239150","Turkish"
"445980","English"
"445980","German"
"445980","French"
"445980","Korean"
"445980","Simplified Chinese"
"445980","Japanese"
"445980","Spanish - Latin America"
"445980","Russian"
"996580","German"
"996580","English"
"996580","French"
"996580","Finnish"
"996580","Portuguese - Brazil"
"996580","Danish"
"996580","Spanish - Spain"
"996580","Dutch"
"996580","Norwegian"
"996580","Swedish"
"996580","Polish"
"996580","Arabic"
"996580","Spanish - Latin America"
"996580","Italian"
"1458140","Italian"
"1458140","German"
"1458140","English"
"1458140","French"
"1458140","Portuguese - Brazil"
"1458140","Traditional Chinese"
"1458140","Ukrainian"
"1458140","Korean"
"1458140","Spanish - Spain"
"1458140","Polish"
"1458140","Simplified Chinese"
"1458140","Japanese"
"1458140","Russian"
"1458140","Turkish"
"418530","German"
"418530","English"
"418530","French"
"418530","Portuguese - Brazil"
"418530","Traditional Chinese"
"418530","Catalan"
"418530","Korean"
"418530","Spanish - Spain"
"418530","Simplified Chinese"
"418530","Japanese"
"418530","Spanish - Latin America"
"418530","Russian"
"418530","Italian"
"756800","German"
"756800","English"
"756800","French"
"756800","Portuguese - Brazil"
"756800","Thai"
"756800","Traditional Chinese"
"756800","Korean"
"756800","Dutch"
"756800","Spanish - Spain"
"756800","Ukrainian"
"756800","Polish"
"756800","Japanese"
"756800","Simplified Chinese"
"756800","Turkish"
"756800","Spanish - Latin America"
"756800","Russian"
"756800","Italian"
"756800","Portuguese - Portugal"
"1161580","German"
"1161580","English"
"1161580","French"
"1161580","Portuguese - Brazil"
"1161580","Traditional Chinese"
"1161580","Spanish - Spain"
"1161580","Simplified Chinese"
"1161580","Russian"
"1161580","Italian"
"1096530","German"
"1096530","English"
"1096530","French"
"1096530","Portuguese - Brazil"
"1096530","Simplified Chinese"
"1096530","Russian"
"1307550","Traditional Chinese"
"1307550","Japanese"
"1307550","English"
"1307550","Simplified Chinese"
"2334730","English"
"372000","German"
"372000","English"
"372000","Portuguese - Brazil"
"372000","Thai"
"372000","Simplified Chinese"
"372000","Russian"
"372000","Portuguese - Portugal"
"590380","German"
"590380","English"
"590380","French"
"590380","Portuguese - Brazil"
"590380","Thai"
"590380","Traditional Chinese"
"590380","Korean"
"590380","Spanish - Spain"
"590380","Swedish"
"590380","Turkish"
"590380","Polish"
"590380","Simplified Chinese"
"590380","Japanese"
"590380","Arabic"
"590380","Spanish - Latin America"
"590380","Russian"
"590380","Italian"
"2909400","German"
"2909400","English"
"2909400","French"
"2909400","Portuguese - Brazil"
"2909400","Traditional Chinese"
"2909400","Korean"
"2909400","Spanish - Spain"
"2909400","Simplified Chinese"
"2909400","Japanese"
"2909400","Spanish - Latin America"
"2909400","Italian"
"690830","Czech"
"690830","German"
"690830","English"
"690830","French"
"690830","Portuguese - Brazil"
"690830","Vietnamese"
"690830","Thai"
"690830","Korean"
"690830","Ukrainian"
"690830","Spanish - Spain"
"690830","Swedish"
"690830","Polish"
"690830","Japanese"
"690830","Simplified Chinese"
"690830","Turkish"
"690830","Russian"
"690830","Italian"
"606880","German"
"606880","English"
"606880","French"
"606880","Portuguese - Brazil"
"606880","Spanish - Spain"
"606880","Polish"
"606880","Simplified Chinese"
"606880","Russian"
"606880","Italian"
"359870","German"
"359870","English"
"359870","French"
"359870","Traditional Chinese"
"359870","Korean"
"359870","Spanish - Spain"
"359870","Japanese"
"359870","Italian"
"1089090","German"
"1089090","English"
"1089090","French"
"1089090","Portuguese - Brazil"
"1089090","Thai"
"1089090","Traditional Chinese"
"1089090","Korean"
"1089090","Spanish - Spain"
"1089090","Polish"
"1089090","Simplified Chinese"
"1089090","Russian"
"1089090","Italian"
"2142790","English"
"1241510","English"
"425580","German"
"425580","English"
"425580","French"
"425580","Portuguese - Brazil"
"425580","Spanish - Spain"
"425580","Italian"
"760060","German"
"760060","English"
"760060","French"
"760060","Portuguese - Brazil"
"760060","Korean"
"760060","Spanish - Spain"
"760060","Polish"
"760060","Simplified Chinese"
"760060","Japanese"
"760060","Russian"
"760060","Italian"
"2072450","German"
"2072450","English"
"2072450","French"
"2072450","Portuguese - Brazil"
"2072450","Traditional Chinese"
"2072450","Korean"
"2072450","Spanish - Spain"
"2072450","Simplified Chinese"
"2072450","Japanese"
"2072450","Russian"
"2072450","Italian"
"476620","German"
"476620","English"
"476620","French"
"476620","Portuguese - Brazil"
"476620","Traditional Chinese"
"476620","Korean"
"476620","Spanish - Spain"
"476620","Polish"
"476620","Simplified Chinese"
"476620","Japanese"
"476620","Russian"
"476620","Italian"
"606150","German"
"606150","English"
"606150","French"
"606150","Portuguese - Brazil"
"606150","Traditional Chinese"
"606150","Korean"
"606150","Spanish - Spain"
"606150","Polish"
"606150","Japanese"
"606150","Simplified Chinese"
"606150","Turkish"
"606150","Russian"
"606150","Italian"
"567640","English"
"567640","French"
"567640","Traditional Chinese"
"567640","Simplified Chinese"
"567640","Japanese"
"2198150","German"
"2198150","English"
"2198150","French"
"2198150","Portuguese - Brazil"
"2198150","Ukrainian"
"2198150","Korean"
"2198150","Spanish - Spain"
"2198150","Norwegian"
"2198150","Swedish"
"2198150","Polish"
"2198150","Simplified Chinese"
"2198150","Japanese"
"2198150","Turkish"
"2198150","Russian"
"2198150","Italian"
"1985810","German"
"1985810","English"
"1985810","French"
"1985810","Portuguese - Brazil"
"1985810","Traditional Chinese"
"1985810","Korean"
"1985810","Spanish - Spain"
"1985810","Polish"
"1985810","Japanese"
"1985810","Arabic"
"1985810","Spanish - Latin America"
"1985810","Russian"
"1985810","Italian"
"960910","German"
"960910","English"
"960910","French"
"960910","Finnish"
"960910","Traditional Chinese"
"960910","Korean"
"960910","Danish"
"960910","Spanish - Spain"
"960910","Dutch"
"960910","Norwegian"
"960910","Swedish"
"960910","Polish"
"960910","Simplified Chinese"
"960910","Japanese"
"960910","Russian"
"960910","Italian"
"960910","Portuguese - Portugal"
"1904540","German"
"1904540","English"
"1904540","French"
"1904540","Korean"
"1904540","Danish"
"1904540","Spanish - Spain"
"1904540","Dutch"
"1904540","Norwegian"
"1904540","Swedish"
"1904540","Polish"
"1904540","Greek"
"1904540","Simplified Chinese"
"1904540","Turkish"
"1904540","Russian"
"1904540","Italian"
"1904540","Portuguese - Portugal"
"521890","German"
"521890","Portuguese - Brazil"
"521890","Spanish - Spain"
"521890","Norwegian"
"521890","Arabic"
"521890","Russian"
"521890","Dutch"
"521890","Italian"
"521890","Turkish"
"521890","English"
"521890","Traditional Chinese"
"521890","Danish"
"521890","Hungarian"
"521890","Japanese"
"521890","Czech"
"521890","Finnish"
"521890","French"
"521890","Korean"
"521890","Swedish"
"521890","Polish"
"521890","Greek"
"521890","Simplified Chinese"
"521890","Portuguese - Portugal"
"1421250","Italian"
"1421250","English"
"1421250","Japanese"
"1421250","Simplified Chinese"
"1421250","Russian"
"1421250","Turkish"
"1222690","German"
"1222690","English"
"1222690","French"
"1222690","Portuguese - Brazil"
"1222690","Spanish - Spain"
"1222690","Polish"
"1222690","Japanese"
"1222690","Russian"
"1222690","Italian"
"2290180","German"
"2290180","English"
"2290180","French"
"2290180","Traditional Chinese"
"2290180","Korean"
"2290180","Spanish - Spain"
"2290180","Japanese"
"2290180","Simplified Chinese"
"2290180","Italian"
"1044720","Czech"
"1044720","German"
"1044720","English"
"1044720","French"
"1044720","Portuguese - Brazil"
"1044720","Traditional Chinese"
"1044720","Ukrainian"
"1044720","Korean"
"1044720","Spanish - Spain"
"1044720","Swedish"
"1044720","Polish"
"1044720","Japanese"
"1044720","Simplified Chinese"
"1044720","Russian"
"1044720","Italian"
"962730","German"
"962730","English"
"962730","French"
"962730","Portuguese - Brazil"
"962730","Spanish - Spain"
"962730","Italian"
"962730","Portuguese - Portugal"
"597820","German"
"597820","English"
"597820","French"
"597820","Portuguese - Brazil"
"597820","Korean"
"597820","Indonesian"
"597820","Spanish - Spain"
"597820","Polish"
"597820","Simplified Chinese"
"597820","Hindi"
"597820","Japanese"
"597820","Arabic"
"597820","Russian"
"597820","Italian"
"997010","German"
"997010","English"
"997010","French"
"997010","Portuguese - Brazil"
"997010","Traditional Chinese"
"997010","Korean"
"997010","Spanish - Spain"
"997010","Polish"
"997010","Japanese"
"997010","Simplified Chinese"
"997010","Turkish"
"997010","Spanish - Latin America"
"997010","Russian"
"997010","Italian"
"667970","Japanese"
"667970","Simplified Chinese"
"667970","English"
"667970","Russian"
"1451190","German"
"1451190","English"
"1451190","French"
"1451190","Traditional Chinese"
"1451190","Spanish - Spain"
"1451190","Polish"
"1451190","Simplified Chinese"
"1451190","Spanish - Latin America"
"1451190","Russian"
"1451190","Italian"
"1583230","German"
"1583230","English"
"1583230","French"
"1583230","Spanish - Latin America"
"1583230","Italian"
"866800","German"
"866800","English"
"866800","French"
"866800","Portuguese - Brazil"
"866800","Traditional Chinese"
"866800","Spanish - Spain"
"866800","Simplified Chinese"
"866800","Russian"
"866800","Italian"
"559650","Basque"
"559650","German"
"559650","Portuguese - Brazil"
"559650","Spanish - Spain"
"559650","Russian"
"559650","Italian"
"559650","Dutch"
"559650","Turkish"
"559650","English"
"559650","Traditional Chinese"
"559650","Ukrainian"
"559650","Danish"
"559650","Hungarian"
"559650","Japanese"
"559650","Romanian"
"559650","Czech"
"559650","French"
"559650","Korean"
"559650","Swedish"
"559650","Galician"
"559650","Polish"
"559650","Simplified Chinese"
"1577120","German"
"1577120","Portuguese - Brazil"
"1577120","Spanish - Spain"
"1577120","Norwegian"
"1577120","Russian"
"1577120","Turkish"
"1577120","Italian"
"1577120","Dutch"
"1577120","English"
"1577120","Traditional Chinese"
"1577120","Spanish - Latin America"
"1577120","Danish"
"1577120","Japanese"
"1577120","Finnish"
"1577120","French"
"1577120","Korean"
"1577120","Swedish"
"1577120","Polish"
"1577120","Simplified Chinese"
"1577120","Portuguese - Portugal"
"681280","German"
"681280","English"
"681280","French"
"681280","Portuguese - Brazil"
"681280","Traditional Chinese"
"681280","Korean"
"681280","Dutch"
"681280","Spanish - Spain"
"681280","Estonian"
"681280","Polish"
"681280","Greek"
"681280","Japanese"
"681280","Simplified Chinese"
"681280","Turkish"
"681280","Russian"
"681280","Italian"
"681280","Portuguese - Portugal"
"895870","German"
"895870","English"
"895870","French"
"895870","Korean"
"895870","Simplified Chinese"
"895870","Japanese"
"895870","Spanish - Latin America"
"895870","Russian"
"626690","German"
"626690","English"
"626690","French"
"626690","Portuguese - Brazil"
"626690","Traditional Chinese"
"626690","Korean"
"626690","Spanish - Spain"
"626690","Simplified Chinese"
"626690","Japanese"
"626690","Russian"
"626690","Italian"
"1686940","German"
"1686940","English"
"1686940","French"
"1686940","Portuguese - Brazil"
"1686940","Traditional Chinese"
"1686940","Korean"
"1686940","Swedish"
"1686940","Spanish - Spain"
"1686940","Polish"
"1686940","Simplified Chinese"
"1686940","Japanese"
"1686940","Turkish"
"1686940","Russian"
"1686940","Italian"
"1055540","English"
"1055540","French"
"1055540","Portuguese - Brazil"
"1055540","Japanese"
"1055540","Spanish - Latin America"
"2828860","German"
"2828860","English"
"2828860","French"
"2828860","Ukrainian"
"2828860","Korean"
"2828860","Spanish - Spain"
"2828860","Polish"
"2828860","Simplified Chinese"
"2828860","Japanese"
"2828860","Russian"
"2828860","Italian"
"1761390","German"
"1761390","English"
"1761390","French"
"1761390","Traditional Chinese"
"1761390","Korean"
"1761390","Spanish - Spain"
"1761390","Japanese"
"1761390","Simplified Chinese"
"1761390","Italian"
"411300","Czech"
"411300","German"
"411300","English"
"411300","French"
"411300","Spanish - Spain"
"411300","Polish"
"411300","Simplified Chinese"
"411300","Russian"
"411300","Italian"
"2651280","German"
"2651280","Vietnamese"
"2651280","Portuguese - Brazil"
"2651280","Spanish - Spain"
"2651280","Norwegian"
"2651280","Arabic"
"2651280","Russian"
"2651280","Dutch"
"2651280","Italian"
"2651280","English"
"2651280","Traditional Chinese"
"2651280","Spanish - Latin America"
"2651280","Indonesian"
"2651280","Danish"
"2651280","Hungarian"
"2651280","Japanese"
"2651280","Czech"
"2651280","Finnish"
"2651280","French"
"2651280","Thai"
"2651280","Korean"
"2651280","Swedish"
"2651280","Polish"
"2651280","Greek"
"2651280","Simplified Chinese"
"2651280","Portuguese - Portugal"
"1490890","German"
"1490890","English"
"1490890","French"
"1490890","Traditional Chinese"
"1490890","Korean"
"1490890","Spanish - Spain"
"1490890","Simplified Chinese"
"1490890","Japanese"
"1490890","Italian"
"429050","English"
"1178490","Traditional Chinese"
"1178490","Simplified Chinese"
"1178490","Japanese"
"1178490","English"
"210970","German"
"210970","English"
"210970","French"
"210970","Portuguese - Brazil"
"210970","Traditional Chinese"
"210970","Korean"
"210970","Hungarian"
"210970","Spanish - Spain"
"210970","Polish"
"210970","Simplified Chinese"
"210970","Japanese"
"210970","Arabic"
"210970","Russian"
"210970","Italian"
"210970","Portuguese - Portugal"
"560130","German"
"560130","English"
"560130","French"
"560130","Portuguese - Brazil"
"560130","Spanish - Spain"
"560130","Polish"
"560130","Simplified Chinese"
"560130","Russian"
"560130","Italian"
"269950","German"
"269950","English"
"269950","French"
"269950","Spanish - Spain"
"269950","Russian"
"269950","Italian"
"269950","Portuguese - Portugal"
"774861","English"
"774861","German"
"774861","French"
"774861","Portuguese - Brazil"
"774861","Ukrainian"
"774861","Korean"
"774861","Swedish"
"774861","Greek"
"774861","Japanese"
"774861","Simplified Chinese"
"774861","Turkish"
"774861","Spanish - Latin America"
"774861","Russian"
"774861","Italian"
"337340","Czech"
"337340","English"
"337340","German"
"337340","French"
"337340","Portuguese - Brazil"
"337340","Ukrainian"
"337340","Vietnamese"
"337340","Korean"
"337340","Hungarian"
"337340","Spanish - Spain"
"337340","Polish"
"337340","Japanese"
"337340","Simplified Chinese"
"337340","Turkish"
"337340","Spanish - Latin America"
"337340","Russian"
"337340","Italian"
"481510","Japanese"
"481510","English"
"1604000","English"
"1604000","Portuguese - Brazil"
"1604000","Korean"
"1604000","Spanish - Spain"
"1604000","Polish"
"1604000","Japanese"
"1604000","Simplified Chinese"
"1604000","Russian"
"1604000","Turkish"
"1016920","Czech"
"1016920","German"
"1016920","English"
"1016920","French"
"1016920","Portuguese - Brazil"
"1016920","Traditional Chinese"
"1016920","Korean"
"1016920","Spanish - Spain"
"1016920","Polish"
"1016920","Japanese"
"1016920","Simplified Chinese"
"1016920","Turkish"
"1016920","Spanish - Latin America"
"1016920","Russian"
"1016920","Italian"
"894020","German"
"894020","English"
"894020","French"
"894020","Portuguese - Brazil"
"894020","Traditional Chinese"
"894020","Korean"
"894020","Spanish - Spain"
"894020","Simplified Chinese"
"894020","Japanese"
"894020","Russian"
"1475810","German"
"1475810","English"
"1475810","French"
"1475810","Portuguese - Brazil"
"1475810","Traditional Chinese"
"1475810","Korean"
"1475810","Spanish - Spain"
"1475810","Polish"
"1475810","Japanese"
"1475810","Simplified Chinese"
"1475810","Arabic"
"1475810","Spanish - Latin America"
"1475810","Russian"
"1475810","Italian"
"1335200","English"
"1335200","Traditional Chinese"
"1335200","Korean"
"1335200","Spanish - Spain"
"1335200","Simplified Chinese"
"1335200","Japanese"
"1335200","Spanish - Latin America"
"641320","German"
"641320","English"
"641320","French"
"641320","Portuguese - Brazil"
"641320","Korean"
"641320","Spanish - Spain"
"641320","Polish"
"641320","Japanese"
"641320","Simplified Chinese"
"641320","Turkish"
"641320","Russian"
"641320","Italian"
"330830","German"
"330830","English"
"330830","French"
"330830","Portuguese - Brazil"
"330830","Spanish - Spain"
"330830","Italian"
"1128000","English"
"1029780","German"
"1029780","English"
"1029780","French"
"1029780","Portuguese - Brazil"
"1029780","Korean"
"1029780","Spanish - Spain"
"1029780","Polish"
"1029780","Japanese"
"1029780","Simplified Chinese"
"1029780","Russian"
"1029780","Turkish"
"368070","German"
"368070","English"
"368070","French"
"368070","Portuguese - Brazil"
"368070","Korean"
"368070","Spanish - Spain"
"368070","Polish"
"368070","Japanese"
"368070","Simplified Chinese"
"368070","Russian"
"368070","Italian"
"859570","German"
"859570","English"
"859570","French"
"859570","Portuguese - Brazil"
"859570","Thai"
"859570","Vietnamese"
"859570","Korean"
"859570","Ukrainian"
"859570","Spanish - Spain"
"859570","Polish"
"859570","Simplified Chinese"
"859570","Japanese"
"859570","Turkish"
"859570","Spanish - Latin America"
"859570","Russian"
"859570","Italian"
"859570","Portuguese - Portugal"
"2248760","German"
"2248760","Portuguese - Brazil"
"2248760","Spanish - Spain"
"2248760","Norwegian"
"2248760","Arabic"
"2248760","Russian"
"2248760","Dutch"
"2248760","Turkish"
"2248760","Italian"
"2248760","English"
"2248760","Traditional Chinese"
"2248760","Ukrainian"
"2248760","Danish"
"2248760","Hungarian"
"2248760","Japanese"
"2248760","Czech"
"2248760","Finnish"
"2248760","French"
"2248760","Swedish"
"2248760","Polish"
"2248760","Greek"
"2248760","Portuguese - Portugal"
"736590","English"
"2707900","English"
"429660","German"
"429660","English"
"429660","French"
"429660","Portuguese - Brazil"
"429660","Traditional Chinese"
"429660","Spanish - Spain"
"429660","Russian"
"429660","Italian"
"1374490","German"
"1374490","English"
"1374490","French"
"1374490","Portuguese - Brazil"
"1374490","Spanish - Spain"
"1374490","Spanish - Latin America"
"1374490","Italian"
"544920","German"
"544920","English"
"544920","French"
"544920","Korean"
"544920","Spanish - Spain"
"544920","Polish"
"544920","Japanese"
"544920","Russian"
"544920","Italian"
"493900","Czech"
"493900","German"
"493900","English"
"493900","French"
"493900","Spanish - Spain"
"493900","Japanese"
"493900","Simplified Chinese"
"493900","Russian"
"493900","Italian"
"1543030","Traditional Chinese"
"1543030","Simplified Chinese"
"1543030","Japanese"
"1543030","English"
"1343370","English"
"1669000","German"
"1669000","English"
"1669000","French"
"1669000","Korean"
"1669000","Spanish - Spain"
"1669000","Polish"
"1669000","Simplified Chinese"
"1669000","Japanese"
"1669000","Russian"
"1746030","Traditional Chinese"
"1746030","Simplified Chinese"
"1746030","English"
"731490","German"
"731490","English"
"731490","French"
"731490","Spanish - Spain"
"731490","Italian"
"780310","German"
"780310","English"
"780310","French"
"780310","Portuguese - Brazil"
"780310","Korean"
"780310","Spanish - Spain"
"780310","Polish"
"780310","Simplified Chinese"
"780310","Japanese"
"780310","Russian"
"557600","German"
"557600","English"
"557600","French"
"557600","Portuguese - Brazil"
"557600","Thai"
"557600","Traditional Chinese"
"557600","Korean"
"557600","Dutch"
"557600","Spanish - Spain"
"557600","Swedish"
"557600","Turkish"
"557600","Polish"
"557600","Simplified Chinese"
"557600","Japanese"
"557600","Arabic"
"557600","Russian"
"557600","Italian"
"985890","German"
"985890","English"
"985890","French"
"985890","Portuguese - Brazil"
"985890","Traditional Chinese"
"985890","Ukrainian"
"985890","Korean"
"985890","Spanish - Spain"
"985890","Japanese"
"985890","Simplified Chinese"
"985890","Russian"
"985890","Italian"
"905320","German"
"905320","English"
"905320","French"
"905320","Portuguese - Brazil"
"905320","Traditional Chinese"
"905320","Korean"
"905320","Spanish - Spain"
"905320","Polish"
"905320","Simplified Chinese"
"905320","Arabic"
"905320","Russian"
"905320","Italian"
"849178","German"
"849178","English"
"849178","French"
"849178","Portuguese - Brazil"
"849178","Traditional Chinese"
"849178","Korean"
"849178","Spanish - Spain"
"849178","Polish"
"849178","Simplified Chinese"
"849178","Arabic"
"849178","Russian"
"849178","Italian"
"257850","German"
"257850","English"
"257850","French"
"257850","Spanish - Spain"
"257850","Japanese"
"257850","Italian"
"918570","German"
"918570","English"
"918570","French"
"918570","Portuguese - Brazil"
"918570","Spanish - Spain"
"918570","Japanese"
"918570","Simplified Chinese"
"918570","Russian"
"1533420","German"
"1533420","English"
"1533420","French"
"1533420","Portuguese - Brazil"
"1533420","Traditional Chinese"
"1533420","Korean"
"1533420","Spanish - Spain"
"1533420","Polish"
"1533420","Simplified Chinese"
"1533420","Japanese"
"1533420","Turkish"
"1533420","Spanish - Latin America"
"1533420","Russian"
"1533420","Italian"
"1533420","Portuguese - Portugal"
"1999360","English"
"1999360","German"
"1999360","French"
"1999360","Portuguese - Brazil"
"1999360","Traditional Chinese"
"1999360","Ukrainian"
"1999360","Korean"
"1999360","Spanish - Spain"
"1999360","Simplified Chinese"
"1999360","Japanese"
"1999360","Turkish"
"1999360","Russian"
"1999360","Italian"
"849160","German"
"849160","English"
"849160","French"
"849160","Portuguese - Brazil"
"849160","Traditional Chinese"
"849160","Korean"
"849160","Spanish - Spain"
"849160","Polish"
"849160","Simplified Chinese"
"849160","Arabic"
"849160","Russian"
"849160","Italian"
"890032","German"
"890032","English"
"890032","French"
"890032","Portuguese - Brazil"
