"app_id","rawg_rating","rawg_ratings_count","rawg_added","rawg_id","rawg_score","rawg_status_yet","rawg_status_owned","rawg_status_beaten","rawg_status_toplay","rawg_status_dropped","rawg_status_playing"
"1071140","0.0","4","53","319208.0","68.980194","1","42","2","5","2","1"
"1269300","0.0","0","146","428671.0","70.35899","8","138","0","0","0","0"
"1687550","0.0","3","22","290989.0","73.07405","0","16","3","2","0","1"
"720030","3.38","13","195","52035.0","78.07262","9","177","8","0","1","0"
"936160","3.69","13","85","272531.0","106.01848","10","51","13","5","5","1"
"1173380","0.0","0","21","382744.0","57.099674","0","20","0","1","0","0"
"1192900","0.0","0","15","672372.0","60.49063","1","13","0","0","1","0"
"920190","0.0","1","7","61357.0","48.442154","1","3","2","1","0","0"
"1148490","0.0","2","3","428146.0","57.878883","0","1","0","1","1","0"
"840390","3.33","6","90","367153.0","105.37961","4","66","1","15","3","1"
"1916310","0.0","1","111","823616.0","73.89661","7","102","0","0","1","1"
"748040","0.0","1","7","36079.0","47.179012","0","4","2","1","0","0"
"745850","0.0","5","163","49690.0","69.614555","14","145","2","2","0","0"
"1018130","0.0","3","8","288773.0","53.46324","5","1","2","0","0","0"
"1328530","0.0","2","22","666376.0","62.456802","1","19","1","1","0","0"
"1215180","0.0","0","2","485176.0","58.761364","0","2","0","0","0","0"
"1141100","0.0","3","23","370160.0","53.676987","2","13","2","3","2","1"
"474020","0.0","1","46","485123.0","55.20189","1","38","1","5","1","0"
"1638300","0.0","0","7","969356.0","54.715275","1","4","0","2","0","0"
"949060","2.86","18","637","306082.0","123.976685","28","590","9","4","6","0"
"1453850","0.0","2","15","611696.0","93.77558","0","15","0","0","0","0"
"1065260","0.0","1","24","405715.0","70.891655","2","18","0","4","0","0"
"434520","3.5","10","368","9517.0","69.2407","8","350","1","3","6","0"
"2510130","0.0","0","0","989032.0","61.20571","0","0","0","0","0","0"
"409850","3.0","11","130","3438.0","105.17128","16","96","7","2","6","3"
"2063610","0.0","1","2","961962.0","69.64094","0","1","0","0","0","1"
"453690","3.0","8","102","11944.0","67.81904","4","89","3","5","1","0"
"2766860","0.0","1","3","979371.0","59.75356","0","1","1","1","0","0"
"1555150","0.0","0","12","952123.0","58.230225","2","6","0","3","0","1"
"517160","4.0","6","76","10781.0","110.73097","1","64","4","1","6","0"
"1057430","0.0","2","4","304905.0","104.67006","1","2","1","0","0","0"
"409890","3.5","8","144","2510.0","77.4539","8","126","2","6","2","0"
"1093330","0.0","1","51","323138.0","124.15049","1","48","0","2","0","0"
"397150","0.0","2","61","10572.0","77.2055","2","58","1","0","0","0"
"1547670","0.0","0","8","960637.0","52.55407","1","4","0","3","0","0"
"975510","3.38","8","810","428083.0","74.53656","31","756","4","12","4","3"
"762840","3.2","96","583","490123.0","81.06651","54","363","84","29","49","4"
"452490","3.2","10","335","15006.0","78.04604","4","316","9","1","5","0"
"864160","0.0","3","42","60291.0","73.19495","0","36","2","2","2","0"
"552970","2.88","7","200","10712.0","64.40399","5","186","2","2","5","0"
"2381740","0.0","0","12","981227.0","55.6402","0","10","0","2","0","0"
"557040","3.0","96","521","10532.0","67.79184","29","423","19","1","45","4"
"1146510","0.0","2","61","380872.0","80.78396","2","53","2","4","0","0"
"1815440","0.0","0","5","717045.0","64.92004","0","4","0","0","1","0"
"2414270","0.0","1","3","1001977.0","57.550564","0","2","0","1","0","0"
"1174390","3.1","10","161","382761.0","21.116634","9","132","5","10","4","1"
"2115390","0.0","0","0","583359.0","66.243675","0","0","0","0","0","0"
"1585020","0.0","1","21","694396.0","55.363865","0","20","0","0","1","0"
"326840","0.0","0","0","202101.0","48.834427","0","0","0","0","0","0"
"1944250","0.0","0","6","774690.0","96.0103","0","5","0","1","0","0"
"2008980","0.0","0","15","916472.0","102.81273","1","11","0","3","0","0"
"2248180","0.0","0","3","975308.0","62.050613","0","3","0","0","0","0"
"865830","3.86","6","48","59015.0","75.27719","7","28","5","4","2","2"
"1480120","0.0","4","81","528732.0","78.53017","0","74","5","1","1","0"
"948900","3.88","16","254","244828.0","81.30146","12","224","12","1","4","1"
"586110","0.0","1","4","272431.0","51.255283","1","1","1","1","0","0"
"2481020","0.0","2","16","983531.0","61.771538","2","6","0","3","3","2"
"643810","0.0","4","7","94378.0","42.37893","1","2","1","1","2","0"
"1732750","0.0","1","36","807023.0","95.60298","0","33","1","2","0","0"
"512300","0.0","5","31","44196.0","97.2101","2","20","1","5","3","0"
"470740","0.0","0","0","987478.0","51.03637","0","0","0","0","0","0"
"1732920","0.0","1","55","834487.0","62.34616","0","55","0","0","0","0"
"527290","3.47","15","67","332203.0","85.51282","10","32","9","10","4","2"
"1037190","0.0","5","35","299549.0","47.72782","0","28","3","2","2","0"
"438420","2.75","24","367","1287.0","65.645905","16","330","6","5","10","0"
"2717260","0.0","3","14","975926.0","82.460815","2","8","4","0","0","0"
"510630","0.0","3","130","18372.0","77.12152","2","125","0","1","2","0"
"1945760","0.0","0","0","772664.0","50.890995","0","0","0","0","0","0"
"2229560","0.0","0","14","982228.0","70.23873","0","10","1","3","0","0"
"442810","2.75","8","273","10360.0","91.96656","4","267","0","0","2","0"
"2294450","0.0","1","6","982061.0","55.6402","0","4","0","1","1","0"
"1348700","3.55","45","492","704788.0","14.027914","37","297","16","105","32","5"
"1334000","3.78","9","212","490877.0","56.169308","5","195","5","1","6","0"
"1766010","0.0","3","47","681810.0","53.31283","2","40","1","2","1","1"
"575490","1.45","22","508","15145.0","87.95667","15","489","1","0","3","0"
"2389040","0.0","0","6","992037.0","65.149864","1","2","0","2","1","0"
"1485690","0.0","0","19","651273.0","67.98381","0","8","0","8","3","0"
"943140","3.47","17","281","248481.0","67.09136","12","216","11","36","5","1"
"1406780","0.0","1","84","487918.0","69.306885","2","74","0","6","2","0"
"1369470","0.0","2","2","491782.0","50.50099","0","0","1","0","1","0"
"650670","0.0","2","82","29264.0","89.07556","5","71","0","4","1","1"
"2608040","0.0","1","3","980903.0","64.507126","0","1","1","1","0","0"
"427760","0.0","4","71","15756.0","117.20198","1","63","2","2","3","0"
"1863430","0.0","1","7","998994.0","81.70245","1","2","0","2","2","0"
"2113540","0.0","0","1","969073.0","93.97797","0","0","0","1","0","0"
"2059670","4.25","7","69","633390.0","81.19272","5","45","6","11","0","2"
"368640","3.43","7","123","10247.0","32.894768","12","101","3","4","3","0"
"1545990","0.0","0","2","631244.0","103.82394","0","1","0","1","0","0"
"1629200","3.86","7","32","611678.0","79.88067","3","16","0","8","5","0"
"486650","0.0","1","160","13167.0","78.413414","1","155","2","1","1","0"
"2431100","0.0","3","16","962724.0","63.107788","1","6","3","4","1","1"
"1305720","2.46","47","1592","450236.0","120.203125","165","1383","11","20","11","2"
"1781260","0.0","0","1","136903.0","64.719315","1","0","0","0","0","0"
"644540","2.92","13","317","23608.0","120.819984","22","279","4","7","3","2"
"1665500","0.0","1","36","683197.0","145.15149","2","27","1","4","2","0"
"917840","3.5","6","160","60515.0","85.87887","7","137","4","11","1","0"
"2314820","0.0","1","3","972358.0","92.27283","0","3","0","0","0","0"
"2014550","0.0","2","16","991197.0","54.795086","2","6","3","3","2","0"
"850980","4.31","13","55","53004.0","74.57127","5","14","14","13","9","0"
"1589570","0.0","2","4","991002.0","54.795086","1","1","1","0","1","0"
"1810960","0.0","0","11","660846.0","90.10559","2","9","0","0","0","0"
"2637070","0.0","0","0","983673.0","58.566116","0","0","0","0","0","0"
"3177970","0.0","0","2","992924.0","55.51793","0","1","0","1","0","0"
"1271190","2.75","8","48","428853.0","58.220215","2","34","3","7","2","0"
"781480","3.42","11","103","60953.0","113.85326","5","87","1","3","7","0"
"2092850","0.0","0","2","963734.0","96.156845","0","2","0","0","0","0"
"1501690","0.0","1","7","951996.0","53.033936","2","3","0","1","1","0"
"457860","0.0","2","55","11326.0","81.36764","5","44","4","2","0","0"
"426310","3.29","24","273","10295.0","61.502876","28","212","17","8","8","0"
"1657810","0.0","1","3","632025.0","43.22629","1","1","0","0","1","0"
"1490860","0.0","2","4","586102.0","61.124496","0","1","2","1","0","0"
"307940","3.83","5","55","444.0","73.27016","2","46","1","2","4","0"
"2337860","0.0","0","54","1003194.0","76.14734","3","50","0","0","1","0"
"733460","2.86","7","55","49730.0","72.910095","1","49","0","2","3","0"
"2479720","0.0","0","0","966243.0","77.30461","0","0","0","0","0","0"
"546930","1.58","12","210","9665.0","68.966415","5","201","3","0","1","0"
"1642220","0.0","4","17","611701.0","53.074844","1","13","3","0","0","0"
"1098080","0.0","5","185","368149.0","75.379196","6","172","1","5","1","0"
"723790","0.0","5","220","47109.0","94.27724","1","209","0","4","5","1"
"460850","2.88","16","411","17430.0","68.63991","5","390","12","2","2","0"
"1493520","0.0","4","69","881182.0","74.451996","2","61","3","2","1","0"
"1455900","0.0","4","346","666416.0","71.4269","25","319","0","0","2","0"
"638160","3.4","10","271","694432.0","72.92386","14","241","4","9","2","1"
"1429740","2.0","6","248","502155.0","87.59896","3","227","3","11","4","0"
"2518630","0.0","0","0","996461.0","65.4729","0","0","0","0","0","0"
"991810","0.0","3","49","274831.0","81.85309","5","36","1","5","2","0"
"450500","3.0","10","222","10556.0","80.02688","6","209","0","4","2","1"
"1096590","0.0","1","6","157106.0","50.39636","4","1","0","0","1","0"
"2910460","0.0","0","0","990667.0","65.42019","0","0","0","0","0","0"
"987150","0.0","1","11","485126.0","53.031292","0","7","0","0","3","1"
"2243110","0.0","0","0","473465.0","71.771545","0","0","0","0","0","0"
"562230","0.0","5","55","11290.0","70.93338","1","52","0","1","1","0"
"1367530","0.0","1","5","523080.0","81.25031","1","0","1","3","0","0"
"3364770","0.0","1","1","1002606.0","65.42827","0","0","1","0","0","0"
"1590660","0.0","1","8","622544.0","102.688","0","6","1","1","0","0"
"1668290","0.0","0","15","934550.0","54.688686","0","14","0","1","0","0"
"1271300","0.0","1","15","327473.0","88.567696","0","11","2","2","0","0"
"1141530","3.29","39","209","15470.0","29.328632","29","68","11","68","30","3"
"455300","0.0","3","5","61506.0","61.492958","1","2","0","0","2","0"
"2717080","0.0","0","1","974270.0","61.070885","0","0","0","1","0","0"
"423490","0.0","1","37","11418.0","76.39697","1","32","0","3","0","1"
"518660","0.0","2","176","12285.0","59.774174","1","174","0","0","1","0"
"2799930","0.0","2","122","44651.0","69.78523","0","121","1","0","0","0"
"1349960","0.0","3","41","491466.0","48.614418","1","34","6","0","0","0"
"3089130","0.0","1","3","986775.0","60.02662","0","1","1","1","0","0"
"1353920","0.0","0","0","971581.0","62.71172","0","0","0","0","0","0"
"2553050","0.0","0","2","972185.0","61.431335","1","1","0","0","0","0"
"1329600","0.0","0","56","491627.0","58.58133","1","54","0","0","1","0"
"449530","3.07","14","300","11575.0","107.75189","10","279","6","0","5","0"
"787740","0.0","1","12","62009.0","102.122986","0","10","0","1","0","1"
"585890","0.0","4","39","13075.0","60.525894","1","35","2","1","0","0"
"1140170","3.58","12","130","372640.0","79.224915","5","106","6","11","0","2"
"2693730","0.0","0","2","978352.0","63.930614","0","1","0","1","0","0"
"2300230","0.0","0","1","981337.0","57.23238","0","1","0","0","0","0"
"2274110","0.0","2","10","965777.0","57.85074","0","5","0","4","1","0"
"485350","2.12","16","253","14455.0","69.759796","4","236","9","1","3","0"
"2315400","0.0","2","12","978864.0","55.78718","1","5","2","4","0","0"
"1478650","4.13","23","289","30469.0","101.77466","28","230","10","9","8","4"
"1091460","3.49","68","159","38724.0","24.302654","8","44","33","7","61","6"
"862580","3.5","10","111","60295.0","75.35094","4","90","14","2","1","0"
"2285570","0.0","0","0","939770.0","59.512856","0","0","0","0","0","0"
"3138780","0.0","0","0","183893.0","73.769424","0","0","0","0","0","0"
"2112520","0.0","0","4","90332.0","100.3761","0","1","3","0","0","0"
"1188720","0.0","0","1","430269.0","63.981987","0","0","0","1","0","0"
"910630","3.67","7","190","60632.0","84.17984","24","149","8","6","1","2"
"1226990","0.0","0","11","427725.0","50.566643","1","9","0","1","0","0"
"1998530","0.0","1","17","857731.0","135.8055","0","12","0","1","1","3"
"1266430","0.0","0","9","857672.0","62.631027","1","7","0","1","0","0"
"668590","0.0","4","195","64073.0","91.43772","11","179","1","1","2","1"
"1642790","0.0","0","9","887737.0","57.846798","1","6","0","2","0","0"
"619280","2.67","12","311","22159.0","63.379063","21","277","2","6","4","1"
"1694510","0.0","1","8","695843.0","57.01305","0","6","0","2","0","0"
"717310","3.9","10","119","59866.0","61.13562","1","101","4","7","4","2"
"1413020","0.0","1","37","33683.0","54.06306","4","29","1","2","1","0"
"2286390","0.0","1","9","973075.0","40.790134","0","7","1","0","1","0"
"659960","4.15","285","842","26824.0","31.698906","86","145","336","141","103","31"
"466890","0.0","4","195","19706.0","70.726906","2","191","1","0","1","0"
"2400430","0.0","0","2","1003274.0","66.35896","0","2","0","0","0","0"
"1875280","0.0","0","0","783864.0","62.452095","0","0","0","0","0","0"
"1890120","0.0","0","13","756590.0","93.08006","2","8","0","3","0","0"
"611040","0.0","2","10","62555.0","52.88527","1","6","0","0","3","0"
"1789030","0.0","0","2","968398.0","21.713772","0","2","0","0","0","0"
"1240630","0.0","0","2","602970.0","59.21775","0","0","0","2","0","0"
"797390","3.14","7","205","65059.0","91.76561","4","192","8","1","0","0"
"685240","0.0","0","18","47280.0","54.715317","0","16","0","2","0","0"
"2178570","0.0","4","4","928805.0","68.25453","0","0","4","0","0","0"
"1598730","3.81","23","76","24077.0","14.779875","14","12","22","18","7","3"
"2880730","0.0","0","0","996482.0","106.50526","0","0","0","0","0","0"
"1425760","0.0","2","37","833545.0","59.758785","1","31","1","4","0","0"
"866510","0.0","4","65","59966.0","59.902924","0","62","1","0","2","0"
"561610","2.78","9","68","58703.0","32.38306","2","53","3","4","5","1"
"1755180","0.0","0","5","963857.0","60.04969","1","4","0","0","0","0"
"1857080","0.0","0","0","449030.0","69.72996","0","0","0","0","0","0"
"1448260","0.0","0","1","573249.0","96.25628","0","0","0","0","1","0"
"1770390","0.0","2","12","719648.0","57.55166","0","10","2","0","0","0"
"1243670","4.41","17","151","427695.0","154.58115","10","110","31","0","0","0"
"782340","0.0","3","80","51986.0","72.7593","4","69","3","3","0","1"
"653950","0.0","1","27","43943.0","156.92581","0","24","1","2","0","0"
"597840","0.0","0","0","966316.0","28.10701","0","0","0","0","0","0"
"1581800","0.0","0","8","674298.0","64.04763","0","6","0","2","0","0"
"1463780","0.0","0","3","812231.0","79.92435","0","3","0","0","0","0"
"1346830","2.65","16","135","548033.0","70.47731","10","87","16","20","1","1"
"1193040","0.0","0","0","392356.0","59.31951","0","0","0","0","0","0"
"2404880","0.0","2","7","1003863.0","60.789864","1","1","0","2","3","0"
"1025410","3.14","21","223","297286.0","65.561134","26","155","9","24","8","1"
"522230","0.0","1","111","20878.0","44.959873","1","109","0","0","1","0"
"798810","4.1","10","194","21353.0","30.08157","5","180","4","1","4","0"
"2696400","0.0","0","2","982398.0","118.97674","0","2","0","0","0","0"
"490370","0.0","2","62","11785.0","67.40049","1","57","1","2","1","0"
"1113680","2.75","12","102","349271.0","79.18749","4","90","2","2","4","0"
"1424910","0.0","2","22","692542.0","54.141937","13","5","0","0","4","0"
"463350","2.43","21","618","17198.0","77.93382","22","590","2","2","2","0"
"629000","3.25","9","107","23193.0","66.88193","14","74","11","5","3","0"
"1158470","4.11","9","73","376915.0","68.84468","1","57","8","2","0","5"
"2165390","0.0","1","4","976446.0","54.12626","0","3","0","0","1","0"
"964650","0.0","0","7","262442.0","54.791634","1","5","0","1","0","0"
"880400","0.0","3","22","60971.0","66.92954","0","20","0","1","1","0"
"857690","0.0","1","8","60319.0","97.70183","1","7","0","0","0","0"
"2600570","0.0","0","2","973024.0","77.6329","1","0","0","1","0","0"
"719590","0.0","1","10","51123.0","56.296158","0","9","0","0","1","0"
"3184110","0.0","1","10","991804.0","76.1814","1","8","1","0","0","0"
"2487060","0.0","3","4","979665.0","66.557236","0","1","1","0","2","0"
"1601680","0.0","0","4","969641.0","101.13319","0","3","0","1","0","0"
"1114260","0.0","3","12","338331.0","55.86872","1","4","5","2","0","0"
"788690","3.88","32","479","324.0","87.11366","23","404","31","14","3","4"
"2107090","0.0","1","6","980340.0","74.00994","0","4","0","1","1","0"
"862480","2.71","14","720","61622.0","72.57953","47","660","3","4","3","3"
"1212400","0.0","4","81","427681.0","35.70918","4","69","3","4","1","0"
"1509090","0.0","0","9","969666.0","69.626335","2","7","0","0","0","0"
"1005340","0.0","0","0","104718.0","25.539108","0","0","0","0","0","0"
"1644150","0.0","0","6","969568.0","125.63806","1","5","0","0","0","0"
"1889930","4.18","22","105","58953.0","97.16501","14","41","18","24","8","0"
"2081470","4.67","6","53","836592.0","70.177605","4","38","5","5","0","1"
"1691970","0.0","4","36","785778.0","100.02454","2","23","2","4","4","1"
"1283960","0.0","2","127","428622.0","91.33261","0","125","0","0","2","0"
"1710540","4.0","9","74","836596.0","74.17168","10","37","6","17","2","2"
"1295270","0.0","3","85","558987.0","80.52765","10","50","1","19","2","3"
"658470","0.0","2","156","61097.0","74.16604","1","154","0","0","0","1"
"915670","1.57","7","127","350701.0","101.615486","8","104","3","10","2","0"
"2258500","0.0","4","34","960556.0","54.61457","4","16","5","9","0","0"
"575510","2.44","25","668","11372.0","74.852875","43","602","12","3","8","0"
"2137700","0.0","0","10","965815.0","70.157036","2","6","0","2","0","0"
"2251010","0.0","2","26","975606.0","70.100784","2","15","5","4","0","0"
"408650","3.0","16","259","10351.0","81.678","7","233","2","9","7","1"
"1477330","0.0","0","18","540069.0","54.68043","0","17","0","1","0","0"
"500670","3.1","21","524","9638.0","87.37763","82","417","8","4","10","3"
"2198800","0.0","0","23","883010.0","68.276306","0","22","0","1","0","0"
"3072450","0.0","0","0","103874.0","60.41069","0","0","0","0","0","0"
"2830150","0.0","0","5","991334.0","62.83781","0","5","0","0","0","0"
"2082410","0.0","0","8","980184.0","61.661842","0","6","0","2","0","0"
"1063310","3.32","31","939","42889.0","60.557808","65","807","16","43","7","1"
"2518900","0.0","1","2","967776.0","58.762154","0","1","1","0","0","0"
"1641670","0.0","2","11","725834.0","55.575268","1","5","1","2","1","1"
"1553910","0.0","0","0","624393.0","64.96216","0","0","0","0","0","0"
"632200","0.0","2","54","29296.0","73.35242","0","54","0","0","0","0"
"995050","1.87","15","856","372505.0","19.538166","30","812","0","2","10","2"
"1020340","4.31","64","132","25884.0","26.02972","8","31","61","10","19","3"
"518730","0.0","5","186","18100.0","78.92796","0","181","5","0","0","0"
"1681840","0.0","0","0","557753.0","29.125637","0","0","0","0","0","0"
"1158690","0.0","2","3","283314.0","60.66542","1","1","0","0","1","0"
"1361400","3.21","19","139","616673.0","83.03621","12","82","4","22","17","2"
"824070","3.57","7","51","43032.0","68.401794","2","44","0","1","4","0"
"583930","3.03","75","1210","51047.0","80.40223","41","1094","34","1","37","3"
"528660","1.88","24","596","15090.0","70.867386","9","584","1","0","2","0"
"2696320","0.0","0","7","985824.0","61.571762","0","6","0","0","1","0"
"402260","3.46","13","204","18769.0","67.59929","15","171","9","7","2","0"
"618950","4.14","14","106","22044.0","77.876434","21","61","13","9","1","1"
"904360","2.57","7","752","60594.0","68.59853","31","712","3","1","4","1"
"767490","0.0","2","8","61195.0","52.377148","0","6","0","1","1","0"
"2132690","0.0","0","2","980449.0","72.81759","0","2","0","0","0","0"
"1508460","0.0","1","7","551863.0","55.575268","0","4","1","2","0","0"
"1269810","0.0","2","18","491468.0","61.939728","2","10","0","4","0","2"
"3339780","0.0","1","6","1003481.0","67.3938","0","2","2","2","0","0"
"633110","0.0","0","24","62554.0","108.83579","1","23","0","0","0","0"
"812550","3.21","14","781","60037.0","82.18482","54","701","4","12","9","1"
"650440","0.0","4","52","44301.0","68.55643","2","49","0","1","0","0"
"592480","3.33","43","332","49493.0","69.537674","23","207","15","62","19","6"
"567670","2.84","19","292","49715.0","113.07392","18","253","5","5","11","0"
"370060","0.0","1","22","10688.0","64.60053","0","20","1","1","0","0"
"475490","0.0","1","174","11180.0","74.12973","2","171","0","1","0","0"
"1422420","3.68","38","357","619475.0","75.15431","11","275","25","18","23","5"
"1692080","0.0","0","0","665905.0","8.211157","0","0","0","0","0","0"
"1430760","0.0","0","5","898511.0","50.071404","1","2","0","2","0","0"
"497780","0.0","4","80","15041.0","58.656975","1","74","1","3","0","1"
"1317020","0.0","2","13","966614.0","98.846","0","11","0","2","0","0"
"2162780","0.0","1","2","876440.0","55.444664","0","1","0","0","1","0"
"973090","0.0","2","22","261295.0","51.97146","0","20","1","0","1","0"
"1020800","0.0","0","7","288762.0","73.65921","0","7","0","0","0","0"
"1663640","0.0","5","234","17584.0","39.099533","7","221","3","2","1","0"
"1462650","0.0","0","14","524468.0","73.29062","1","10","0","3","0","0"
"2816870","0.0","1","5","994403.0","118.40158","0","3","2","0","0","0"
"740200","3.35","45","204","51418.0","72.51385","16","156","16","10","6","0"
"1520380","0.0","4","55","650830.0","74.42615","4","43","1","2","4","1"
"512060","0.0","3","26","22582.0","135.76608","3","19","3","1","0","0"
"708340","1.22","9","147","46795.0","67.80066","2","144","0","0","0","1"
"1428710","0.0","3","54","810321.0","78.423225","2","39","4","7","2","0"
"2456350","0.0","0","0","991065.0","63.521187","0","0","0","0","0","0"
"1226530","0.0","1","27","484989.0","53.54516","2","20","2","3","0","0"
"2015620","0.0","0","11","869702.0","62.162376","2","6","0","3","0","0"
"717610","3.06","17","979","47379.0","97.01153","48","889","9","22","10","1"
"889600","3.29","16","171","61105.0","109.74296","31","105","9","18","7","1"
"619390","0.0","0","105","807047.0","115.25872","10","95","0","0","0","0"
"829420","0.0","0","65","62865.0","71.78557","0","65","0","0","0","0"
"458960","0.0","1","158","10223.0","108.050735","2","155","0","0","1","0"
"1083600","0.0","0","68","491059.0","70.70159","0","68","0","0","0","0"
"1893620","0.0","0","1","418399.0","79.93849","0","0","0","1","0","0"
"852090","4.29","6","56","522979.0","91.672806","2","37","4","13","0","0"
"1076750","0.0","3","35","316889.0","93.92471","1","24","0","8","1","1"
"575050","0.0","1","38","12164.0","54.93195","1","33","1","0","3","0"
"1681060","0.0","0","0","702644.0","84.05146","0","0","0","0","0","0"
"2468100","0.0","0","7","988906.0","53.31113","0","5","0","1","1","0"
"1546920","4.05","21","166","611683.0","72.205666","14","103","17","23","5","4"
"1794780","0.0","0","5","969426.0","66.93201","0","4","0","1","0","0"
"444140","0.0","5","71","18406.0","68.19124","5","57","1","4","1","3"
"2688680","0.0","0","1","977503.0","52.530704","0","1","0","0","0","0"
"2005210","0.0","3","69","816329.0","78.29066","4","57","3","4","0","1"
"837510","0.0","0","0","557095.0","35.327053","0","0","0","0","0","0"
"1129920","4.36","11","119","383632.0","131.05313","14","84","10","8","3","0"
"867490","0.0","0","16","62535.0","55.11647","1","12","0","2","0","1"
"476420","0.0","1","23","50582.0","64.237564","3","17","1","2","0","0"
"2388460","0.0","1","17","966355.0","98.56866","2","12","0","0","2","1"
"1090250","0.0","0","15","322381.0","35.825634","0","15","0","0","0","0"
"2131680","3.65","147","436","53945.0","71.278","45","145","123","36","80","7"
"1722840","0.0","2","42","826875.0","55.11647","2","34","0","5","0","1"
"1810820","0.0","2","20","961652.0","53.82804","2","15","1","1","1","0"
"1791590","0.0","0","8","987620.0","58.709965","1","2","3","2","0","0"
"468490","1.83","23","603","15019.0","65.40928","9","588","1","1","4","0"
"761030","3.16","61","1130","451.0","72.84449","88","979","10","16","33","4"
"467930","1.43","7","82","6346.0","69.65629","4","65","3","6","4","0"
"2328310","0.0","0","1","973691.0","64.532684","0","0","0","1","0","0"
"1202650","0.0","0","2","428246.0","56.409615","0","2","0","0","0","0"
"1762930","0.0","0","7","992282.0","73.4218","3","2","0","1","1","0"
"449020","3.08","12","320","19852.0","92.91935","11","300","6","0","3","0"
"1549030","0.0","3","65","563284.0","80.78935","1","60","4","0","0","0"
"529240","2.0","6","283","11243.0","125.71565","3","279","1","0","0","0"
"1648610","0.0","1","27","651144.0","53.272335","0","27","0","0","0","0"
"1640630","0.0","4","30","981518.0","54.71831","0","10","2","14","4","0"
"346750","3.75","8","208","238783.0","62.46245","1","200","1","0","5","1"
"1577620","0.0","3","71","667742.0","71.1951","6","50","2","8","3","2"
"2216830","0.0","2","35","968040.0","69.142944","2","30","2","0","1","0"
"2141770","0.0","1","20","966311.0","45.31272","0","16","1","3","0","0"
"1465550","0.0","2","55","650618.0","81.61581","9","29","0","16","1","0"
"717790","0.0","0","4","49662.0","62.84623","0","4","0","0","0","0"
"321980","3.33","6","81","10384.0","65.8078","2","70","1","4","4","0"
"1983710","0.0","1","8","571815.0","56.633194","0","3","1","4","0","0"
"1588560","0.0","0","1","960128.0","72.897964","0","1","0","0","0","0"
"2305500","0.0","0","4","987897.0","78.03753","0","3","0","1","0","0"
"460960","1.84","24","586","14353.0","79.35152","22","557","2","0","5","0"
"494730","0.0","2","15","948152.0","50.311897","3","4","1","3","3","1"
"1575470","3.12","8","77","615032.0","60.049244","4","56","3","10","4","0"
"1120560","3.0","7","143","349960.0","161.71075","2","122","4","9","5","1"
"1125390","0.0","2","39","362850.0","80.83032","0","33","0","5","0","1"
"1540570","0.0","0","2","615077.0","61.13948","0","1","0","1","0","0"
"403400","3.52","31","578","2524.0","110.00108","21","538","9","0","10","0"
"1365720","3.93","29","104","952107.0","69.71538","10","26","25","35","6","2"
"1700300","0.0","2","121","63105.0","67.49929","1","118","1","0","1","0"
"1709500","0.0","1","18","681405.0","57.34411","0","18","0","0","0","0"
"943980","0.0","2","54","241120.0","83.769684","3","48","0","3","0","0"
"1235110","0.0","0","14","490492.0","54.914295","0","11","0","1","0","2"
"471330","0.0","5","127","9991.0","73.59554","3","121","1","0","2","0"
"1144800","0.0","0","0","490611.0","97.417816","0","0","0","0","0","0"
"2281650","0.0","2","18","965073.0","58.535583","2","11","0","3","2","0"
"1279920","2.33","6","178","485226.0","131.91628","5","160","3","8","2","0"
"787980","0.0","5","130","64575.0","78.22994","2","123","0","1","4","0"
"1296510","2.93","14","185","460925.0","57.880943","5","161","8","7","3","1"
"433300","3.93","268","1187","37357.0","103.006714","40","711","261","50","112","13"
"1097530","0.0","3","37","325012.0","59.31064","0","34","1","2","0","0"
"576130","2.56","9","308","9622.0","115.73313","9","294","2","0","1","2"
"1336060","0.0","4","17","495652.0","58.07766","2","11","4","0","0","0"
"968350","0.0","1","20","264746.0","55.575886","3","16","1","0","0","0"
"905970","0.0","0","2","678681.0","59.034718","0","2","0","0","0","0"
"931000","0.0","1","26","370229.0","80.102066","1","24","0","0","1","0"
"404530","0.0","2","16","43566.0","60.257355","0","15","0","0","1","0"
"2276980","3.83","6","8","998388.0","54.057823","2","0","6","0","0","0"
"702150","1.85","48","1581","46239.0","72.32756","74","1493","4","0","10","0"
"669290","1.71","7","204","46907.0","92.95964","10","187","0","3","3","1"
"2741560","3.85","38","192","23106.0","83.60182","16","128","19","7","22","0"
"403940","3.17","22","361","768.0","88.04361","8","334","3","4","12","0"
"962970","2.67","5","82","257313.0","76.47523","2","78","2","0","0","0"
"1428470","0.0","0","2","97587.0","64.91491","1","0","1","0","0","0"
"596590","0.0","1","186","13180.0","60.8358","3","180","2","0","1","0"
"1376420","0.0","2","13","484653.0","54.197525","3","3","1","2","2","2"
"1205900","3.5","8","131","455604.0","90.515976","7","102","5","10","6","1"
"1062040","3.0","12","120","328005.0","87.83418","14","92","3","9","1","1"
"1032520","0.0","0","0","292968.0","57.634636","0","0","0","0","0","0"
"1364800","0.0","0","0","971278.0","94.039856","0","0","0","0","0","0"
"1269150","0.0","0","1","428238.0","102.2031","0","0","0","1","0","0"
"2026990","0.0","1","1","830084.0","40.740948","0","0","1","0","0","0"
"464150","3.58","11","118","10505.0","109.52481","9","89","8","5","6","1"
"926520","2.56","9","339","118982.0","82.573044","19","313","0","2","3","2"
