"app_id","rawg_rating","rawg_ratings_count","rawg_added","rawg_id","rawg_score","rawg_status_yet","rawg_status_owned","rawg_status_beaten","rawg_status_toplay","rawg_status_dropped","rawg_status_playing"
"578080","3.27","1991","10683","10142.0","42.989235","142","8294","453","74","1445","275"
"252490","3.37","856","5940","9671.0","56.771614","162","4762","180","89","685","62"
"2358720","4.32","157","1044","481913.0","94.50878","135","191","134","526","34","24"
"1245620","4.39","1434","8053","326243.0","71.03292","416","4754","1107","1036","410","330"
"553850","4.26","117","901","976564.0","70.85753","31","616","49","85","68","52"
"1172470","3.63","2406","12000","290856.0","80.035","184","9008","460","83","1743","522"
"431960","4.04","257","6541","817974.0","75.930984","19","6234","150","2","84","52"
"413150","4.39","2442","10963","654.0","75.44396","477","7086","1082","373","1204","741"
"1091500","4.23","2964","13873","41494.0","73.9041","873","7008","2500","2447","510","535"
"739630","3.86","429","3600","427930.0","68.42865","72","2828","178","64","336","122"
"1086940","4.44","988","4608","324997.0","79.92998","382","2165","597","888","218","358"
"1174180","4.59","5435","16749","28.0","81.84268","1016","8773","3564","1670","764","962"
"346110","3.07","666","8677","9810.0","98.5016","399","7503","147","66","516","46"
"1938090","4.16","932","3608","19369.0","84.65239","62","2026","1315","54","134","17"
"945360","3.83","1329","7922","356714.0","90.90459","127","5865","528","113","1044","245"
"242760","3.74","927","6355","9600.0","58.390118","186","4799","634","120","551","65"
"1085660","3.52","2663","14567","32.0","76.77998","480","11095","807","176","1597","412"
"304930","2.74","1112","8540","9743.0","62.74085","194","7215","230","16","873","12"
"892970","4.0","632","4946","248521.0","81.98146","146","3756","232","193","456","163"
"322330","3.77","1393","9948","9882.0","76.86275","360","7717","366","138","1187","180"
"582010","4.01","1624","8821","46889.0","78.779465","452","5988","585","650","770","376"
"1966720","4.24","147","1049","968329.0","70.23363","28","753","86","31","109","42"
"1097150","3.74","1350","8908","326292.0","77.01178","107","6867","440","114","1095","285"
"221100","3.08","464","3162","9811.0","55.918587","50","2576","97","43","366","30"
"367520","4.4","2708","11800","9767.0","83.14808","880","7012","1746","677","938","547"
"374320","4.4","2762","11190","2551.0","57.017662","656","6829","2151","593","683","278"
"291550","3.23","1111","8279","9830.0","68.77106","205","6866","185","40","872","111"
"1623730","3.55","137","835","718135.0","68.0547","40","529","59","69","107","31"
"251570","3.36","493","4305","2255.0","76.4907","159","3559","144","58","340","45"
"1172620","0.0","0","0","572842.0","35.18512","0","0","0","0","0","0"
"960090","3.93","206","2096","58914.0","100.546005","85","1753","61","10","117","70"
"275850","3.71","1573","8207","2093.0","89.80786","321","5842","322","360","1055","307"
"289070","4.16","1417","7460","10297.0","106.46876","329","5323","682","171","612","343"
"444090","3.08","1415","8692","10989.0","62.20773","153","7119","206","27","1099","88"
"648800","3.89","443","2939","46301.0","59.57412","72","2204","268","82","241","72"
"548430","4.11","683","5217","9551.0","77.55616","123","4231","166","104","399","194"
"394360","4.06","375","2736","10715.0","60.73398","130","2169","132","40","161","104"
"489830","4.45","1967","10068","12447.0","114.2452","304","7445","1457","131","472","259"
"1203220","3.0","67","1088","398412.0","109.63667","54","935","14","21","53","11"
"814380","4.38","2103","8327","50734.0","83.65225","564","4014","1449","1283","701","316"
"990080","3.93","897","3701","906547.0","91.57366","326","1329","783","744","306","213"
"264710","4.24","1467","7101","10419.0","79.53033","503","4427","856","438","700","177"
"632360","4.14","693","4243","263590.0","73.04518","139","3001","329","256","327","191"
"2767030","3.7","112","970","993875.0","73.98683","32","741","26","11","99","61"
"1063730","2.56","9","369","14226.0","31.788294","7","355","1","2","4","0"
"1118200","4.25","145","831","349250.0","74.97763","18","660","23","42","46","42"
"1145360","4.42","2061","9076","274755.0","62.958923","481","5256","1426","728","674","511"
"261550","3.9","357","3071","16813.0","35.64366","161","2525","166","31","181","7"
"1237970","4.31","2065","8685","923.0","71.36601","317","5724","1868","293","376","107"
"1326470","3.69","120","742","398405.0","71.9227","42","390","99","136","54","21"
"1794680","4.19","786","5172","685577.0","69.522","84","3994","489","80","333","192"
"1238810","3.51","1006","4955","58494.0","59.81203","218","3322","595","214","475","131"
"594650","3.86","315","2478","47428.0","49.754234","62","1968","70","108","183","87"
"438100","3.14","531","5122","9575.0","63.39342","135","4385","81","18","443","60"
"1144200","3.98","166","1276","300682.0","92.48835","51","883","68","119","114","41"
"526870","4.3","336","2908","58806.0","68.15167","103","2226","107","149","210","113"
"1468810","2.79","14","158","548112.0","141.22789","3","134","8","3","9","1"
"1551360","4.29","758","4701","622492.0","104.5045","161","3221","332","333","393","261"
"2246340","4.16","34","250","973391.0","74.60611","20","76","30","100","9","15"
"1426210","4.47","1706","5552","455597.0","89.56654","260","2694","1533","596","236","233"
"427520","4.36","797","3607","10926.0","58.84681","125","2393","315","220","385","169"
"700330","3.22","275","2668","50678.0","99.11534","131","2266","44","14","192","21"
"477160","3.83","1026","5901","13247.0","93.22317","159","4638","538","63","425","78"
"698780","4.06","1292","5870","46956.0","148.87491","307","3771","1457","85","206","44"
"393380","3.9","113","1639","9894.0","59.05194","79","1401","22","35","73","29"
"294100","4.35","616","2980","12130.0","68.475174","105","2119","207","140","269","140"
"379720","4.38","3611","13987","2454.0","62.613464","604","8770","3002","525","780","306"
"782330","4.37","1418","7953","58777.0","69.57586","523","4470","1289","1080","381","210"
"3164500","3.65","37","112","1000049.0","58.41516","7","41","16","18","22","8"
"433850","2.12","66","710","58501.0","78.02904","9","617","5","1","76","2"
"1599340","3.18","284","3514","372576.0","70.89032","76","2993","46","41","315","43"
"534380","3.65","433","3225","58758.0","70.394714","288","1627","341","745","152","72"
"1238840","3.84","1966","7754","998.0","74.14992","227","4976","1401","177","800","173"
"435150","4.51","592","1924","59199.0","115.9315","198","892","318","234","158","124"
"268910","4.37","2029","8080","28154.0","67.97355","449","4389","1133","659","1046","404"
"3241660","4.33","34","141","998422.0","68.77106","5","80","16","1","21","18"
"646570","4.37","1074","5250","28121.0","72.25989","211","3664","574","187","367","247"
"2050650","4.59","587","2174","795632.0","95.20101","177","681","727","480","47","62"
"518790","3.44","226","2195","9538.0","96.891235","117","1824","28","31","177","18"
"1240440","3.64","726","7872","58751.0","88.92422","306","6126","357","598","377","108"
"270880","3.98","250","2547","10758.0","75.51801","110","2178","44","28","108","79"
"12210","4.58","96","233","378578.0","82.10432","26","40","96","25","30","16"
"552520","3.72","2163","8456","23585.0","80.39694","395","4748","1905","624","603","181"
"883710","4.5","2250","5470","58813.0","91.09419","411","1570","2153","903","274","159"
"812140","3.98","2096","8211","58616.0","109.96991","553","4476","1504","716","587","375"
"1222670","3.67","1153","6542","42187.0","82.71867","186","4829","507","56","697","267"
"1229490","4.37","137","1066","428741.0","68.51085","59","740","72","91","63","41"
"1222140","4.34","3299","10393","29177.0","100.258064","600","5190","3297","900","219","187"
"2694490","3.36","54","501","391403.0","74.6965","37","212","25","169","24","34"
"588650","4.24","1730","7264","11726.0","85.69849","384","4292","798","547","849","394"
"1716740","3.25","336","1932","58779.0","65.7227","231","530","140","761","195","75"
"211820","3.82","851","5475","12569.0","67.58614","191","4273","339","85","526","61"
"2183900","3.87","22","213","988673.0","102.34554","10","164","24","7","6","2"
"813780","4.29","303","2283","326253.0","90.53875","103","1731","102","94","174","79"
"379430","4.05","1449","7444","28172.0","90.54796","722","4700","648","523","621","230"
"1172380","4.14","2267","9630","257201.0","104.24978","463","5350","2221","861","461","274"
"1593500","4.36","716","1945","29179.0","79.32365","76","634","946","165","101","23"
"1332010","4.15","1241","5680","452638.0","61.09289","349","2655","1315","970","270","121"
"306130","3.66","133","468","41458.0","79.68477","52","222","33","17","117","27"
"2379780","4.32","236","919","977316.0","68.475174","40","465","150","75","109","80"
"1782210","2.99","78","984","705002.0","65.46451","18","849","33","2","78","4"
"1811260","3.67","15","139","969052.0","93.17376","2","119","5","0","12","1"
"304390","3.3","1678","9670","362.0","65.39333","616","7310","365","122","1156","101"
"262060","4.17","1353","7005","1244.0","67.983","400","4965","343","182","895","220"
"397540","3.87","966","6229","58617.0","83.15759","447","3981","689","569","345","198"
"444200","2.76","261","2284","1575.0","97.35298","27","2013","35","8","167","34"
"552990","3.16","174","2316","41052.0","70.59413","71","2074","32","6","109","24"
"601150","4.25","1536","6687","58755.0","107.14783","458","3531","1396","864","289","149"
"2881650","3.46","65","920","979524.0","69.94621","46","760","22","18","66","8"
"671860","3.84","25","62","963088.0","79.28042","0","21","9","5","25","2"
"524220","4.37","2157","9043","10141.0","62.62716","678","4850","1761","943","547","264"
"433340","3.87","577","3429","9736.0","70.6955","141","2532","302","59","320","75"
"686810","3.54","90","1544","270653.0","80.17613","75","1322","17","41","68","21"
"1057090","4.42","1296","6435","28199.0","81.90418","559","3469","1087","959","238","123"
"391220","4.04","2789","12366","7689.0","97.87293","686","7843","2834","408","436","159"
"508440","3.74","234","1596","11025.0","100.71112","106","1170","127","37","125","31"
"552500","3.61","778","8528","45969.0","93.47256","337","7376","275","89","376","75"
"1222680","3.26","557","3887","364806.0","104.589676","155","2882","324","173","296","57"
"244850","3.52","268","2918","10028.0","68.01396","88","2493","56","38","227","16"
"1092790","4.38","586","3171","479694.0","68.98021","143","1951","497","313","185","82"
"1868140","4.26","185","1060","871264.0","70.12302","61","518","134","195","97","55"
"570940","4.47","1455","5656","51610.0","85.209206","313","3297","1130","434","301","181"
"361420","3.78","509","2998","11460.0","62.128","136","2132","167","183","323","57"
"457140","4.15","375","2768","9880.0","83.396576","107","2192","69","99","218","83"
"1677740","2.8","38","839","557828.0","73.08977","10","781","16","2","24","6"
"362890","4.35","1071","6080","15426.0","68.29841","417","4079","906","342","241","95"
"581320","3.94","197","1374","59306.0","96.94603","50","1067","37","57","117","46"
"1158310","4.32","458","2842","384567.0","60.51088","126","2014","150","176","231","145"
"232090","3.53","814","5446","829.0","75.00248","271","4291","251","57","517","59"
"1151640","4.27","335","1379","419297.0","85.50247","101","746","345","88","61","38"
"1289310","3.97","553","3355","445442.0","78.30174","121","2452","632","62","81","7"
"594570","4.34","249","1546","9981.0","90.20233","95","1140","110","62","79","60"
"323190","4.19","1057","6123","45821.0","67.37039","412","4189","704","324","381","113"
"674940","3.82","390","3032","46560.0","79.66771","95","2502","149","26","220","40"
"1151340","2.85","659","4029","58585.0","98.107086","168","3062","97","186","411","105"
"412020","4.17","1698","8358","28201.0","73.71211","573","4998","1513","815","331","128"
"1506830","3.39","234","1439","546464.0","93.770874","20","1108","105","22","139","45"
"504230","4.37","1692","6142","22121.0","77.9287","556","3021","1293","488","491","293"
"1142710","4.01","66","746","552923.0","88.90301","65","530","19","70","38","24"
"1604030","3.72","171","2088","602224.0","50.809464","92","1599","72","142","152","31"
"774171","3.94","139","1506","58913.0","71.10565","48","1262","37","13","92","54"
"1196590","4.39","1022","5053","452649.0","94.72551","326","2751","1165","646","104","61"
"1832640","3.09","34","436","725781.0","81.40153","17","386","10","7","13","3"
"582160","3.97","2093","7966","28153.0","109.558914","466","4344","1850","479","583","244"
"1643320","3.77","304","2171","58386.0","106.03859","339","537","116","1068","68","43"
"387990","3.84","123","856","10847.0","74.779495","15","686","22","34","82","17"
"1361210","3.71","75","1028","471029.0","104.761185","51","757","18","110","64","28"
"1446780","4.22","178","1530","494393.0","95.78302","97","1015","114","149","81","74"
"1817070","4.46","439","1736","663742.0","117.61113","83","874","518","157","58","46"
"629760","3.9","266","2201","288796.0","68.36151","115","1738","53","63","188","44"
"513710","3.26","98","812","15268.0","65.921036","29","686","4","24","61","8"
"677620","3.4","232","3021","637477.0","82.01006","49","2707","48","14","183","20"
"632470","4.66","653","2157","545015.0","114.737045","272","679","579","365","143","119"
"2527500","4.2","129","323","965471.0","65.20459","23","86","148","47","15","4"
"1903340","4.49","357","980","983210.0","121.134186","93","202","331","227","45","82"
"424840","4.03","1627","11636","41.0","67.34323","798","8473","1514","398","329","124"
"2195250","3.49","69","237","963218.0","104.10611","6","120","34","11","42","24"
"1167630","4.16","218","1413","378579.0","65.806564","67","935","78","167","118","48"
"440900","2.84","457","3223","9831.0","97.72209","139","2693","87","33","253","18"
"356190","3.86","1375","8738","25.0","96.33822","561","6277","940","363","471","126"
"2054970","3.8","86","786","804753.0","95.37884","98","273","62","293","44","16"
"976310","3.97","1138","5726","274480.0","89.782326","201","3942","671","329","408","175"
"779340","3.98","169","980","51584.0","97.834435","81","594","57","131","80","37"
"1313140","4.11","439","2413","650605.0","71.77612","126","1353","358","314","173","89"
"1687950","4.75","524","3160","339958.0","91.304924","237","1706","479","485","92","161"
"1259420","3.97","1386","6599","29338.0","64.52095","416","3910","1079","639","370","185"
"1943950","3.49","38","283","812168.0","69.10079","10","218","41","5","7","2"
"1771300","4.41","129","643","980502.0","90.872086","93","146","114","235","22","33"
"268500","4.1","1308","7667","1256.0","67.86409","494","5626","721","216","509","101"
"219990","3.96","574","3943","9465.0","72.08667","183","3078","271","91","249","71"
"1217060","3.94","124","1360","449160.0","75.307465","33","1134","67","32","65","29"
"1721470","3.58","73","982","672365.0","78.38838","35","843","62","19","16","7"
"233860","4.16","187","1486","11587.0","64.383865","83","1151","51","69","94","38"
"418370","4.33","1965","8718","480.0","110.40088","451","5503","1894","401","332","137"
"1942280","4.04","132","1025","857690.0","61.215393","33","788","78","17","74","35"
"546560","4.36","501","3180","392019.0","95.72957","217","1826","302","629","94","112"
"848450","4.0","311","2034","287342.0","102.17229","159","1256","223","271","85","40"
"460930","3.56","716","3815","10125.0","136.9185","119","2775","352","129","364","76"
"2835570","4.01","98","485","974482.0","82.31985","16","299","114","22","25","9"
"613100","3.84","346","2665","9459.0","72.80238","88","2106","151","60","189","71"
"646910","3.17","330","2158","29238.0","67.1043","69","1673","94","69","201","52"
"365590","3.7","1342","6112","2728.0","106.14083","194","4314","742","129","641","92"
"466240","2.94","411","3624","9782.0","59.88133","150","3106","48","18","291","11"
"389730","4.02","778","4195","36.0","75.367805","93","3173","423","105","276","125"
"1665460","2.12","87","641","545029.0","29.136257","5","550","14","0","65","7"
"1030840","4.24","1108","5315","442854.0","86.63023","342","3055","1287","454","129","48"
"516750","4.12","83","477","11542.0","73.28549","15","352","28","36","33","13"
"952060","4.04","1055","5313","397477.0","76.099625","315","3035","1252","595","92","24"
"1046930","3.02","772","4253","327999.0","92.60358","82","3404","90","16","579","82"
"383870","4.3","2492","8240","2819.0","67.15489","336","4446","2730","482","195","51"
"349040","4.02","499","2684","2828.0","116.57657","81","1939","448","36","135","45"
"1407200","2.91","697","3900","722.0","66.35542","62","3122","130","13","485","88"
"582660","2.91","648","7527","22571.0","81.304474","229","6565","90","29","545","69"
"311690","4.07","1069","5402","2574.0","86.937164","319","3739","332","108","694","210"
"1366540","4.19","84","1041","537744.0","89.57988","33","858","18","61","45","26"
"962130","3.8","294","2007","391397.0","60.5882","105","1335","115","191","212","49"
"1248130","3.4","47","583","681398.0","76.82005","57","456","13","14","35","8"
"753640","4.36","878","4931","58764.0","73.07779","364","2795","611","696","324","141"
"714010","3.86","7","42","966102.0","54.425724","19","9","2","1","10","1"
"683320","4.2","1075","4983","59313.0","61.336613","376","2747","1031","535","209","85"
"635260","4.18","48","395","44215.0","78.78804","5","342","8","13","16","11"
"1274570","2.95","42","678","430254.0","62.777725","17","609","14","5","30","3"
"550650","2.58","239","2614","23302.0","68.620575","69","2380","20","3","131","11"
"2001120","4.47","189","700","994603.0","72.88754","66","153","204","218","18","41"
"1466860","3.74","105","1384","499264.0","44.525978","75","1147","54","41","52","15"
"815370","3.8","137","1115","61152.0","69.59208","52","835","75","64","73","16"
"1150690","4.35","167","1250","244700.0","64.236885","136","729","166","146","41","32"
"1454400","3.91","137","1023","58950.0","70.03285","9","873","66","4","53","18"
"1888930","4.66","541","1852","799265.0","79.02948","153","526","668","400","59","46"
"750920","3.98","88","370","479678.0","105.628944","120","70","127","24","15","14"
"881100","4.03","295","2124","61694.0","80.255585","95","1534","88","150","191","66"
"1113000","4.44","601","3376","4186.0","99.67171","203","2205","490","216","130","132"
"1203620","3.38","8","74","974828.0","76.65966","12","19","2","33","5","3"
"1888160","4.14","87","618","892902.0","114.3819","62","220","80","190","46","20"
"240720","3.6","285","2034","47204.0","121.09601","76","1542","118","27","243","28"
"397900","0.0","0","0","1000817.0","44.11911","0","0","0","0","0","0"
"2399830","4.56","9","79","968414.0","100.88013","13","50","1","6","8","1"
"602960","3.8","190","2223","268446.0","69.68043","120","1798","36","96","148","25"
"2669320","3.28","38","96","989185.0","94.07083","2","41","14","7","14","18"
"787860","3.08","199","1401","61471.0","96.53666","123","1059","34","17","151","17"
"620980","4.36","630","2546","58325.0","73.20319","47","1687","217","164","237","194"
"588430","3.42","1532","7099","559.0","71.52942","93","5127","601","21","1190","67"
"636480","3.7","54","294","23225.0","69.240585","1","233","16","8","27","9"
"949230","3.58","47","230","938003.0","92.262314","27","31","14","115","34","9"
"766570","2.73","72","1029","51292.0","83.747925","21","966","2","3","33","4"
"638970","4.37","1132","6657","492.0","83.05713","460","4531","845","346","255","220"
"414340","4.22","2292","9892","12536.0","121.19107","714","5768","1898","813","501","198"
"977950","0.0","0","6","92339.0","86.217896","2","2","1","0","1","0"
"678950","4.09","441","2759","49225.0","73.19387","88","2062","184","92","243","90"
"728880","4.15","805","4472","58827.0","70.98372","227","3045","458","160","407","175"
"1363080","3.97","38","330","496652.0","72.6977","36","159","13","78","30","14"
"471710","3.02","110","1840","10163.0","93.343956","41","1693","20","5","68","13"
"1237950","3.57","1366","5917","28152.0","88.79993","216","3986","771","129","662","153"
"1533390","3.5","16","445","557738.0","76.72731","7","418","3","2","14","1"
"1238860","3.95","1605","6549","3842.0","76.84569","159","4254","1463","106","506","61"
"460950","4.39","1133","4335","13856.0","86.6292","212","2296","1147","450","162","68"
"493340","3.78","295","2813","9644.0","66.60121","141","2338","56","56","165","57"
"924970","3.23","329","2878","397473.0","92.07821","99","2228","130","132","245","44"
"2670630","3.77","22","137","977230.0","70.09328","7","85","8","5","28","4"
"304430","4.39","2571","8374","1450.0","69.9557","527","4404","2677","485","220","61"
"1286830","3.86","283","2992","38965.0","97.891014","99","2508","91","39","209","46"
"424370","3.35","124","968","11484.0","96.21147","55","705","71","68","58","11"
"2709570","3.25","18","309","987039.0","75.3359","9","266","5","3","25","1"
"431240","3.83","372","3596","10436.0","77.31724","102","3122","115","11","200","46"
"1774580","4.22","262","1461","793647.0","97.1315","176","391","305","494","54","41"
"387290","4.42","1715","7640","17959.0","113.79124","455","4967","1416","309","339","154"
"1304930","3.5","33","281","485138.0","75.10295","14","141","25","71","21","9"
"1404210","3.58","108","692","404481.0","73.447044","18","528","41","12","73","20"
"2231450","4.16","58","406","914795.0","68.57615","48","196","42","70","30","20"
"3146520","4.14","6","70","990503.0","69.720146","0","54","3","6","4","3"
"380600","2.6","207","2775","10379.0","68.548134","76","2561","10","5","112","11"
"2622380","3.92","42","130","997548.0","86.981255","15","22","29","44","10","10"
"1250410","4.14","269","1997","326238.0","64.69637","55","1432","63","164","223","60"
"1790600","3.93","14","149","974379.0","93.42734","14","68","18","32","9","8"
"2215430","4.58","315","940","638650.0","121.64902","78","137","386","230","47","62"
"1049590","2.57","49","1138","309190.0","72.377075","17","1077","2","3","34","5"
"489520","2.29","389","5577","10092.0","82.491844","321","5040","23","9","175","9"
"1260320","3.77","40","351","618663.0","68.28956","16","238","12","40","36","9"
"1139900","3.84","643","4405","366850.0","66.51692","346","2769","496","413","330","51"
"403640","4.26","2021","10003","864.0","69.04523","787","6308","1702","598","447","161"
"495420","3.46","94","241","412478.0","111.01201","34","40","58","37","60","12"
"493520","3.66","84","937","50775.0","68.47518","34","736","14","60","73","20"
"1778820","4.03","67","378","850705.0","75.178","30","146","54","100","28","20"
"838350","3.93","27","225","61197.0","49.999462","8","175","7","3","22","10"
"680420","3.38","324","2432","327227.0","76.58502","91","1823","158","152","180","28"
"1282100","3.7","98","409","892898.0","56.31823","51","66","80","145","50","17"
"285900","3.9","398","2846","11729.0","91.003","61","2303","153","37","253","39"
"1384160","4.27","98","917","374507.0","66.02598","35","666","34","87","51","44"
"504370","3.22","569","4298","10031.0","66.21417","108","3657","88","7","415","23"
"2479810","0.0","5","34","969410.0","64.51035","0","29","1","4","0","0"
"312660","3.58","740","4806","382.0","74.14183","278","3648","395","106","322","57"
"1272080","2.64","36","256","502116.0","67.848015","25","96","19","78","31","7"
"871720","3.29","103","983","59115.0","77.29752","38","836","31","3","67","8"
"409710","4.24","1417","10902","10754.0","74.98884","726","8297","1268","174","329","108"
"418460","3.76","131","1724","9753.0","93.290474","150","1431","29","18","78","18"
"760160","2.99","122","2066","662357.0","110.06281","59","1805","22","47","125","8"
"1364780","4.11","50","495","742771.0","75.9337","40","258","20","116","28","33"
"1328670","4.57","574","4074","516111.0","105.066414","300","2637","486","387","122","142"
"3240220","3.86","14","365","998846.0","78.13851","26","318","11","1","9","0"
"246620","3.98","660","3860","2390.0","96.856476","85","2958","452","36","280","49"
"414700","3.68","731","4533","9835.0","68.00412","381","3125","616","166","207","38"
"1621690","3.93","84","919","616688.0","71.69959","53","690","26","69","56","25"
"1147560","3.6","138","1108","412477.0","87.96785","76","776","56","93","92","15"
"851850","3.74","156","1278","327258.0","104.969345","45","879","138","135","61","20"
"674020","2.86","55","952","59347.0","67.99334","22","856","6","18","44","6"
"1284190","3.74","35","381","758571.0","69.298355","15","294","18","29","18","7"
"648350","3.62","343","2729","58085.0","98.63423","203","2094","126","60","194","52"
"880940","3.91","172","1503","61415.0","69.5512","36","1239","75","15","116","22"
"420530","4.24","187","1148","10992.0","65.454094","88","756","199","59","23","23"
"637650","3.9","305","2140","45745.0","70.32149","124","1626","207","66","77","40"
"2567870","0.0","0","0","617010.0","74.48746","0","0","0","0","0","0"
"573090","3.92","24","194","23415.0","102.7672","2","160","3","8","12","9"
"454650","3.61","189","1315","939.0","99.743195","45","989","146","34","82","19"
"617290","3.61","652","3685","236694.0","94.88711","293","2378","405","223","324","62"
"2593370","0.0","3","21","980717.0","109.62078","1","15","3","2","0","0"
"529340","3.75","51","556","608549.0","69.30875","23","431","14","44","24","20"
"2623190","4.0","55","310","1001843.0","109.06171","55","59","36","95","39","26"
"1627720","4.17","287","1354","605674.0","74.57958","150","326","285","428","121","44"
"364360","4.05","319","2402","9845.0","87.51871","167","1829","187","50","130","39"
"1290000","3.96","154","1540","581104.0","89.20137","22","1254","94","27","91","52"
"253230","4.31","506","3033","11164.0","93.94421","221","1995","386","213","142","76"
"621060","3.85","267","2401","44641.0","74.90535","113","1935","101","28","176","48"
"645630","3.76","100","1307","28074.0","79.21734","86","1107","31","13","53","17"
"470220","3.72","266","2320","2074.0","75.10762","38","1959","115","9","163","36"
"774361","4.04","571","4198","258322.0","69.680435","308","2823","407","319","234","107"
"1693980","4.39","2192","9514","4570.0","72.58734","470","6008","2133","278","571","54"
"480490","4.28","2235","10221","39.0","68.84267","792","6229","1634","665","671","230"
"1089980","4.2","65","1101","349439.0","79.80276","44","958","72","14","7","6"
"1371980","3.85","25","313","973539.0","97.62712","39","110","3","133","19","9"
"870780","4.32","350","1711","479695.0","73.60033","183","949","355","116","70","38"
"2344520","3.75","303","1456","388309.0","55.26003","144","372","231","494","119","96"
"552100","3.98","43","235","10903.0","75.29022","8","177","2","20","9","19"
"346010","3.79","468","3571","10281.0","61.44268","126","2853","112","74","371","35"
"1846380","3.42","142","1007","861287.0","81.83923","59","604","91","123","99","31"
"644930","3.93","171","944","23613.0","66.855354","40","699","55","50","74","26"
"3097560","3.86","26","159","989987.0","96.560524","7","98","11","6","29","8"
"933110","3.74","105","1384","499264.0","98.0246","75","1147","54","41","52","15"
"386940","4.09","226","1722","10879.0","94.26916","62","1410","83","17","119","31"
"502500","3.93","286","1983","59352.0","115.251724","82","1507","150","104","91","49"
"881020","3.91","11","113","976166.0","111.93","1","85","8","14","4","1"
"994280","3.58","19","347","275672.0","108.58746","14","296","12","11","10","4"
"1017180","4.05","19","221","303875.0","68.10342","5","186","3","9","10","8"
"1451940","4.12","67","482","516122.0","62.980217","30","301","70","46","19","16"
"1149460","2.97","33","381","619944.0","63.764957","16","296","6","33","24","6"
"1824220","3.76","96","1232","327203.0","70.70226","88","951","27","72","73","21"
"367500","3.91","677","5186","4032.0","109.564865","301","3938","357","215","321","54"
"972660","4.12","379","2767","326236.0","38.786034","147","1867","214","249","207","83"
"603850","0.0","1","7","674615.0","45.997868","1","2","1","1","2","0"
"313120","2.99","178","1678","10868.0","70.85869","130","1310","33","32","155","18"
"1659040","3.93","2023","10869","10035.0","29.132406","785","7617","1251","379","705","132"
"1325200","3.99","271","1900","47234.0","65.129074","202","1321","139","88","122","28"
"2322560","0.0","0","0","429390.0","84.786835","0","0","0","0","0","0"
"1129580","3.48","62","743","367081.0","74.673874","50","547","22","69","42","13"
"501300","4.38","2031","6537","42.0","89.16221","413","3406","2091","474","107","46"
"920210","3.86","230","2148","326239.0","110.017334","145","1419","153","214","140","77"
"1987080","2.85","13","225","795440.0","74.07753","2","200","7","3","11","2"
"690790","3.57","333","3527","244716.0","101.02203","189","2921","53","88","226","50"
"612880","4.09","1765","7277","28202.0","98.12313","438","4279","1641","562","268","89"
"505460","3.73","60","565","15323.0","66.128525","10","476","10","19","46","4"
"1206560","3.81","37","258","702395.0","104.085594","8","184","18","15","29","4"
"1562430","4.3","231","1233","842402.0","63.61849","121","596","234","193","57","32"
"568220","3.75","55","630","12748.0","90.68126","27","521","14","21","41","6"
"1465360","3.98","274","1707","368952.0","79.161285","81","1153","48","142","184","99"
"1817190","4.25","937","4344","452634.0","116.10661","226","2142","1230","599","67","80"
"310950","3.49","509","4497","2805.0","59.886784","142","3752","182","49","316","56"
"599140","3.73","438","3189","13199.0","75.67098","153","2479","155","109","231","62"
"601510","3.19","181","1833","8845.0","131.31905","39","1580","33","3","154","24"
"476600","3.55","1175","6471","21924.0","92.08899","285","4519","1086","216","305","60"
"666140","3.52","283","2683","44029.0","76.56949","243","2045","81","77","178","59"
"2124490","4.49","216","826","868086.0","90.12314","88","120","265","290","33","30"
"860510","4.37","551","2663","366881.0","56.946854","256","1093","643","552","76","43"
"2161700","4.34","98","514","962676.0","74.7632","48","158","104","145","26","33"
"834910","2.48","48","385","274763.0","63.624626","9","338","4","13","19","2"
"843380","3.03","99","1345","236804.0","74.6611","14","1224","8","3","84","12"
"312520","3.9","128","1596","82.0","65.907845","151","1145","41","136","97","26"
"1295660","3.44","16","97","983201.0","105.85215","12","30","6","37","6","6"
"1501750","3.33","70","393","840776.0","91.79398","59","57","46","184","43","4"
"1419170","3.83","40","587","3621.0","73.40199","10","529","5","8","28","7"
"967050","2.53","46","725","285714.0","62.34103","23","647","15","7","31","2"
"1288310","0.0","0","121","252007.0","64.895615","6","113","0","2","0","0"
"527230","3.52","241","2139","11676.0","60.701233","198","1653","79","32","154","23"
"1669980","4.0","16","75","959830.0","74.65181","9","40","13","6","5","2"
"751780","4.03","225","2171","60817.0","70.7849","85","1793","136","35","90","32"
"337000","3.96","2009","10773","1447.0","118.518715","951","7338","1373","409","579","123"
"704270","2.69","133","1950","58776.0","81.14313","82","1677","23","50","108","10"
"1845910","3.08","85","260","991790.0","93.801926","28","60","82","57","24","9"
"555160","3.97","68","879","10204.0","28.984224","17","784","15","5","41","17"
"1369630","3.99","94","557","537743.0","107.656265","58","213","97","132","42","15"
"1850570","4.27","276","1951","614964.0","119.46201","152","1208","253","169","99","70"
"3070070","3.44","9","69","988944.0","83.06438","0","54","6","2","6","1"
"692850","4.01","458","3420","61176.0","95.64218","223","2389","335","271","140","62"
"1544020","3.53","246","1571","529698.0","100.96959","169","712","267","345","56","22"
"1088850","4.29","892","4696","616765.0","105.87688","302","2762","941","452","139","100"
"805550","3.99","76","792","60860.0","124.47547","21","671","13","20","41","26"
