"app_id","platform_names"
"1671410","PlayStation"
"1671410","Xbox"
"566090","PC"
"566090","PlayStation"
"566090","Xbox"
"1286990","Apple Macintosh"
"1286990","Linux"
"1286990","Nintendo"
"1286990","Android"
"1286990","PC"
"1286990","PlayStation"
"1286990","Xbox"
"782250","PC"
"782250","Apple Macintosh"
"782250","Linux"
"819030","PC"
"819030","iOS"
"819030","PlayStation"
"819030","Nintendo"
"428430","PC"
"2172260","PC"
"1437400","PC"
"1437400","Apple Macintosh"
"1437400","PlayStation"
"792120","PC"
"2348610","PC"
"926340","PC"
"1154840","PC"
"360620","PC"
"360620","Linux"
"1352330","PC"
"1352330","iOS"
"1352330","Android"
"1146310","Nintendo"
"1146310","PC"
"1146310","PlayStation"
"1146310","iOS"
"1146310","Xbox"
"906870","iOS"
"1462470","PC"
"1462470","Apple Macintosh"
"1462470","Linux"
"662830","PC"
"662830","Apple Macintosh"
"662830","iOS"
"379980","PC"
"379980","Apple Macintosh"
"2076140","PC"
"2076140","Apple Macintosh"
"2076140","Linux"
"1373780","PC"
"889910","PC"
"889910","PlayStation"
"889910","Xbox"
"889910","Nintendo"
"1154040","PC"
"559330","PC"
"559330","PlayStation"
"1062960","PC"
"891220","PC"
"1316910","PC"
"1316910","PlayStation"
"1316910","Xbox"
"1316910","Nintendo"
"468560","PC"
"662320","PC"
"438680","PC"
"438680","Apple Macintosh"
"501320","PC"
"501320","Apple Macintosh"
"501320","Nintendo"
"852110","PC"
"593960","PC"
"396650","PC"
"396650","Apple Macintosh"
"396650","Android"
"396650","Linux"
"782670","PC"
"782670","Apple Macintosh"
"782670","Linux"
"772430","PC"
"772430","Apple Macintosh"
"772430","Linux"
"1839880","PC"
"838630","PC"
"2450700","PC"
"704920","PC"
"704920","Linux"
"704920","iOS"
"704920","Android"
"668550","PC"
"668550","Nintendo"
"1342890","PC"
"1399370","PC"
"2165610","PC"
"460060","PC"
"460060","Apple Macintosh"
"460060","Linux"
"1802720","PC"
"1059980","PC"
"345330","PC"
"1359650","PC"
"460430","PC"
"460430","Apple Macintosh"
"460430","Linux"
"970560","Nintendo"
"970560","PC"
"970560","PlayStation"
"970560","iOS"
"970560","Xbox"
"1125240","PC"
"458770","PC"
"458770","PlayStation"
"458770","Xbox"
"2869860","PC"
"2869860","Apple Macintosh"
"2869860","Linux"
"604490","PC"
"604490","Apple Macintosh"
"604490","Linux"
"1173510","PC"
"1082180","PC"
"1082180","PlayStation"
"1082180","Xbox"
"1082180","Nintendo"
"1358140","PC"
"1078420","PC"
"1078420","Apple Macintosh"
"1078420","Linux"
"886900","PC"
"886900","Apple Macintosh"
"1859470","PC"
"1859470","PlayStation"
"1859470","Xbox"
"1859470","Nintendo"
"702120","PC"
"702120","PlayStation"
"531960","PC"
"1205040","PC"
"1205040","iOS"
"1205040","Android"
"1154790","Apple Macintosh"
"1154790","Nintendo"
"1154790","PC"
"1154790","PlayStation"
"1154790","Xbox"
"529660","PC"
"529660","PlayStation"
"529660","Xbox"
"529660","Nintendo"
"1144030","PC"
"1144030","Apple Macintosh"
"1144030","Linux"
"1803400","PC"
"1101360","PC"
"1101360","PlayStation"
"1101360","Xbox"
"1101360","Nintendo"
"741140","PC"
"1350840","PC"
"1369760","PlayStation"
"1369760","Nintendo"
"2075720","PC"
"2075720","Web"
"628770","PC"
"628770","Apple Macintosh"
"628770","Linux"
"628770","Nintendo"
"657240","PC"
"657240","Xbox"
"366440","PC"
"674400","PC"
"448320","PC"
"952290","PC"
"465490","PC"
"1347550","PC"
"600750","PC"
"600750","iOS"
"600750","Android"
"2674590","PC"
"487700","PC"
"487700","Apple Macintosh"
"487700","Linux"
"407560","PC"
"843260","PC"
"843260","Xbox"
"2499470","PC"
"610380","PC"
"608800","PC"
"608800","Apple Macintosh"
"608800","Linux"
"1631470","PC"
"845890","PC"
"845890","Apple Macintosh"
"1901200","PC"
"1405500","PC"
"2059530","PC"
"1601970","PC"
"959080","PC"
"959080","Apple Macintosh"
"959080","Linux"
"1157340","PC"
"909660","PC"
"909660","Apple Macintosh"
"909660","Linux"
"2093910","PC"
"2570210","PC"
"1476520","PC"
"551730","PC"
"551730","PlayStation"
"998400","PC"
"348670","PC"
"348670","Apple Macintosh"
"2693060","PC"
"1246020","PC"
"566860","PC"
"2903950","PC"
"1039890","PC"
"1039890","PlayStation"
"1644990","PC"
"808290","PC"
"593150","PC"
"593150","Xbox"
"593150","Nintendo"
"2314720","PC"
"488440","PC"
"488440","Apple Macintosh"
"488440","iOS"
"488440","Linux"
"861250","Apple Macintosh"
"861250","Nintendo"
"861250","PC"
"861250","PlayStation"
"861250","Xbox"
"1147750","Apple Macintosh"
"1147750","Linux"
"1147750","Android"
"1147750","PC"
"1147750","iOS"
"385270","PC"
"385270","Linux"
"1511780","PC"
"1511780","Apple Macintosh"
"1511780","Linux"
"496810","PC"
"496810","PlayStation"
"804700","PC"
"2005160","PC"
"1556980","PC"
"748370","PC"
"658260","PC"
"658260","PlayStation"
"487220","PC"
"1930640","PC"
"285110","PC"
"285110","Apple Macintosh"
"285110","Linux"
"491040","PC"
"491040","Apple Macintosh"
"491040","Linux"
"491040","Nintendo"
"915600","PC"
"2024070","PC"
"503400","PC"
"503400","iOS"
"503400","Android"
"2020710","PC"
"2322440","PC"
"1539140","PC"
"735570","PC"
"3267430","PC"
"280520","PC"
"280520","Apple Macintosh"
"280520","Linux"
"1108560","Xbox"
"465240","PC"
"2390260","PC"
"1089630","PC"
"1445790","PC"
"1607240","PC"
"1607240","Apple Macintosh"
"623340","PC"
"774811","PC"
"774811","Nintendo"
"513230","PC"
"513230","Apple Macintosh"
"1494440","PC"
"1494440","Apple Macintosh"
"1159560","PC"
"1159560","Apple Macintosh"
"1159560","Linux"
"1424720","PC"
"812040","PC"
"1946550","PC"
"626610","PlayStation"
"626610","Nintendo"
"1715280","PC"
"599750","PC"
"599750","Apple Macintosh"
"599750","Linux"
"1556870","Nintendo"
"1556870","PC"
"1556870","PlayStation"
"1556870","iOS"
"1556870","Xbox"
"797400","PC"
"1151440","PC"
"1151440","PlayStation"
"1052990","PC"
"1052990","Apple Macintosh"
"1107300","Apple Macintosh"
"1107300","Nintendo"
"1107300","PC"
"1107300","iOS"
"1107300","Xbox"
"882710","PC"
"353700","PC"
"353700","PlayStation"
"1319460","PC"
"2067790","PC"
"381940","PC"
"743130","PC"
"743130","Apple Macintosh"
"743130","Linux"
"790850","Apple Macintosh"
"790850","Linux"
"790850","Nintendo"
"790850","Android"
"790850","PC"
"790850","PlayStation"
"790850","iOS"
"790850","Xbox"
"2302140","PC"
"2302140","Apple Macintosh"
"2302140","Linux"
"1868000","PC"
"1896390","PC"
"1072480","PC"
"1072480","PlayStation"
"1072480","Xbox"
"1479730","PC"
"1479730","PlayStation"
"1479730","Xbox"
"1946700","Apple Macintosh"
"1946700","Linux"
"1946700","PC"
"1946700","PlayStation"
"1946700","iOS"
"1946700","Xbox"
"1732740","PC"
"467380","PC"
"1450900","PC"
"2427420","PC"
"1257410","PC"
"2252680","PC"
"1100930","PC"
"585020","PC"
"883360","Apple Macintosh"
"883360","Linux"
"883360","Nintendo"
"883360","PC"
"883360","PlayStation"
"883360","iOS"
"883360","Xbox"
"925950","PC"
"1413870","PC"
"1377450","PC"
"1377450","PlayStation"
"1377450","Xbox"
"1311070","PC"
"1311070","PlayStation"
"1311070","Xbox"
"1311070","Nintendo"
"2507980","PC"
"1368860","PC"
"568320","PC"
"568320","Apple Macintosh"
"568320","Linux"
"1274490","PC"
"601810","PC"
"2224850","PC"
"1898290","Apple Macintosh"
"1898290","Linux"
"1898290","Nintendo"
"1898290","PC"
"1898290","PlayStation"
"1898290","iOS"
"1898290","Xbox"
"429680","PC"
"2525310","PC"
"2539960","PC"
"628950","PC"
"1360390","PC"
"1077520","PC"
"1811040","Apple Macintosh"
"1811040","Nintendo"
"1811040","PC"
"1811040","PlayStation"
"1811040","iOS"
"1811040","Xbox"
"545270","PC"
"545270","PlayStation"
"545270","Xbox"
"545270","Nintendo"
"1089710","PC"
"919360","PC"
"2273550","PC"
"1186740","iOS"
"402620","PC"
"1796580","PC"
"2503770","PC"
"1184480","PC"
"1184480","PlayStation"
"1184480","Xbox"
"1184480","Nintendo"
"340490","PC"
"340490","PlayStation"
"340490","Xbox"
"366870","PC"
"366870","Apple Macintosh"
"366870","PlayStation"
"366870","Xbox"
"1550510","PC"
"2024230","PC"
"2529170","PC"
"1140890","PC"
"1140890","PlayStation"
"1140890","Xbox"
"1140890","Nintendo"
"954650","PC"
"441550","PC"
"833040","PC"
"833040","Apple Macintosh"
"833040","Linux"
"710470","PC"
"710470","PlayStation"
"578720","PC"
"578720","Apple Macintosh"
"578720","iOS"
"1430420","PC"
"499180","PC"
"1393750","PC"
"1899060","PC"
"616250","PC"
"616250","Apple Macintosh"
"616250","Android"
"2629330","PC"
"1000760","Nintendo"
"1000760","PC"
"1000760","PlayStation"
"1000760","iOS"
"1000760","Xbox"
"1113570","PC"
"1113570","PlayStation"
"1113570","Nintendo"
"1552350","Apple Macintosh"
"1552350","Linux"
"1552350","Nintendo"
"1552350","PC"
"1552350","PlayStation"
"1552350","Xbox"
"383580","PC"
"909320","PC"
"1428100","PC"
"990050","PC"
"990050","PlayStation"
"716640","PC"
"716640","Apple Macintosh"
"716640","iOS"
"716640","Linux"
"619700","PC"
"619700","PlayStation"
"619700","Xbox"
"2291340","PC"
"2291340","iOS"
"2291340","Android"
"881320","Apple Macintosh"
"881320","Nintendo"
"881320","PC"
"881320","PlayStation"
"881320","Xbox"
"3292260","PC"
"611160","PC"
"2123640","PC"
"1769420","PC"
"1029500","PC"
"937580","PC"
"842910","PC"
"842910","PlayStation"
"842910","Xbox"
"842910","Nintendo"
"1975440","PC"
"1975440","PlayStation"
"1975440","Xbox"
"1782570","PC"
"1380910","PC"
"1380910","Apple Macintosh"
"1380910","Linux"
"2621150","PC"
"2621150","Apple Macintosh"
"1619520","PC"
"1275640","PC"
"3126330","PC"
"3126330","Apple Macintosh"
"3126330","Linux"
"1140620","PC"
"839910","PC"
"839910","Apple Macintosh"
"839910","Web"
"1392960","PC"
"1392960","PlayStation"
"1392960","Nintendo"
"694720","PC"
"694720","PlayStation"
"611980","PC"
"510050","PC"
"1420350","PC"
"1420350","Apple Macintosh"
"1420350","Linux"
"1420350","Nintendo"
"725270","PC"
"725270","Apple Macintosh"
"725270","iOS"
"725270","Nintendo"
"1669170","PC"
"1471200","PC"
"1371690","PC"
"1371690","PlayStation"
"1371690","Xbox"
"1371690","Nintendo"
"586030","Apple Macintosh"
"586030","Linux"
"586030","Android"
"586030","PC"
"586030","PlayStation"
"586030","iOS"
"1162070","PC"
"1301390","PC"
"1301390","Apple Macintosh"
"1151050","PC"
"1389160","PC"
"1574900","PC"
"2055290","PC"
"2055290","PlayStation"
"2055290","Xbox"
"2055290","Nintendo"
"1582680","PC"
"425210","PC"
"425210","Apple Macintosh"
"425210","PlayStation"
"425210","Linux"
"2821800","PC"
"1508680","PC"
"1798010","PC"
"1798010","PlayStation"
"1798010","Nintendo"
"1922010","PC"
"885150","PC"
"885150","PlayStation"
"885150","Xbox"
"885150","Nintendo"
"1910680","PC"
"1910680","Web"
"1779200","Web"
"287310","SEGA"
"287310","Nintendo"
"287310","Android"
"287310","PC"
"287310","PlayStation"
"287310","iOS"
"1026420","PC"
"2793710","PC"
"1722860","PC"
"1722860","Apple Macintosh"
"1722860","iOS"
"395570","Apple Macintosh"
"395570","Linux"
"395570","PC"
"395570","PlayStation"
"395570","Xbox"
"672870","PC"
"566190","PC"
"1590230","PC"
"1590230","Apple Macintosh"
"1389990","PC"
"1839940","PC"
"1839940","PlayStation"
"1839940","Xbox"
"1214360","PC"
"3149840","PC"
"437570","Apple Macintosh"
"437570","Linux"
"437570","Nintendo"
"437570","Android"
"437570","PC"
"437570","PlayStation"
"2585830","PC"
"1032790","PC"
"1032790","Apple Macintosh"
"1032790","iOS"
"971680","PC"
"2442460","PC"
"2442460","Apple Macintosh"
"251270","Linux"
"251270","Nintendo"
"251270","PC"
"251270","PlayStation"
"251270","iOS"
"251270","Xbox"
"1078920","PC"
"351700","PC"
"351700","Apple Macintosh"
"351700","Linux"
"1043390","PC"
"2687970","PC"
"878670","PC"
"878670","PlayStation"
"2617400","PC"
"2617400","Apple Macintosh"
"2617400","Linux"
"2211170","PC"
"2211170","Apple Macintosh"
"1018020","PC"
"1018020","PlayStation"
"1018020","Xbox"
"1018020","Nintendo"
"1108000","PC"
"1108000","PlayStation"
"1108000","Xbox"
"1108000","Nintendo"
"250680","PC"
"250680","PlayStation"
"250680","Xbox"
"1019550","PC"
"319870","PC"
"319870","Apple Macintosh"
"319870","iOS"
"319870","Linux"
"371200","Apple Macintosh"
"371200","Linux"
"371200","Nintendo"
"371200","PC"
"371200","iOS"
"687260","PC"
"687260","PlayStation"
"687260","Nintendo"
"483770","PC"
"483770","PlayStation"
"483770","Xbox"
"572220","PC"
"572220","Xbox"
"1057180","PC"
"1057180","iOS"
"521340","PC"
"521340","Apple Macintosh"
"521340","Linux"
"2193540","PC"
"379210","PC"
"379210","Apple Macintosh"
"379210","Linux"
"1201280","PC"
"566540","PC"
"566540","PlayStation"
"566540","Nintendo"
"1573280","PC"
"1276660","PC"
"529590","Apple Macintosh"
"529590","Nintendo"
"529590","PC"
"529590","iOS"
"529590","Xbox"
"1258590","PC"
"1258590","Web"
"550840","PC"
"550840","Apple Macintosh"
"550840","iOS"
"1092040","PC"
"1092040","Apple Macintosh"
"1092040","Linux"
"421670","PC"
"421670","Apple Macintosh"
"421670","Linux"
"1552810","PC"
"1552810","PlayStation"
"1552810","Xbox"
"505630","Apple Macintosh"
"505630","Android"
"505630","PC"
"505630","PlayStation"
"505630","iOS"
"505630","Xbox"
"674090","PC"
"1674890","PC"
"1639430","Web"
"1205960","PC"
"1013140","PC"
"455910","PC"
"455910","Nintendo"
"558260","PC"
"558260","PlayStation"
"558260","Xbox"
"2304990","PC"
"453340","PC"
"453340","Apple Macintosh"
"663090","PC"
"585550","PC"
"1546310","PC"
"1329510","PC"
"1761380","iOS"
"1405470","PC"
"1661630","PC"
"1063490","PC"
"1063490","Apple Macintosh"
"1597730","PC"
"809890","PC"
"809890","PlayStation"
"809890","Xbox"
"809890","Nintendo"
"628730","PC"
"628730","Android"
"1149550","PC"
"1149550","PlayStation"
"551860","PC"
"551860","Apple Macintosh"
"551860","iOS"
"551860","Linux"
"1437760","PC"
"706020","PC"
"706020","PlayStation"
"706020","Xbox"
"1335530","PC"
"1335530","Apple Macintosh"
"1335530","PlayStation"
"1335530","Linux"
"753930","PC"
"1700270","PC"
"1089830","PC"
"1089830","PlayStation"
"1089830","Xbox"
"1089830","Nintendo"
"1772830","PC"
"1283230","PC"
"1283230","Apple Macintosh"
"420790","PC"
"420790","Apple Macintosh"
"420790","Linux"
"892420","PC"
"2594540","PC"
"1546010","PC"
"648430","PC"
"648430","Xbox"
"907680","PC"
"1456650","PC"
"1289340","PC"
"876160","PC"
"1564790","PC"
"982270","PC"
"982270","iOS"
"1839430","PC"
"474210","Apple Macintosh"
"474210","Linux"
"474210","Nintendo"
"474210","PC"
"474210","PlayStation"
"474210","Xbox"
"467520","PC"
"1464930","PC"
"1599880","PC"
"1599880","iOS"
"1599880","Android"
"720350","Apple Macintosh"
"720350","Nintendo"
"720350","PC"
"720350","PlayStation"
"720350","Xbox"
"914750","PC"
"914750","PlayStation"
"914750","Xbox"
"914750","Nintendo"
"3178350","PC"
"671800","PC"
"2511500","PC"
"2511500","Apple Macintosh"
"2511500","Linux"
"3127650","PC"
"846870","PC"
"846870","PlayStation"
"846870","Xbox"
"846870","Nintendo"
"709920","PC"
"2086430","PC"
"2086430","Apple Macintosh"
"1865060","PC"
"311010","Apple Macintosh"
"311010","Nintendo"
"311010","PC"
"311010","Linux"
"311010","Xbox"
"1601740","PC"
"1160920","PC"
"1867530","PC"
"1867530","PlayStation"
"1867530","Xbox"
"1132730","PC"
"1132730","Apple Macintosh"
"1892420","PC"
"639490","PC"
"639490","Apple Macintosh"
"639490","Linux"
"1915380","PC"
"580170","PC"
"580170","Apple Macintosh"
"580170","Linux"
"580170","Nintendo"
"717640","Apple Macintosh"
"717640","Linux"
"717640","Android"
"717640","PC"
"717640","iOS"
"785890","iOS"
"785890","Nintendo"
"785890","Android"
"785890","PC"
"785890","Linux"
"785890","Xbox"
"679110","PC"
"679110","PlayStation"
"679110","Xbox"
"1481170","PC"
"1481170","Linux"
"1256230","PC"
"1256230","Linux"
"2695270","PC"
"826600","PC"
"2345020","PC"
"1598160","PC"
"2007530","PC"
"583760","PC"
"583760","Apple Macintosh"
"583760","Linux"
"1054430","PC"
"1054430","Apple Macintosh"
"347800","PC"
"347800","Apple Macintosh"
"347800","Linux"
"347800","Nintendo"
"754500","PC"
"754500","Linux"
"1263070","PC"
"1263070","PlayStation"
"1263070","Xbox"
"1265780","PC"
"1265780","PlayStation"
"1265780","Xbox"
"853450","PC"
"1162680","PC"
"418670","Apple Macintosh"
"418670","Linux"
"418670","Nintendo"
"418670","PC"
"418670","PlayStation"
"418670","Xbox"
"3003300","PC"
"1141580","PC"
"1368130","PC"
"1368130","PlayStation"
"1368130","Xbox"
"2734310","Apple Macintosh"
"2734310","Linux"
"2734310","Nintendo"
"2734310","Android"
"2734310","PC"
"2734310","PlayStation"
"2734310","iOS"
"1437820","PC"
"951430","PC"
"951430","Apple Macintosh"
"951430","iOS"
"951430","Android"
"2011780","PC"
"1109410","PC"
"342480","Apple Macintosh"
"342480","Linux"
"342480","PC"
"342480","PlayStation"
"342480","Xbox"
"1232460","PC"
"1232460","PlayStation"
"450860","PC"
"541670","PC"
"541670","PlayStation"
"1236720","PC"
"1236720","Apple Macintosh"
"1236720","Linux"
"1127610","PC"
"1127610","iOS"
"1127610","Web"
"1607280","PC"
"1585570","PC"
"2281410","PC"
"2281410","Apple Macintosh"
"1961950","PC"
"1961950","iOS"
"1961950","Xbox"
"1614440","PC"
"1614440","PlayStation"
"1614440","Xbox"
"1614440","Nintendo"
"830820","PC"
"370770","PC"
"364050","PC"
"364050","Apple Macintosh"
"364050","Linux"
"1375870","PC"
"416210","PC"
"416210","Apple Macintosh"
"416210","Linux"
"1151450","PC"
"1151450","PlayStation"
"1494840","PC"
"1277920","PC"
"1869270","PC"
"1630920","PC"
"502550","PC"
"502550","Apple Macintosh"
"606140","PC"
"2473480","Apple Macintosh"
"2473480","Linux"
"2473480","Nintendo"
"2473480","PC"
"2473480","PlayStation"
"2473480","Xbox"
"2238040","PC"
"2238040","PlayStation"
"2238040","Nintendo"
"2617700","PC"
"697550","PC"
"697550","Xbox"
"325260","PC"
"630060","PC"
"798290","PC"
"798290","PlayStation"
"798290","Xbox"
"938380","PC"
"938380","PlayStation"
"938380","Xbox"
"1164250","PC"
"1164250","PlayStation"
"477730","PC"
"550080","PC"
"550080","PlayStation"
"1025440","PC"
"1990110","PC"
"1435670","PC"
"1435670","Apple Macintosh"
"1435670","Linux"
"1091980","Apple Macintosh"
"1091980","Linux"
"1091980","PC"
"1091980","PlayStation"
"1091980","Xbox"
"3028500","PC"
"1489970","PC"
"334540","PC"
"824720","PC"
"567290","PC"
"567290","Apple Macintosh"
"567290","Linux"
"496620","Apple Macintosh"
"496620","Nintendo"
"496620","PC"
"496620","PlayStation"
"496620","Xbox"
"1205240","PC"
"1205240","Apple Macintosh"
"2292260","PC"
"1029630","PC"
"762830","Apple Macintosh"
"762830","Nintendo"
"762830","PC"
"762830","PlayStation"
"762830","iOS"
"762830","Xbox"
"1100140","PC"
"1532200","PC"
"2111170","PC"
"2111170","Nintendo"
"1072920","PC"
"1926620","PC"
"1926620","Apple Macintosh"
"1926620","Linux"
"1591290","PC"
"1170060","PC"
"1389630","PC"
"805590","PC"
"514920","PC"
"449220","PC"
"783170","PC"
"2013240","PC"
"2013240","iOS"
"2013240","Android"
"434420","PC"
"553790","PC"
"816350","PC"
"816350","Apple Macintosh"
"816350","Linux"
"2370570","PlayStation"
"2370570","Nintendo"
"2986260","PC"
"921780","PC"
"422900","PC"
"422900","Apple Macintosh"
"422900","Linux"
"1499120","PC"
"1499120","PlayStation"
"465760","PC"
"465760","Apple Macintosh"
"465760","Linux"
"465760","Xbox"
"1956600","PC"
"1037130","PC"
"1037130","Xbox"
"1037130","Nintendo"
"1759380","PC"
"1511630","PC"
"591630","PC"
"591630","PlayStation"
"845880","PC"
"845880","PlayStation"
"975470","PC"
"975470","PlayStation"
"975470","Xbox"
"975470","Nintendo"
"429620","Apple Macintosh"
"429620","Linux"
"429620","Nintendo"
"429620","Android"
"429620","PC"
"429620","PlayStation"
"429620","iOS"
"535520","Apple Macintosh"
"535520","Nintendo"
"535520","PC"
"535520","PlayStation"
"535520","Xbox"
"2348100","PC"
"694500","PC"
"694500","PlayStation"
"694500","Nintendo"
"1931020","PC"
"858940","PC"
"513290","PC"
"544390","PC"
"544390","Apple Macintosh"
"1611490","PC"
"1299690","PC"
"1799930","PC"
"1799930","PlayStation"
"1799930","Xbox"
"1799930","Nintendo"
"1080750","Apple Macintosh"
"1080750","Nintendo"
"1080750","PC"
"1080750","PlayStation"
"1080750","iOS"
"1080750","Xbox"
"792040","PC"
"765710","PC"
"262120","PC"
"646200","PC"
"762650","PC"
"1147510","PC"
"1162930","PC"
"629220","PC"
"629220","PlayStation"
"629220","Xbox"
"629220","Nintendo"
"671620","PC"
"671620","iOS"
"2499800","PC"
"1046400","PC"
"1046400","PlayStation"
"1046400","Xbox"
"1046400","Nintendo"
"1135240","PC"
"1490610","PC"
"1490610","PlayStation"
"1490610","Xbox"
"1490610","Nintendo"
"1895130","PC"
"1668510","PC"
"1668510","PlayStation"
"1668510","Nintendo"
"390710","PC"
"1419730","PC"
"1091920","PC"
"1930600","PC"
"1713350","PC"
"1320550","PC"
"1096570","PC"
"1096570","PlayStation"
"1096570","Xbox"
"876850","PC"
"2400340","PC"
"696480","PC"
"696480","Apple Macintosh"
"1374970","PC"
"1374970","PlayStation"
"1374970","Xbox"
"1374970","Nintendo"
"1847240","Nintendo"
"1847240","Android"
"1847240","PC"
"1847240","PlayStation"
"1847240","iOS"
"1141220","PC"
"2840190","PC"
"2624280","PC"
"232450","PC"
"232450","Apple Macintosh"
"232450","iOS"
"232450","Linux"
"553260","PC"
"553260","Apple Macintosh"
"553260","Linux"
"553260","Nintendo"
"445130","PC"
"445130","Apple Macintosh"
"445130","Linux"
"696220","PC"
"2356500","PC"
"2824660","PC"
"2216130","PC"
"2151290","PC"
"368180","PC"
"368180","Apple Macintosh"
"368180","Linux"
"2649080","PC"
"814680","PC"
"814680","PlayStation"
"814680","Xbox"
"814680","Nintendo"
"646500","PC"
"646500","Apple Macintosh"
"646500","Linux"
"2124420","PC"
"1538460","PC"
"1504740","PC"
"1504740","Apple Macintosh"
"1504740","Linux"
"2157680","PC"
"636100","Apple Macintosh"
"636100","Linux"
"636100","Nintendo"
"636100","Android"
"636100","PC"
"636100","PlayStation"
"636100","iOS"
"636100","Xbox"
"1315980","PC"
"2330500","PC"
"1569520","Web"
"869880","PC"
"3463050","PC"
"2873760","PC"
"1273260","PC"
"1273260","Apple Macintosh"
"1273260","Linux"
"556820","PC"
"556820","Apple Macintosh"
"556820","iOS"
"556820","Linux"
"1074070","PC"
"350740","Apple Macintosh"
"350740","Linux"
"350740","Nintendo"
"350740","Android"
"350740","PC"
"350740","PlayStation"
"350740","iOS"
"350740","Xbox"
"769970","PC"
"769970","Apple Macintosh"
"769970","Nintendo"
"484950","PC"
"1461600","Web"
"1461600","Android"
"944010","PC"
"865540","PC"
"2081400","PC"
"1133730","PC"
"1133730","iOS"
"1133730","Android"
"2400770","PC"
"2277320","PC"
"2277320","Apple Macintosh"
"1563130","PC"
"1878740","PC"
"478980","PC"
"478980","Apple Macintosh"
"478980","iOS"
"478980","Android"
"1137750","PC"
"327140","PC"
"327140","PlayStation"
"938220","PC"
"2823080","PC"
"658570","PC"
"490220","PC"
"490220","Apple Macintosh"
"1898500","PC"
"1328890","PC"
"1290260","PC"
"1433420","PC"
"1164390","PC"
"2289650","PC"
"2289650","Apple Macintosh"
"2289650","Linux"
"1529710","PC"
"1571100","PC"
"1571100","Apple Macintosh"
"981750","PC"
"981750","PlayStation"
"981750","Nintendo"
"542340","PC"
"1424660","PC"
"992910","PC"
"1114860","PC"
"2226700","PC"
"1573720","Apple Macintosh"
"1573720","Nintendo"
"1573720","PC"
"1573720","PlayStation"
"1573720","Xbox"
"3438990","PC"
"753660","PC"
"1493800","PC"
"650510","PC"
"650510","PlayStation"
"1116540","PC"
"1713810","PC"
"1713810","Linux"
"561600","PC"
"561600","PlayStation"
"561600","Xbox"
"561600","Nintendo"
"976940","PC"
"1124260","PC"
"727020","PC"
"2435090","Web"
"790600","PC"
"790600","Apple Macintosh"
"790600","iOS"
"790600","Android"
"1558830","PC"
"806140","PC"
"2567190","PC"
"1933700","PC"
"1384770","PC"
"1384770","iOS"
"1085220","PC"
"1085220","Xbox"
"1085220","Nintendo"
"1271400","PC"
"1271400","Xbox"
"327510","PC"
"612390","Apple Macintosh"
"612390","Linux"
"612390","Nintendo"
"612390","Android"
"612390","PC"
"612390","PlayStation"
"612390","iOS"
"612390","Xbox"
"854940","Apple Macintosh"
"854940","Nintendo"
"854940","PC"
"854940","PlayStation"
"854940","Xbox"
"767390","PC"
"767390","PlayStation"
"767390","Xbox"
"1094000","PC"
"1389550","PC"
"1389550","Apple Macintosh"
"1522160","PC"
"1522160","PlayStation"
"1522160","Xbox"
"1522160","Nintendo"
"934580","PC"
"1679220","PC"
"3004100","PC"
"3004100","PlayStation"
"3004100","Nintendo"
"1979440","PC"
"1979440","PlayStation"
"1979440","Xbox"
"1603640","PC"
"1603640","Apple Macintosh"
"1603640","iOS"
"1864950","PC"
"1864950","Apple Macintosh"
"1924430","iOS"
"929200","PC"
"366760","PC"
"366760","Linux"
"359600","PC"
"359600","PlayStation"
"359600","Xbox"
"1026840","PC"
"642090","PC"
"642090","Apple Macintosh"
"642090","Linux"
"2006140","PC"
"2346410","PC"
"2346410","Apple Macintosh"
"636450","PC"
"636450","PlayStation"
"2774380","PC"
"1346010","PC"
"1346010","PlayStation"
"1346010","Xbox"
"1346010","Nintendo"
"2059660","PC"
"803140","PC"
"290470","PC"
"290470","PlayStation"
"290470","Xbox"
"290470","Nintendo"
"1065970","PC"
"1065970","PlayStation"
"1065970","Nintendo"
"986680","PC"
"677340","PC"
"677340","PlayStation"
"677340","Xbox"
"677340","Nintendo"
"968870","PC"
"968870","PlayStation"
"968870","Xbox"
"968870","Nintendo"
"2543180","PC"
"2543180","PlayStation"
"2499520","PC"
"381020","Apple Macintosh"
"381020","Nintendo"
"381020","PC"
"381020","Linux"
"381020","Xbox"
"2555430","PC"
"2798600","PC"
"669950","PC"
"669950","PlayStation"
"669950","Nintendo"
"954870","PC"
"1540960","PC"
"440760","PC"
"660160","PC"
"1058380","PC"
"366260","Neo Geo"
"366260","Nintendo"
"366260","Android"
"366260","PC"
"366260","PlayStation"
"366260","iOS"
"366260","Xbox"
"1380220","PC"
"1366950","Web"
"574740","PC"
"1730250","PC"
"552080","PC"
"459080","PC"
"459080","Apple Macintosh"
"459080","PlayStation"
"459080","Nintendo"
"1356810","PC"
"1356810","Apple Macintosh"
"428750","Apple Macintosh"
"428750","Linux"
"428750","Nintendo"
"428750","Android"
"428750","PC"
"428750","PlayStation"
"428750","iOS"
"428750","Xbox"
"551110","Apple Macintosh"
"551110","Linux"
"551110","Nintendo"
"551110","PC"
"551110","iOS"
"2581050","PC"
"1224290","PC"
"1175830","PlayStation"
"1066260","PC"
"2443360","PC"
"2688570","PC"
"3059010","PC"
"290100","PC"
"2196790","PC"
"567280","PC"
