"app_id","full_audio_languages"
"638490","English"
"1433340","English"
"1433340","Spanish - Spain"
"1970980","English"
"1726190","English"
"1726190","French"
"1726190","Traditional Chinese"
"1726190","Spanish - Spain"
"1726190","Japanese"
"1726190","Spanish - Latin America"
"1694960","German"
"1694960","English"
"863570","English"
"863570","Turkish"
"2102450","Japanese"
"2102450","Spanish - Latin America"
"2102450","English"
"2102450","Italian"
"844260","English"
"844260","Turkish"
"1429500","Japanese"
"1429500","Spanish - Latin America"
"1429500","Simplified Chinese"
"1136380","Korean"
"1136380","English"
"1206430","German"
"1206430","English"
"1206430","French"
"1206430","Portuguese - Brazil"
"1206430","Dutch"
"1206430","Spanish - Spain"
"1206430","Polish"
"1206430","Japanese"
"1206430","Spanish - Latin America"
"1206430","Russian"
"1206430","Italian"
"1437830","Traditional Chinese"
"1437830","Simplified Chinese"
"467360","English"
"1701380","English"
"3167180","Traditional Chinese"
"3167180","Simplified Chinese"
"3167180","Korean"
"2143680","Japanese"
"2143680","Simplified Chinese"
"2143680","Traditional Chinese"
"1920480","Traditional Chinese"
"1920480","Japanese"
"1920480","English"
"1444110","English"
"1440440","English"
"1440440","Russian"
"551770","German"
"551770","English"
"551770","French"
"334210","English"
"3069120","Simplified Chinese"
"3069120","English"
"638110","English"
"1157220","Swedish"
"1157220","English"
"1351630","Japanese"
"1351630","English"
"765870","German"
"765870","English"
"765870","Spanish - Spain"
"766280","Japanese"
"766280","Russian"
"1043340","German"
"1043340","English"
"2853730","German"
"2853730","English"
"2853730","French"
"2853730","Spanish - Spain"
"2853730","Polish"
"2853730","Japanese"
"1190150","German"
"1190150","English"
"1190150","French"
"1190150","Spanish - Spain"
"1190150","Afrikaans"
"1190150","Polish"
"1190150","Spanish - Latin America"
"1190150","Russian"
"1190150","Dutch"
"2644610","Ukrainian"
"2644610","Hungarian"
"2644610","English"
"555880","Japanese"
"555880","English"
"1589120","Japanese"
"1589120","English"
"1171310","Simplified Chinese"
"1171310","Russian"
"1552620","English"
"1552620","Turkish"
"1454970","English"
"1454970","French"
"1454970","Portuguese - Brazil"
"726110","German"
"726110","English"
"726110","French"
"726110","Portuguese - Brazil"
"726110","Korean"
"726110","Dutch"
"726110","Spanish - Spain"
"726110","Simplified Chinese"
"726110","Japanese"
"726110","Turkish"
"726110","Russian"
"726110","Italian"
"1701800","English"
"1701800","Portuguese - Brazil"
"588970","German"
"588970","Vietnamese"
"588970","Portuguese - Brazil"
"588970","Spanish - Spain"
"588970","Norwegian"
"588970","Arabic"
"588970","Russian"
"588970","Dutch"
"588970","Italian"
"588970","Turkish"
"588970","English"
"588970","Traditional Chinese"
"588970","Ukrainian"
"588970","Hungarian"
"588970","Danish"
"588970","Japanese"
"588970","Romanian"
"588970","Czech"
"588970","Finnish"
"588970","French"
"588970","Thai"
"588970","Korean"
"588970","Swedish"
"588970","Bulgarian"
"588970","Polish"
"588970","Greek"
"588970","Simplified Chinese"
"588970","Portuguese - Portugal"
"1492680","English"
"1492680","Turkish"
"489140","Japanese"
"489140","English"
"1122680","English"
"1122680","Turkish"
"1191580","English"
"1253870","English"
"314450","English"
"716500","English"
"716500","Portuguese - Brazil"
"970960","Simplified Chinese"
"970960","English"
"741510","English"
"1182370","English"
"1012110","English"
"1012110","Turkish"
"936780","Ukrainian"
"936780","German"
"936780","English"
"936780","Russian"
"581130","Traditional Chinese"
"581130","Japanese"
"581130","Korean"
"581130","Simplified Chinese"
"381640","Russian"
"922320","Traditional Chinese"
"922320","English"
"684680","German"
"684680","English"
"684680","Portuguese - Brazil"
"684680","Traditional Chinese"
"684680","Korean"
"684680","Spanish - Spain"
"684680","Japanese"
"684680","Simplified Chinese"
"684680","Spanish - Latin America"
"684680","Russian"
"857450","Japanese"
"857450","Simplified Chinese"
"2055050","Japanese"
"2055050","Simplified Chinese"
"2055050","English"
"2055050","Traditional Chinese"
"2095340","Traditional Chinese"
"2095340","English"
"587260","Japanese"
"1569090","Traditional Chinese"
"1569090","Japanese"
"359100","English"
"359100","Italian"
"1187510","German"
"1187510","English"
"1187510","French"
"1187510","Korean"
"1187510","Simplified Chinese"
"1187510","Japanese"
"1187510","Russian"
"1142130","English"
"577670","English"
"577670","Turkish"
"534370","Hungarian"
"534370","English"
"802880","Japanese"
"802880","Simplified Chinese"
"2479830","German"
"2479830","English"
"2479830","French"
"2479830","Portuguese - Brazil"
"2479830","Thai"
"2479830","Traditional Chinese"
"2479830","Korean"
"2479830","Indonesian"
"2479830","Spanish - Spain"
"2479830","Polish"
"2479830","Japanese"
"2479830","Simplified Chinese"
"2479830","Turkish"
"2479830","Russian"
"2479830","Italian"
"1310330","English"
"1310330","Russian"
"754530","German"
"754530","English"
"754530","Polish"
"1127460","English"
"1981610","Japanese"
"1981610","English"
"843200","Traditional Chinese"
"843200","English"
"3170540","English"
"1284820","Japanese"
"1284820","Simplified Chinese"
"1284820","Korean"
"2272250","Simplified Chinese"
"2272250","English"
"417910","German"
"417910","English"
"417910","Spanish - Spain"
"417910","Polish"
"417910","Simplified Chinese"
"417910","Russian"
"417910","Turkish"
"622720","English"
"622720","Spanish - Spain"
"399120","English"
"399120","Russian"
"1063770","English"
"936720","English"
"1612620","Simplified Chinese"
"984780","German"
"984780","English"
"984780","French"
"984780","Portuguese - Brazil"
"984780","Spanish - Spain"
"984780","Japanese"
"984780","Spanish - Latin America"
"984780","Italian"
"957790","English"
"803980","Korean"
"803980","English"
"1913210","Japanese"
"1913210","English"
"960980","Korean"
"960980","English"
"2017080","English"
"2017080","Dutch"
"448370","English"
"2134770","English"
"2134770","Turkish"
"447120","Simplified Chinese"
"447120","English"
"257030","Japanese"
"257030","English"
"948830","Simplified Chinese"
"1456760","English"
"1456760","Filipino"
"951000","Traditional Chinese"
"951000","Japanese"
"1769170","German"
"1769170","Vietnamese"
"1769170","Spanish - Spain"
"1769170","Russian"
"1769170","Dutch"
"1769170","Turkish"
"1769170","Italian"
"1769170","English"
"1769170","Ukrainian"
"1769170","Indonesian"
"1769170","Hungarian"
"1769170","Japanese"
"1769170","Czech"
"1769170","French"
"1769170","Korean"
"1769170","Polish"
"1769170","Greek"
"1769170","Simplified Chinese"
"1769170","Portuguese - Portugal"
"1401730","English"
"1401730","Russian"
"581660","Simplified Chinese"
"581660","English"
"1947500","English"
"1947500","Russian"
"976390","Traditional Chinese"
"976390","Japanese"
"1338840","English"
"1338840","Portuguese - Portugal"
"449040","English"
"2213120","English"
"2213120","Catalan"
"3204250","German"
"3204250","English"
"3204250","French"
"3204250","Traditional Chinese"
"3204250","Korean"
"3204250","Spanish - Spain"
"3204250","Polish"
"3204250","Simplified Chinese"
"3204250","Japanese"
"3204250","Russian"
"3204250","Turkish"
"3204250","Portuguese - Portugal"
"1116880","Traditional Chinese"
"1116880","Simplified Chinese"
"1514930","German"
"1514930","English"
"1514930","French"
"1514930","Portuguese - Brazil"
"1514930","Traditional Chinese"
"1514930","Spanish - Spain"
"1514930","Arabic"
"1514930","Russian"
"1514930","Italian"
"1444650","English"
"1444650","French"
"2061440","English"
"2061440","Romanian"
"1240590","English"
"1240590","Turkish"
"523000","Japanese"
"523000","Korean"
"609150","Japanese"
"609150","English"
"1189800","English"
"1189800","Turkish"
"368430","Norwegian"
"368430","English"
"368430","Russian"
"1230170","German"
"1230170","English"
"1230170","French"
"1230170","Portuguese - Brazil"
"1230170","Traditional Chinese"
"1230170","Korean"
"1230170","Spanish - Spain"
"1230170","Polish"
"1230170","Japanese"
"1230170","Simplified Chinese"
"1230170","Turkish"
"1230170","Spanish - Latin America"
"1230170","Russian"
"1230170","Italian"
"1230170","Portuguese - Portugal"
"1715730","English"
"1011190","English"
"1011190","Russian"
"728730","German"
"728730","English"
"728730","French"
"728730","Portuguese - Brazil"
"728730","Traditional Chinese"
"728730","Spanish - Spain"
"728730","Polish"
"728730","Greek"
"728730","Simplified Chinese"
"728730","Turkish"
"728730","Russian"
"728730","Italian"
"445310","Czech"
"445310","German"
"445310","English"
"445310","French"
"445310","Polish"
"445310","Russian"
"1033420","Traditional Chinese"
"1033420","Japanese"
"495990","Simplified Chinese"
"495990","English"
"495280","Japanese"
"495280","English"
"773670","German"
"773670","Portuguese - Brazil"
"773670","Spanish - Spain"
"773670","Norwegian"
"773670","Arabic"
"773670","Russian"
"773670","Turkish"
"773670","Italian"
"773670","Dutch"
"773670","English"
"773670","Ukrainian"
"773670","Traditional Chinese"
"773670","Danish"
"773670","Hungarian"
"773670","Japanese"
"773670","Romanian"
"773670","Czech"
"773670","Finnish"
"773670","French"
"773670","Thai"
"773670","Korean"
"773670","Swedish"
"773670","Bulgarian"
"773670","Polish"
"773670","Greek"
"773670","Simplified Chinese"
"773670","Portuguese - Portugal"
"2183650","Japanese"
"2183650","Spanish - Latin America"
"600370","English"
"1580790","Japanese"
"1580790","English"
"898650","Korean"
"898650","English"
"1072500","English"
"1072500","Russian"
"2694420","Traditional Chinese"
"2694420","English"
"2522520","English"
"2389240","English"
"2389240","Russian"
"595500","English"
"1193090","Japanese"
"1193090","English"
"1193090","Russian"
"828900","Traditional Chinese"
"828900","English"
"1155330","Ukrainian"
"1155330","English"
"410980","German"
"410980","English"
"415880","English"
"1028470","Polish"
"1433990","English"
"427940","Traditional Chinese"
"427940","English"
"927890","German"
"927890","Vietnamese"
"927890","Portuguese - Brazil"
"927890","Spanish - Spain"
"927890","Norwegian"
"927890","Arabic"
"927890","Russian"
"927890","Turkish"
"927890","Italian"
"927890","Dutch"
"927890","English"
"927890","Ukrainian"
"927890","Traditional Chinese"
"927890","Spanish - Latin America"
"927890","Danish"
"927890","Hungarian"
"927890","Japanese"
"927890","Romanian"
"927890","Czech"
"927890","Finnish"
"927890","French"
"927890","Thai"
"927890","Korean"
"927890","Swedish"
"927890","Bulgarian"
"927890","Polish"
"927890","Greek"
"927890","Simplified Chinese"
"927890","Portuguese - Portugal"
"1822910","German"
"1822910","English"
"1822910","French"
"1822910","Portuguese - Brazil"
"1822910","Spanish - Spain"
"1451810","German"
"1451810","English"
"1451810","French"
"1451810","Portuguese - Brazil"
"1451810","Traditional Chinese"
"1451810","Korean"
"1451810","Spanish - Spain"
"1451810","Polish"
"1451810","Japanese"
"1451810","Spanish - Latin America"
"1451810","Italian"
"574090","English"
"574090","Russian"
"999860","English"
"748300","English"
"748300","Portuguese - Portugal"
"328070","English"
"375900","Simplified Chinese"
"375900","English"
"885570","French"
"852220","English"
"852220","Turkish"
"1904860","English"
"1904860","Turkish"
"817510","German"
"817510","English"
"513450","English"
"2084940","Simplified Chinese"
"2084940","Korean"
"2060160","German"
"2060160","English"
"2060160","French"
"2060160","Portuguese - Brazil"
"2060160","Korean"
"2060160","Spanish - Spain"
"2060160","Polish"
"2060160","Simplified Chinese"
"2060160","Japanese"
"2060160","Russian"
"2060160","Italian"
"639170","German"
"639170","English"
"639170","French"
"639170","Spanish - Spain"
"639170","Simplified Chinese"
"1332470","Czech"
"1332470","German"
"1332470","English"
"1332470","French"
"1332470","Portuguese - Brazil"
"1332470","Korean"
"1332470","Hungarian"
"1332470","Spanish - Spain"
"1332470","Polish"
"1332470","Japanese"
"1332470","Simplified Chinese"
"1332470","Turkish"
"1332470","Spanish - Latin America"
"1332470","Russian"
"1332470","Italian"
"1332470","Portuguese - Portugal"
"1210030","Korean"
"1034860","Traditional Chinese"
"1034860","Japanese"
"1034860","English"
"2552450","Traditional Chinese"
"2552450","Japanese"
"2552450","English"
"1078760","English"
"1078760","Portuguese - Portugal"
"537450","German"
"537450","English"
"537450","French"
"537450","Portuguese - Brazil"
"537450","Spanish - Spain"
"537450","Russian"
"537450","Italian"
"968790","Japanese"
"968790","English"
"495050","Japanese"
"495050","English"
"1222300","English"
"1222300","Turkish"
"1110100","English"
"1110100","Spanish - Latin America"
"1419850","English"
"1419850","Hindi"
"747350","English"
"747350","Turkish"
"1330660","English"
"1330660","Turkish"
"329070","English"
"1101140","English"
"1101140","Russian"
"1554840","English"
"1233410","Ukrainian"
"1233410","English"
"592600","German"
"592600","English"
"592600","French"
"592600","Portuguese - Brazil"
"592600","Traditional Chinese"
"592600","Spanish - Spain"
"592600","Turkish"
"592600","Greek"
"592600","Simplified Chinese"
"592600","Arabic"
"592600","Italian"
"592600","Portuguese - Portugal"
"270130","English"
"1356280","Indonesian"
"1356280","English"
"503580","English"
"2659900","Czech"
"2659900","German"
"2659900","English"
"2659900","French"
"2659900","Portuguese - Brazil"
"2659900","Traditional Chinese"
"2659900","Thai"
"2659900","Korean"
"2659900","Dutch"
"2659900","Spanish - Spain"
"2659900","Hungarian"
"2659900","Polish"
"2659900","Simplified Chinese"
"2659900","Japanese"
"2659900","Russian"
"2659900","Italian"
"2659900","Portuguese - Portugal"
"1471180","Traditional Chinese"
"1471180","Simplified Chinese"
"3400000","English"
"3400000","Romanian"
"1334730","Traditional Chinese"
"1334730","English"
"510500","English"
"3112260","Japanese"
"3112260","English"
"3112260","Spanish - Latin America"
"611020","English"
"611020","Russian"
"991260","German"
"991260","English"
"991260","French"
"991260","Spanish - Spain"
"991260","Japanese"
"991260","Italian"
"1138100","Simplified Chinese"
"1138100","English"
"1416260","German"
"1416260","English"
"1416260","Simplified Chinese"
"2130460","Japanese"
"1376070","English"
"2492040","Japanese"
"2492040","English"
"2492040","Spanish - Latin America"
"427030","Traditional Chinese"
"427030","Simplified Chinese"
"1340130","Traditional Chinese"
"1340130","Japanese"
"1554790","Luxembourgish"
"1554790","Malay"
"1554790","Odia"
"1554790","Slovak"
"1554790","Estonian"
"1554790","Serbian"
"1554790","Quechua"
"1554790","Tamil"
"1554790","Ukrainian"
"1554790","Uzbek"
"1554790","Spanish - Latin America"
"1554790","Malayalam"
"1554790","Nepali"
"1554790","Afrikaans"
"1554790","Hebrew"
"1554790","Korean"
"1554790","Igbo"
"1554790","Swedish"
"1554790","Icelandic"
"1554790","Basque"
"1554790","German"
"1554790","Norwegian"
"1554790","Tigrinya"
"1554790","Dutch"
"1554790","Turkish"
"1554790","Armenian"
"1554790","Sindhi"
"1554790","Yoruba"
"1554790","Gujarati"
"1554790","Bangla"
"1554790","Uyghur"
"1554790","Hausa"
"1554790","Punjabi (Shahmukhi)"
"1554790","Valencian"
"1554790","Tatar"
"1554790","Galician"
"1554790","Polish"
"1554790","Maltese"
"1554790","Simplified Chinese"
"1554790","Tswana"
"1554790","Zulu"
"1554790","Portuguese - Brazil"
"1554790","Konkani"
"1554790","K'iche'"
"1554790","Scots"
"1554790","Spanish - Spain"
"1554790","Sotho"
"1554790","Swahili"
"1554790","Russian"
"1554790","Belarusian"
"1554790","Filipino"
"1554790","English"
"1554790","Turkmen"
"1554790","Xhosa"
"1554790","Kinyarwanda"
"1554790","Irish"
"1554790","Latvian"
"1554790","Slovenian"
"1554790","Georgian"
"1554790","Tajik"
"1554790","Japanese"
"1554790","Maori"
"1554790","Romanian"
"1554790","Finnish"
"1554790","Khmer"
"1554790","Thai"
"1554790","Azerbaijani"
"1554790","Assamese"
"1554790","Persian"
"1554790","Kannada"
"1554790","Greek"
"1554790","Welsh"
"1554790","Marathi"
"1554790","Portuguese - Portugal"
"1554790","Vietnamese"
"1554790","Urdu"
"1554790","Arabic"
"1554790","Lithuanian"
"1554790","Italian"
"1554790","Macedonian"
"1554790","Catalan"
"1554790","Traditional Chinese"
"1554790","Kazakh"
"1554790","Mongolian"
"1554790","Telugu"
"1554790","Wolof"
"1554790","Dari"
"1554790","Indonesian"
"1554790","Hungarian"
"1554790","Danish"
"1554790","Amharic"
"1554790","Albanian"
"1554790","Hindi"
"1554790","Czech"
"1554790","Kyrgyz"
"1554790","French"
"1554790","Punjabi (Gurmukhi)"
"1554790","Sorani"
"1554790","Croatian"
"1554790","Bosnian"
"1554790","Bulgarian"
"1554790","Sinhala"
"1554790","Cherokee"
"747340","Japanese"
"747340","Swedish"
"423950","English"
"423950","Spanish - Spain"
"1203930","Simplified Chinese"
"1203930","English"
"431590","English"
"431590","Turkish"
"2575900","English"
"1125480","Simplified Chinese"
"1125480","English"
"1506510","German"
"1506510","English"
"1506510","French"
"1506510","Traditional Chinese"
"1506510","Spanish - Spain"
"1506510","Simplified Chinese"
"1506510","Spanish - Latin America"
"573410","English"
"719750","German"
"719750","English"
"719750","French"
"719750","Portuguese - Brazil"
"719750","Korean"
"719750","Dutch"
"719750","Spanish - Spain"
"719750","Polish"
"719750","Japanese"
"719750","Russian"
"719750","Italian"
"719750","Portuguese - Portugal"
"1596310","English"
"455820","English"
"455820","Portuguese - Portugal"
"1318090","Ukrainian"
"1318090","English"
"1893810","Traditional Chinese"
"1893810","English"
"469990","Japanese"
"469990","English"
"364390","English"
"364390","Spanish - Spain"
"2597970","Simplified Chinese"
"2597970","English"
"868020","English"
"1710580","German"
"1710580","English"
"1710580","French"
"1710580","Portuguese - Brazil"
"1710580","Traditional Chinese"
"1710580","Spanish - Spain"
"1710580","Simplified Chinese"
"1710580","Italian"
"331690","Traditional Chinese"
"331690","English"
"1591530","Japanese"
"1163870","English"
"419460","English"
"754890","English"
"754890","Spanish - Latin America"
"1373510","English"
"1373510","French"
"1373510","Spanish - Spain"
"1373510","Japanese"
"1373510","Russian"
"1373510","Italian"
"1671410","Ukrainian"
"1671410","English"
"566090","English"
"566090","Russian"
"782250","English"
"819030","Traditional Chinese"
"819030","Japanese"
"2172260","English"
"1437400","Traditional Chinese"
"1437400","English"
"792120","English"
"360620","English"
"1146310","German"
"1146310","English"
"1146310","Polish"
"1146310","French"
"662830","Simplified Chinese"
"662830","English"
"662830","Russian"
"379980","English"
"1154040","German"
"1154040","Korean"
"1154040","English"
"559330","German"
"559330","English"
"559330","French"
"559330","Simplified Chinese"
"559330","Spanish - Latin America"
"1316910","Traditional Chinese"
"1316910","Japanese"
"1316910","English"
"662320","English"
"662320","Russian"
"593960","English"
"593960","Portuguese - Brazil"
"396650","English"
"782670","Japanese"
"782670","English"
"782670","Russian"
"838630","English"
"838630","French"
"2450700","English"
"1399370","Traditional Chinese"
"1399370","Japanese"
"1399370","Korean"
"1399370","Simplified Chinese"
"460060","Korean"
"460060","English"
"1802720","Japanese"
"1802720","Korean"
"345330","German"
"345330","English"
"345330","French"
"345330","Portuguese - Brazil"
"345330","Spanish - Spain"
"345330","Russian"
"1359650","English"
"460430","Traditional Chinese"
"460430","English"
"970560","Japanese"
"1125240","English"
"458770","German"
"458770","English"
"458770","French"
"458770","Spanish - Spain"
"458770","Simplified Chinese"
"458770","Italian"
"2869860","English"
"1082180","German"
"1082180","English"
"1082180","French"
"1082180","Spanish - Spain"
"1082180","Russian"
"1082180","Italian"
"1358140","English"
"1358140","Turkish"
"1078420","English"
"1078420","Portuguese - Brazil"
"1078420","Traditional Chinese"
"1078420","Hungarian"
"1078420","Spanish - Spain"
"1078420","Simplified Chinese"
"1078420","Spanish - Latin America"
"1078420","Russian"
"1078420","Portuguese - Portugal"
"702120","Japanese"
"702120","Portuguese - Brazil"
"1205040","English"
"1154790","German"
"1154790","English"
"1154790","French"
"1154790","Spanish - Spain"
"1154790","Italian"
"529660","Polish"
"529660","English"
"1101360","Traditional Chinese"
"1101360","English"
"1350840","English"
"1350840","Traditional Chinese"
"1350840","Korean"
"1350840","Simplified Chinese"
"1350840","Japanese"
"1369760","Japanese"
"1369760","English"
"2075720","English"
"366440","Polish"
"366440","English"
"674400","English"
"465490","English"
"465490","Russian"
"600750","English"
"600750","Portuguese - Brazil"
"407560","Czech"
"407560","English"
"610380","Korean"
"610380","English"
"610380","Russian"
"610380","Turkish"
"845890","Simplified Chinese"
"845890","English"
"959080","English"
"1157340","Japanese"
"1157340","English"
"2093910","Traditional Chinese"
"2093910","Simplified Chinese"
"2093910","Korean"
"2093910","English"
"2570210","English"
"2570210","Italian"
"1476520","Simplified Chinese"
"1476520","English"
"551730","Japanese"
"998400","Hungarian"
"998400","Russian"
"2693060","Bulgarian"
"2693060","English"
"566860","English"
"2903950","Japanese"
"2903950","Korean"
"2903950","English"
"1039890","Traditional Chinese"
"1039890","Japanese"
"1039890","Korean"
"1039890","English"
"593150","German"
"593150","English"
"593150","French"
"593150","Simplified Chinese"
"593150","Spanish - Latin America"
"2314720","Japanese"
"2314720","Italian"
"488440","Thai"
"488440","English"
"385270","English"
"385270","Russian"
"496810","English"
"2005160","German"
"2005160","English"
"2005160","Simplified Chinese"
"2005160","French"
"748370","Simplified Chinese"
"748370","English"
"748370","French"
"658260","Traditional Chinese"
"658260","Japanese"
"285110","German"
"285110","English"
"491040","English"
"491040","Spanish - Latin America"
"915600","Hungarian"
"915600","English"
"915600","Russian"
"2024070","Czech"
"2024070","German"
"2024070","English"
"2024070","French"
"2024070","Ukrainian"
"2024070","Spanish - Spain"
"2024070","Polish"
"2024070","Arabic"
"2024070","Simplified Chinese"
"2024070","Turkish"
"2024070","Russian"
"2024070","Italian"
"2024070","Portuguese - Portugal"
"3267430","Simplified Chinese"
"3267430","English"
"280520","English"
"465240","English"
"2390260","English"
"1089630","Simplified Chinese"
"1445790","Traditional Chinese"
"1445790","English"
"623340","English"
"623340","Spanish - Latin America"
"1494440","English"
"1494440","Italian"
"1159560","Polish"
"1159560","English"
"1424720","Simplified Chinese"
"1946550","English"
"626610","German"
"626610","English"
"626610","French"
"626610","Spanish - Spain"
"626610","Simplified Chinese"
"626610","Russian"
"626610","Italian"
"1715280","Ukrainian"
"1715280","English"
"1556870","Korean"
"1556870","English"
"1151440","Traditional Chinese"
"1151440","Japanese"
"353700","Simplified Chinese"
"353700","English"
"1319460","English"
"1319460","Spanish - Spain"
"2067790","Japanese"
"2067790","English"
"2067790","Russian"
"381940","English"
"790850","English"
"790850","Russian"
"1896390","English"
"1896390","Russian"
"1479730","German"
"1479730","English"
"1479730","French"
"1479730","Traditional Chinese"
"1479730","Korean"
"1479730","Spanish - Spain"
"1479730","Simplified Chinese"
"1946700","Polish"
"1946700","English"
"1946700","Portuguese - Brazil"
"1732740","Japanese"
"1732740","Korean"
"467380","English"
"1450900","Traditional Chinese"
"1450900","English"
"2427420","German"
"2427420","English"
"2427420","French"
"2427420","Ukrainian"
"2427420","Spanish - Spain"
"2427420","Polish"
"2427420","Italian"
"883360","English"
"883360","Turkish"
"925950","Japanese"
"925950","English"
"1413870","German"
"1413870","English"
"1413870","French"
"1413870","Portuguese - Brazil"
"1413870","Spanish - Spain"
"1413870","Italian"
"1377450","Simplified Chinese"
"1377450","English"
"1311070","English"
"1311070","Spanish - Spain"
"2507980","Traditional Chinese"
"2507980","Simplified Chinese"
"2507980","English"
"2539960","English"
"628950","English"
"628950","Turkish"
"1077520","Simplified Chinese"
"1077520","Russian"
"1811040","English"
"1811040","Portuguese - Brazil"
"545270","English"
"545270","Russian"
"919360","English"
"919360","Russian"
"2273550","English"
"1186740","English"
"366870","Korean"
"366870","English"
"1550510","Hungarian"
"1550510","English"
"1550510","Russian"
"2024230","English"
"2024230","Turkish"
"441550","German"
"441550","English"
"441550","Spanish - Spain"
"710470","Traditional Chinese"
"710470","Japanese"
"499180","Simplified Chinese"
"499180","English"
"616250","English"
"2629330","Estonian"
"2629330","Russian"
"1000760","English"
"1000760","Russian"
"1113570","Japanese"
"1113570","English"
"1552350","English"
"383580","English"
"909320","Italian"
"909320","German"
"909320","English"
"909320","French"
"909320","Portuguese - Brazil"
"909320","Thai"
"909320","Traditional Chinese"
"909320","Indonesian"
"909320","Ukrainian"
"909320","Spanish - Spain"
"909320","Vietnamese"
"909320","Polish"
"909320","Simplified Chinese"
"909320","Japanese"
"909320","Spanish - Latin America"
"909320","Russian"
"909320","Turkish"
"1428100","English"
"1428100","Turkish"
"990050","Traditional Chinese"
"990050","Japanese"
"990050","English"
"716640","Simplified Chinese"
"716640","English"
"619700","Simplified Chinese"
"619700","English"
"2291340","English"
"2291340","Spanish - Latin America"
"881320","German"
"881320","English"
"881320","French"
"881320","Portuguese - Brazil"
"881320","Traditional Chinese"
"881320","Spanish - Spain"
"881320","Polish"
"881320","Spanish - Latin America"
"881320","Italian"
"3292260","English"
"611160","English"
"2123640","English"
"2123640","Russian"
"1029500","Traditional Chinese"
"1029500","Simplified Chinese"
"842910","Korean"
"842910","English"
"1975440","German"
"1975440","English"
"1975440","French"
"1975440","Simplified Chinese"
"1975440","Turkish"
"1782570","English"
"1782570","Turkish"
"2621150","Russian"
"1275640","Luxembourgish"
"1275640","Malay"
"1275640","Odia"
"1275640","Slovak"
"1275640","Estonian"
"1275640","Serbian"
"1275640","Quechua"
"1275640","Tamil"
"1275640","Ukrainian"
"1275640","Uzbek"
"1275640","Spanish - Latin America"
"1275640","Malayalam"
"1275640","Nepali"
"1275640","Afrikaans"
"1275640","Hebrew"
"1275640","Korean"
"1275640","Igbo"
"1275640","Swedish"
"1275640","Icelandic"
"1275640","Basque"
"1275640","German"
"1275640","Norwegian"
"1275640","Tigrinya"
"1275640","Dutch"
"1275640","Turkish"
"1275640","Armenian"
"1275640","Sindhi"
"1275640","Yoruba"
"1275640","Gujarati"
"1275640","Bangla"
"1275640","Uyghur"
"1275640","Hausa"
"1275640","Punjabi (Shahmukhi)"
"1275640","Valencian"
"1275640","Tatar"
"1275640","Galician"
"1275640","Polish"
"1275640","Maltese"
"1275640","Simplified Chinese"
"1275640","Tswana"
"1275640","Zulu"
"1275640","Portuguese - Brazil"
"1275640","Konkani"
"1275640","K'iche'"
"1275640","Scots"
"1275640","Spanish - Spain"
"1275640","Sotho"
"1275640","Swahili"
"1275640","Russian"
"1275640","Belarusian"
"1275640","Filipino"
"1275640","English"
"1275640","Turkmen"
"1275640","Xhosa"
"1275640","Kinyarwanda"
"1275640","Irish"
"1275640","Latvian"
"1275640","Slovenian"
"1275640","Georgian"
"1275640","Tajik"
"1275640","Japanese"
"1275640","Maori"
"1275640","Romanian"
"1275640","Finnish"
"1275640","Khmer"
"1275640","Thai"
"1275640","Azerbaijani"
"1275640","Assamese"
"1275640","Persian"
"1275640","Kannada"
"1275640","Greek"
"1275640","Welsh"
"1275640","Marathi"
"1275640","Portuguese - Portugal"
"1275640","Vietnamese"
"1275640","Urdu"
"1275640","Arabic"
"1275640","Lithuanian"
"1275640","Italian"
"1275640","Macedonian"
"1275640","Catalan"
"1275640","Traditional Chinese"
"1275640","Kazakh"
"1275640","Mongolian"
"1275640","Telugu"
"1275640","Wolof"
"1275640","Dari"
"1275640","Indonesian"
"1275640","Hungarian"
"1275640","Danish"
"1275640","Amharic"
"1275640","Albanian"
"1275640","Hindi"
"1275640","Czech"
"1275640","Kyrgyz"
"1275640","French"
"1275640","Punjabi (Gurmukhi)"
"1275640","Sorani"
"1275640","Croatian"
"1275640","Bosnian"
"1275640","Bulgarian"
"1275640","Sinhala"
"1275640","Cherokee"
"1140620","Traditional Chinese"
"1140620","Japanese"
"839910","Simplified Chinese"
"839910","English"
"694720","English"
"611980","German"
"611980","Vietnamese"
"611980","Portuguese - Brazil"
"611980","Spanish - Spain"
"611980","Norwegian"
"611980","Arabic"
"611980","Russian"
"611980","Dutch"
"611980","Italian"
"611980","Turkish"
"611980","English"
"611980","Traditional Chinese"
"611980","Ukrainian"
"611980","Spanish - Latin America"
"611980","Hungarian"
"611980","Danish"
"611980","Japanese"
"611980","Romanian"
"611980","Czech"
"611980","Finnish"
"611980","French"
"611980","Thai"
"611980","Korean"
"611980","Swedish"
"611980","Bulgarian"
"611980","Polish"
"611980","Greek"
"611980","Simplified Chinese"
"611980","Portuguese - Portugal"
"1420350","English"
"725270","Simplified Chinese"
"725270","Turkish"
"1471200","Japanese"
"1471200","Korean"
"1371690","Simplified Chinese"
"1371690","English"
"586030","English"
"1151050","English"
"1151050","Turkish"
"1389160","English"
"1574900","English"
"1574900","Spanish - Latin America"
"2055290","German"
"2055290","English"
"2055290","French"
"2055290","Traditional Chinese"
"2055290","Spanish - Spain"
"2055290","Japanese"
